CONTROL_NUMBER,DONATED,CLUSTER_CODE,CARD_PROM_12,MONTHS_SINCE_FIRST_GIFT,LAST_GIFT_AMT,PCT_ATTRIBUTE1,NUMBER_PROM_12,MOR_HIT_RATE,INCOME_GROUP,RECENT_RESPONSE_COUNT,MONTHS_SINCE_ORIGIN,PUBLISHED_PHONE,LIFETIME_MAX_GIFT_AMT,RECENCY_STATUS_96NK,FILE_CARD_GIFT,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_PROP,PCT_OWNER_OCCUPIED,FREQUENCY_STATUS_97NK
47755,0,27,4,21,20.0,0,10,2,1.0,1,17,1,20.0,F,1,21.0,0.143,51,1
6753,0,46,8,129,40.0,0,33,0,4.0,2,137,1,85.0,A,13,21.0,0.095,76,1
25593,0,18,2,89,15.0,0,8,10,7.0,1,89,1,15.0,E,5,15.0,0.077,91,1
48865,0,51,5,90,21.0,1,13,0,,1,101,0,21.0,A,3,18.0,0.091,71,1
69997,1,40,6,130,30.0,0,13,1,4.0,5,137,1,30.0,A,8,18.0,0.278,96,3
22839,0,21,5,89,10.0,0,11,2,5.0,3,89,1,10.0,A,3,15.0,0.2,69,3
183007,0,21,6,129,7.0,1,13,15,1.0,3,137,0,10.0,A,14,15.0,0.158,41,2
3639,0,01,7,44,10.0,0,26,0,,3,41,0,15.0,A,4,22.0,0.158,11,2
22053,0,48,6,29,50.0,0,13,0,5.0,2,29,0,50.0,A,2,20.0,0.154,88,1
75609,1,45,5,126,5.0,0,11,2,5.0,5,137,1,6.0,S,12,17.0,0.313,77,3
23839,0,27,4,21,20.0,3,10,1,3.0,1,17,1,20.0,F,1,21.0,0.143,83,1
3706,0,36,8,128,8.0,0,25,0,2.0,3,137,1,10.0,A,9,19.0,0.136,67,1
114411,0,36,6,27,20.0,2,13,0,,3,29,0,25.0,A,2,17.0,0.214,76,2
121632,0,16,6,67,25.0,0,11,0,5.0,1,77,1,25.0,A,1,24.0,0.059,84,1
87174,0,43,4,129,20.0,0,8,0,4.0,3,137,1,20.0,S,6,18.0,0.2,76,3
61363,0,31,4,66,17.0,0,9,1,2.0,1,77,1,17.0,A,1,26.0,0.071,30,1
52313,0, .,6,39,10.0,0,14,0,5.0,3,41,1,10.0,A,3,17.0,0.158,92,3
119192,0,39,6,81,10.0,0,12,9,3.0,3,89,1,10.0,S,5,18.0,0.167,72,3
132286,0,26,6,69,21.0,0,12,15,3.0,1,77,1,21.0,A,3,23.0,0.053,6,1
27387,1,40,6,68,15.0,0,12,16,6.0,3,77,1,20.0,A,5,22.0,0.136,86,1
32730,0,25,6,128,15.0,3,15,3,1.0,5,137,1,20.0,S,15,20.0,0.227,37,2
26358,0,12,4,122,16.0,0,9,0,5.0,1,125,0,16.0,A,8,24.0,0.091,74,1
74247,0,53,6,85,12.0,0,13,0,,5,89,1,12.0,S,9,17.0,0.313,91,3
59628,0,38,4,131,25.0,0,8,0,,2,137,0,25.0,S,7,19.0,0.125,69,2
58043,0,51,5,40,20.0,0,11,0,7.0,2,41,0,20.0,A,1,15.0,0.111,75,1
128713,0,24,6,103,15.0,0,12,0,2.0,2,113,0,16.0,S,6,22.0,0.105,60,2
94636,0,10,3,69,16.0,0,10,0,5.0,2,77,0,16.0,E,3,15.0,0.118,52,1
151828,1,10,6,77,20.0,2,13,2,2.0,2,77,1,20.0,A,5,18.0,0.1,67,2
74628,0,30,5,126,5.0,0,11,2,1.0,4,137,1,5.0,S,9,16.0,0.211,50,3
183868,0,43,5,17,20.0,0,11,0,,1,17,0,20.0,F,1,17.0,0.2,62,1
168517,0,34,6,104,10.0,0,14,5,6.0,5,113,1,15.0,S,16,16.0,0.25,66,3
167010,0,27,3,53,15.0,1,10,0,6.0,2,53,0,15.0,E,1,15.0,0.133,83,1
21484,0,41,4,19,15.0,0,10,0,5.0,1,17,0,15.0,F,0,19.0,0.167,73,1
181820,0,39,5,20,10.0,14,13,0,2.0,2,17,1,10.0,N,0,15.0,0.333,79,3
92403,0,13,3,130,5.0,0,6,0,4.0,3,137,1,5.0,A,7,15.0,0.3,89,3
43086,1,26,6,24,7.0,0,12,0,,3,29,1,10.0,N,2,17.0,0.273,66,3
63200,0,43,6,79,15.0,0,13,0,1.0,2,89,0,15.0,A,6,19.0,0.105,76,1
132449,0,42,6,31,10.0,0,13,0,7.0,3,29,0,10.0,A,2,16.0,0.231,75,3
96454,0,16,5,17,3.0,0,12,9,1.0,1,17,1,28.0,N,1,17.0,0.2,74,2
78207,0,25,4,41,15.0,0,9,0,4.0,0,41,1,15.0,A,1,,0.0,52,1
11511,0,23,6,113,15.0,0,27,5,2.0,3,113,1,15.0,A,7,16.0,0.136,62,1
98452,0,45,6,21,20.0,0,14,0,7.0,2,17,0,20.0,N,2,16.0,0.25,77,2
135343,0,10,5,45,12.0,0,13,1,7.0,3,41,0,12.0,A,1,15.0,0.2,93,3
32914,0,13,6,116,25.0,3,11,20,2.0,1,137,1,25.0,A,6,25.0,0.056,94,1
106895,0,16,6,126,10.0,0,13,0,,4,125,1,12.0,S,15,23.0,0.2,63,2
113607,1,36,6,102,12.0,1,13,0,1.0,3,113,0,14.0,A,3,19.0,0.15,69,2
173165,0,36,6,33,7.0,0,12,0,5.0,5,29,1,7.0,A,3,15.0,0.333,67,4
108029,1,18,5,69,7.0,1,13,6,5.0,2,77,1,7.0,S,4,18.0,0.118,83,3
100507,0,12,4,44,10.0,0,7,0,7.0,4,41,1,10.0,A,5,15.0,0.222,86,3
140119,0,36,6,76,25.0,0,13,0,2.0,2,77,0,25.0,A,3,22.0,0.1,70,1
70475,0,49,6,130,10.0,0,13,0,4.0,3,137,1,77.0,S,14,19.0,0.158,90,2
147508,1,20,4,33,20.0,1,10,0,5.0,2,29,0,20.0,A,1,19.0,0.133,63,1
82357,0,21,6,79,25.0,0,13,3,5.0,1,89,1,25.0,A,3,18.0,0.053,92,1
68105,0,10,4,130,14.0,0,10,18,3.0,0,137,1,14.0,A,10,,0.0,85,1
114799,0,18,5,113,10.0,0,12,0,,3,113,0,15.0,A,9,16.0,0.143,51,1
16562,0,15,6,45,9.0,0,15,3,6.0,4,53,1,10.0,A,4,16.0,0.211,39,3
185215,0,36,12,126,25.0,0,41,11,4.0,3,89,1,25.0,F,2,19.0,0.143,76,1
178275,1,12,6,73,5.0,0,13,0,4.0,7,101,0,7.0,S,9,18.0,0.35,85,4
188435,0, .,8,69,20.0,0,17,0,2.0,2,77,0,40.0,A,3,18.0,0.105,67,1
109017,0,25,6,100,15.0,0,13,2,5.0,5,101,0,17.0,S,8,19.0,0.263,47,2
93602,0,04,6,24,9.0,0,14,0,1.0,3,29,0,10.0,N,3,16.0,0.273,17,3
17590,0,35,6,105,30.0,0,14,1,6.0,1,101,1,30.0,A,8,20.0,0.067,95,1
14719,0,45,6,92,10.0,0,17,0,1.0,2,101,0,20.0,A,7,25.0,0.091,57,1
15046,1,49,2,131,10.0,0,4,0,,3,137,0,10.0,A,16,24.0,0.333,86,1
107316,0,36,4,100,5.0,0,8,10,1.0,7,101,1,7.0,S,12,15.0,0.438,61,4
101972,1,39,4,17,20.0,0,10,0,,1,17,0,20.0,F,1,17.0,0.2,91,1
154611,1,40,6,29,5.0,0,13,8,2.0,5,29,0,10.0,A,4,15.0,0.357,72,4
23417,0,51,6,44,50.0,0,15,6,5.0,2,41,1,50.0,A,1,18.0,0.091,87,1
186675,0,13,8,30,20.0,0,21,0,6.0,2,29,0,25.0,F,1,18.0,0.143,95,1
143626,0,13,5,29,15.0,0,11,5,7.0,3,29,0,15.0,A,2,15.0,0.231,96,2
54859,0,50,6,105,16.0,1,15,0,3.0,3,101,0,16.0,S,10,18.0,0.15,84,2
138552,1,19,5,100,14.0,3,12,11,4.0,2,101,1,14.0,A,6,19.0,0.105,86,1
34475,1,46,6,88,27.0,1,15,0,5.0,3,89,0,27.0,A,4,21.0,0.176,85,1
76782,0,30,6,67,11.0,0,13,1,3.0,6,77,1,11.0,S,11,17.0,0.286,85,3
43862,0,29,6,127,12.0,0,13,0,4.0,5,137,1,12.0,S,12,18.0,0.227,82,2
7259,0,40,7,104,10.0,0,36,11,2.0,2,113,1,15.0,A,6,21.0,0.118,97,1
70,0,30,11,91,5.0,2,25,0,4.0,9,89,0,7.0,A,14,17.0,0.409,56,4
24654,0,35,6,44,15.0,0,16,12,1.0,2,41,1,15.0,A,2,18.0,0.133,90,2
76481,0,44,6,53,20.0,0,13,0,,4,53,0,20.0,A,3,21.0,0.211,76,3
126317,0,30,5,129,12.0,0,12,8,2.0,1,137,1,13.0,A,10,19.0,0.077,63,1
154224,1,20,8,105,15.0,0,22,10,6.0,8,113,1,20.0,S,20,15.0,0.381,69,4
136535,0,17,5,130,8.0,0,12,0,7.0,3,137,0,8.0,S,16,17.0,0.158,85,3
72040,0,41,6,130,10.0,0,12,3,1.0,5,137,1,10.0,S,20,20.0,0.294,35,3
190117,0,03,2,40,15.0,0,4,0,,1,41,0,15.0,E,2,17.0,0.125,37,1
173953,0,18,5,38,5.0,8,11,0,5.0,2,41,1,15.0,A,1,20.0,0.1,62,3
63716,0,43,4,28,20.0,0,10,0,3.0,2,29,1,20.0,A,0,19.0,0.154,79,1
101187,0,45,6,89,6.0,0,13,10,1.0,13,89,0,10.0,S,15,19.0,0.65,66,4
186292,1,27,7,81,10.0,1,21,32,1.0,6,89,0,10.0,S,9,17.0,0.286,44,2
108923,0,39,4,23,25.0,0,10,1,6.0,1,29,0,25.0,N,1,23.0,0.143,60,1
176740,1,24,2,17,20.0,0,5,0,,1,17,0,20.0,F,1,17.0,0.25,76,1
138632,0,43,4,126,10.0,0,11,5,3.0,1,137,1,20.0,A,11,20.0,0.067,66,1
10484,0,26,6,88,15.0,0,31,0,,8,89,0,15.0,S,13,19.0,0.364,72,4
86778,0,41,4,17,15.0,0,10,3,2.0,0,17,1,15.0,F,0,,0.0,71,1
19850,0,41,5,16,20.0,82,11,0,,1,17,0,20.0,F,1,16.0,0.2,71,1
55756,1,24,6,40,5.0,2,13,0,,7,41,0,10.0,S,6,18.0,0.333,82,4
154979,0,18,6,57,25.0,4,13,6,4.0,2,65,1,25.0,A,3,30.0,0.091,74,1
101473,0,41,5,53,15.0,0,12,12,2.0,2,65,1,15.0,A,3,15.0,0.125,61,2
189050,0,08,6,92,3.0,0,12,0,,8,101,0,8.0,S,12,21.0,0.421,84,4
99051,0,36,6,32,20.0,0,12,0,,3,29,0,20.0,A,0,19.0,0.214,67,2
21855,1,46,3,26,20.0,0,7,0,,1,29,0,20.0,N,1,26.0,0.083,84,1
133505,0,28,4,130,20.0,1,12,0,2.0,4,137,1,20.0,A,21,26.0,0.211,46,1
150060,1,03,6,77,25.0,0,13,0,1.0,1,77,0,25.0,A,6,19.0,0.045,87,1
185000,0,42,4,15,15.0,0,9,0,3.0,1,17,0,15.0,F,1,15.0,0.25,53,1
640,0,31,4,123,11.0,0,10,0,,2,137,0,11.0,A,24,26.0,0.1,11,1
182890,0,44,5,78,15.0,0,12,7,5.0,2,89,1,20.0,A,5,17.0,0.095,86,1
80652,0,51,6,113,20.0,0,13,4,5.0,2,113,1,20.0,S,5,19.0,0.1,84,1
127134,0,17,4,19,6.0,0,11,7,5.0,1,17,1,20.0,N,0,19.0,0.143,10,2
191710,0,24,6,130,10.0,3,13,240,5.0,4,137,1,10.0,S,13,21.0,0.2,67,3
3504,1,18,7,33,18.0,0,29,11,1.0,8,29,0,20.0,S,3,15.0,0.421,79,4
131106,1,39,6,40,17.0,1,13,0,2.0,4,41,0,17.0,A,3,17.0,0.19,67,3
112442,0,45,5,16,25.0,0,13,5,2.0,1,17,0,25.0,F,1,16.0,0.2,80,2
184012,0,26,4,105,19.0,0,9,0,1.0,4,113,1,25.0,A,6,18.0,0.235,17,3
76092,0,48,6,122,10.0,0,13,0,2.0,2,125,1,50.0,S,8,19.0,0.091,86,2
184584,1,12,6,53,25.0,14,13,0,5.0,7,53,0,25.0,S,8,17.0,0.333,69,4
2058,0,43,4,33,15.0,3,15,0,6.0,5,29,0,15.0,E,3,19.0,0.333,67,4
96008,1,41,5,118,5.0,0,11,0,1.0,8,125,0,7.0,S,18,-9.0,0.4,37,3
54959,0,50,3,20,33.0,0,9,2,5.0,1,17,1,33.0,F,0,20.0,0.2,86,1
150732,0,20,4,65,15.0,1,10,3,5.0,2,65,0,15.0,A,3,20.0,0.125,53,1
10635,0,23,6,81,15.0,0,14,0,3.0,2,89,1,15.0,S,6,25.0,0.095,22,2
126396,0,25,6,56,32.0,0,13,0,5.0,1,65,0,32.0,A,2,20.0,0.053,23,1
171700,0,11,6,93,25.0,0,12,1,6.0,1,101,1,25.0,A,5,21.0,0.053,69,1
175617,0,21,6,127,10.0,1,13,9,4.0,3,137,1,10.0,S,13,20.0,0.15,68,2
98176,0,45,6,42,25.0,0,14,1,2.0,2,41,0,25.0,A,0,17.0,0.1,76,1
21966,1,46,5,101,6.0,0,11,0,3.0,6,101,0,10.0,S,14,19.0,0.3,84,3
125280,0,13,6,81,20.0,0,13,3,2.0,2,89,1,20.0,A,5,17.0,0.105,79,1
87706,1,36,6,38,13.0,0,12,8,2.0,4,41,1,13.0,A,1,18.0,0.235,70,4
140212,0,27,6,56,13.0,2,12,0,1.0,5,65,0,13.0,A,4,17.0,0.313,63,4
66579,0,18,6,41,10.0,1,13,3,6.0,6,41,1,10.0,A,5,18.0,0.333,97,4
151120,0,05,5,129,10.0,1,12,9,5.0,2,137,1,10.0,A,13,16.0,0.105,84,1
29782,0,27,4,30,16.0,4,10,0,5.0,2,29,1,16.0,A,1,17.0,0.143,73,1
93714,0,05,6,33,15.0,0,14,0,5.0,6,29,0,15.0,A,3,15.0,0.353,74,4
6232,0,11,6,129,15.0,0,16,0,7.0,4,137,0,50.0,A,9,16.0,0.182,1,3
104606,1,16,6,57,10.0,0,11,5,1.0,6,65,1,10.0,S,8,17.0,0.429,92,3
175219,0,49,6,29,10.0,0,12,2,1.0,3,29,1,10.0,A,2,22.0,0.214,70,3
160034,0,25,6,130,5.0,0,11,0,,10,137,0,7.0,S,24,21.0,0.5,42,4
89924,1,18,6,36,5.0,0,12,0,,9,41,0,6.0,S,6,21.0,0.5,93,4
144226,0,03,6,69,25.0,0,13,0,5.0,2,77,0,25.0,S,4,21.0,0.143,46,2
51334,0,39,4,129,10.0,0,9,0,3.0,5,137,0,16.0,S,18,19.0,0.294,63,4
190777,0, .,6,44,10.0,0,13,15,7.0,2,41,1,20.0,A,3,19.0,0.105,73,2
28445,0,20,5,113,10.0,0,12,0,4.0,2,113,1,15.0,A,13,18.0,0.105,61,1
57022,0,45,6,57,25.0,0,13,0,,1,65,0,25.0,A,3,20.0,0.067,72,1
106639,1,12,4,17,15.0,12,10,0,2.0,1,17,1,15.0,F,1,17.0,0.2,64,1
31997,0,38,6,23,15.0,0,14,3,5.0,2,29,0,15.0,N,2,19.0,0.182,57,2
147857,0,13,6,125,17.0,0,13,40,6.0,1,125,1,17.0,A,5,17.0,0.045,30,1
2991,0,44,9,104,5.0,1,31,0,4.0,5,113,1,12.0,A,8,21.0,0.238,69,3
109848,1,18,4,112,17.0,0,9,5,4.0,1,113,1,17.0,A,4,26.0,0.059,80,1
129899,1,16,6,23,15.0,0,12,0,2.0,2,29,0,15.0,N,2,17.0,0.286,46,2
151504,1,12,4,34,15.0,6,9,0,6.0,3,41,0,15.0,A,3,24.0,0.176,80,1
181117,1,48,4,64,10.0,0,10,1,4.0,5,65,1,13.0,A,4,16.0,0.333,86,4
162952,0,10,5,21,16.0,0,12,0,,2,17,0,16.0,N,1,16.0,0.286,0,2
15006,1,01,2,45,10.0,0,7,0,4.0,3,41,0,15.0,E,3,15.0,0.5,24,3
58084,0,43,4,81,15.0,1,9,0,4.0,2,89,0,15.0,A,2,27.0,0.118,67,1
166184,0,10,5,79,18.0,0,11,4,4.0,1,89,0,18.0,A,1,18.0,0.059,64,1
152723,0,11,6,62,15.0,7,14,3,3.0,2,65,0,15.0,A,5,16.0,0.1,79,2
167376,0,15,5,62,17.0,0,13,0,,1,65,0,17.0,A,2,17.0,0.056,24,1
51293,0,51,5,89,20.0,0,10,0,,1,101,0,20.0,A,2,26.0,0.048,72,1
2501,0,25,9,20,16.0,2,23,0,5.0,3,17,0,16.0,F,2,15.0,0.6,30,1
158743,0,35,6,45,50.0,0,13,0,6.0,1,41,1,50.0,A,1,18.0,0.05,79,1
73873,1,13,6,105,27.0,1,13,0,5.0,3,113,1,27.0,A,6,19.0,0.143,64,1
43302,0,23,6,32,27.0,0,13,15,7.0,2,29,1,27.0,A,1,18.0,0.111,89,1
137973,0,30,6,29,10.0,2,12,1,2.0,3,29,0,11.0,A,3,21.0,0.25,74,3
128970,1,11,4,45,12.0,0,7,0,1.0,3,41,0,12.0,A,1,19.0,0.2,47,3
178726,0,14,3,21,15.0,0,8,1,7.0,1,17,1,15.0,F,1,21.0,0.143,86,1
25626,0,32,6,25,25.0,0,14,0,,3,29,0,25.0,N,3,17.0,0.273,31,3
159209,0,34,6,109,50.0,0,13,0,,2,137,0,50.0,A,4,19.0,0.091,69,1
135571,0,12,6,55,13.0,0,12,0,7.0,5,65,0,13.0,S,7,18.0,0.263,85,3
12887,0,27,6,68,11.0,11,21,3,2.0,10,77,1,11.0,S,12,19.0,0.5,77,4
76138,0,45,5,130,11.0,0,14,0,,7,137,1,15.0,S,22,17.0,0.368,72,3
2490,1,39,7,128,3.0,1,16,0,1.0,11,137,0,5.0,S,14,17.0,0.524,75,4
37422,0,02,6,52,25.0,0,13,0,5.0,2,53,0,65.0,A,5,22.0,0.091,76,1
118163,1,45,5,130,5.0,0,12,4,5.0,5,137,0,5.0,S,14,15.0,0.278,89,4
184121,0,31,6,105,10.0,2,13,2,3.0,1,113,1,15.0,A,4,23.0,0.05,41,2
82580,1,30,6,129,7.0,0,12,5,2.0,4,137,1,10.0,S,11,18.0,0.2,54,3
152847,1,13,6,97,22.0,0,13,12,7.0,5,101,0,23.0,A,9,19.0,0.227,88,1
96773,0,22,4,17,20.0,0,10,0,5.0,1,17,1,20.0,F,1,17.0,0.2,56,1
129004,0,06,3,24,15.0,1,8,20,6.0,1,29,1,15.0,N,1,24.0,0.091,66,1
175262,0,25,6,19,45.0,14,15,0,,2,17,0,45.0,N,1,18.0,0.333,93,2
137414,0,34,5,64,20.0,8,12,0,3.0,2,65,0,25.0,A,1,26.0,0.095,62,1
150516,1,12,6,105,32.0,0,13,0,,3,113,0,142.0,S,9,22.0,0.136,77,2
21497,0,41,5,127,25.0,0,12,3,4.0,4,137,0,25.0,S,8,15.0,0.182,70,2
61711,0,49,6,20,6.0,0,15,0,5.0,3,17,0,13.0,N,1,16.0,0.429,73,4
11980,0,09,6,125,9.0,0,32,0,4.0,4,137,1,11.0,S,13,21.0,0.2,41,3
186743,0,46,2,106,15.0,0,7,0,,4,137,0,25.0,E,11,15.0,0.571,81,4
45878,1,33,5,81,15.0,0,13,0,,2,89,0,15.0,A,5,16.0,0.2,64,1
8384,0,53,7,57,25.0,0,33,0,,0,65,0,25.0,A,2,,0.0,79,1
150404,1,18,5,130,11.0,0,13,0,4.0,7,137,1,17.0,S,18,16.0,0.368,81,4
180011,0,02,5,124,15.0,0,11,0,,2,125,0,17.47,A,12,26.0,0.095,92,1
81861,0,27,6,111,22.0,0,13,10,5.0,3,113,1,22.0,S,8,18.0,0.143,94,2
114676,1,35,6,76,20.0,0,11,0,,2,77,0,20.0,A,4,24.0,0.1,96,1
23773,0,11,6,29,25.0,0,15,0,,4,29,0,25.0,A,3,18.0,0.308,8,3
189508,1, .,5,124,6.0,0,12,0,,7,125,0,6.0,S,12,15.0,0.389,60,3
155266,1,30,5,129,13.0,0,12,0,1.0,11,137,0,22.0,S,25,18.0,0.5,24,4
128162,1,24,6,28,10.0,0,12,11,2.0,3,29,1,10.0,A,2,18.0,0.231,90,3
25576,1,11,2,92,15.0,1,6,16,5.0,1,89,1,15.0,A,6,16.0,0.083,55,1
146472,0,08,3,23,20.0,2,8,1,2.0,1,29,1,20.0,N,1,23.0,0.1,54,1
56454,0,39,5,126,5.0,0,12,0,5.0,5,137,0,5.0,S,15,17.0,0.263,80,3
162099,0,02,6,29,30.0,0,13,0,5.0,2,29,0,30.0,A,1,18.0,0.143,83,2
107297,0,18,6,92,16.0,1,11,3,2.0,3,89,0,19.0,A,6,25.0,0.143,73,1
14892,0,05,5,101,14.0,0,13,2,6.0,1,101,0,15.0,A,8,18.0,0.063,82,1
105642,0,36,5,77,30.0,0,11,15,2.0,1,89,1,30.0,A,2,26.0,0.05,73,1
23536,0,28,6,126,20.0,5,13,4,2.0,2,137,1,20.0,A,4,19.0,0.1,70,1
131260,0,22,6,112,25.0,0,13,15,1.0,1,113,1,25.0,A,7,27.0,0.05,47,2
157793,1,18,6,52,20.0,0,13,0,5.0,3,53,0,20.0,A,2,21.0,0.143,84,1
117054,1,21,4,32,20.0,0,9,1,2.0,2,29,1,20.0,A,1,24.0,0.118,75,1
92814,1,03,4,31,15.0,0,12,0,5.0,2,29,0,15.0,A,2,16.0,0.154,93,1
107630,0,46,6,105,6.0,0,13,0,1.0,2,113,1,18.0,S,9,21.0,0.133,40,2
108705,0,40,4,93,20.0,0,11,26,7.0,2,101,1,20.0,A,4,17.0,0.118,82,1
134134,0,18,4,42,20.0,0,9,1,5.0,1,41,1,20.0,A,1,26.0,0.056,86,1
186830,0,08,6,76,0.0,0,12,20,2.0,2,77,1,23.0,A,3,18.0,0.091,85,1
67034,0,21,6,32,7.0,0,13,0,3.0,6,29,0,7.0,A,2,16.0,0.4,77,4
62094,0,41,4,17,15.0,0,10,0,1.0,1,17,1,15.0,F,1,17.0,0.2,51,1
132124,0,44,5,16,20.0,0,12,0,,1,17,0,20.0,F,1,16.0,0.2,69,1
40005,0,16,6,52,21.0,1,11,33,6.0,1,53,0,21.0,A,2,25.0,0.05,92,1
108274,0,10,4,17,20.0,0,10,0,2.0,1,17,1,20.0,F,1,17.0,0.2,71,1
182490,1,36,6,112,10.0,0,16,0,,5,113,0,10.0,A,7,17.0,0.25,0,3
71604,1,28,6,124,5.0,0,11,1,3.0,6,125,1,10.0,S,10,22.0,0.3,87,3
178639,0,35,6,79,20.0,0,13,0,,3,89,0,20.0,A,4,19.0,0.15,89,1
30384,0,30,4,40,6.0,0,7,0,5.0,6,41,0,10.0,A,2,19.0,0.3,78,3
180124,0,13,6,77,20.0,0,13,0,5.0,2,89,1,20.0,A,2,17.0,0.111,66,2
68472,0,16,5,15,35.0,0,10,1,5.0,1,17,1,35.0,F,0,15.0,0.25,97,1
107046,0,15,4,17,20.0,0,9,4,5.0,1,17,1,20.0,F,1,17.0,0.2,35,1
3819,0,25,6,125,11.0,2,23,0,7.0,4,125,1,15.0,A,8,20.0,0.286,63,3
68466,0,08,6,126,12.0,0,13,0,,4,137,0,12.0,A,5,19.0,0.211,58,2
92748,0,24,6,41,25.0,1,13,11,7.0,2,41,1,25.0,A,2,18.0,0.105,96,2
116062,0,22,6,42,30.0,0,12,0,4.0,0,41,1,100.0,A,0,,0.0,0,1
45258,1,08,6,23,10.0,0,14,0,,3,29,0,10.0,N,1,15.0,0.375,80,4
108163,0,39,5,28,7.0,0,11,0,5.0,3,29,0,11.0,A,2,19.0,0.231,85,3
116715,0,06,6,86,10.0,0,14,7,3.0,7,89,1,20.0,S,15,15.0,0.35,79,3
8136,0,30,6,98,5.0,1,30,0,1.0,6,137,0,10.0,S,9,19.0,0.3,69,4
162994,1,01,6,23,12.0,0,12,0,,2,29,0,12.0,N,1,18.0,0.25,7,3
98113,0,38,5,122,20.0,2,8,0,2.0,1,125,0,25.0,A,7,26.0,0.067,71,1
50756,0,11,6,129,10.0,0,14,4,5.0,4,137,1,25.0,S,16,18.0,0.19,50,4
123120,0,14,4,29,15.0,0,10,0,7.0,2,29,1,15.0,A,2,21.0,0.167,93,1
127903,0,24,4,44,15.0,0,10,40,5.0,2,41,1,15.0,A,3,20.0,0.143,82,1
62136,0,49,4,93,20.0,0,8,5,7.0,2,101,1,20.0,A,4,19.0,0.125,68,1
18428,0,40,6,52,5.0,1,15,0,3.0,6,53,0,10.0,S,5,19.0,0.273,70,3
185394,1,16,7,109,5.0,0,26,1,3.0,8,113,1,14.0,A,12,18.0,0.421,86,4
29658,0,35,5,100,11.0,1,11,7,7.0,4,101,1,18.0,A,5,22.0,0.19,82,1
43258,0,37,6,125,13.0,1,12,7,4.0,7,125,1,19.0,A,9,22.0,0.318,63,3
108506,0,12,4,29,16.0,0,10,0,2.0,2,29,1,16.0,A,2,23.0,0.154,91,1
170813,0,18,4,28,16.0,0,10,1,4.0,2,29,0,16.0,A,1,22.0,0.154,80,1
98943,0,41,5,40,15.0,0,11,2,2.0,2,41,1,15.0,A,2,17.0,0.111,23,2
93732,0,05,6,76,21.0,0,13,0,,2,77,0,21.0,A,4,17.0,0.095,86,1
180280,0,17,6,62,25.0,2,14,1,3.0,3,65,1,25.0,S,3,18.0,0.143,21,3
155259,0,49,4,105,20.0,0,10,0,5.0,1,113,0,20.0,A,2,26.0,0.063,81,1
43748,0,28,2,110,25.0,0,5,0,,1,137,1,50.0,E,2,25.0,0.125,73,1
135932,0,29,5,57,22.0,0,10,0,,1,65,0,22.0,A,2,26.0,0.05,89,1
164044,1,35,4,38,15.0,0,10,0,6.0,2,41,0,15.0,A,1,18.0,0.105,97,1
14716,0,01,4,131,11.0,2,8,36,1.0,4,137,1,15.0,A,14,24.0,0.308,29,2
46305,0,28,4,44,7.0,0,8,3,3.0,2,41,1,10.0,A,3,16.0,0.2,84,3
109979,0,43,6,62,7.0,1,12,1,4.0,5,65,1,10.0,A,3,15.0,0.238,86,3
142742,1,08,6,31,15.0,0,12,0,5.0,3,29,0,15.0,A,2,22.0,0.2,32,2
113116,0,30,6,93,10.0,0,13,7,6.0,5,101,1,10.0,S,12,24.0,0.25,68,3
35650,0,35,3,23,15.0,0,8,0,6.0,1,29,0,15.0,N,1,23.0,0.1,91,1
187589,0,34,2,41,15.0,0,7,0,,4,41,0,15.0,E,4,15.0,0.5,33,3
179088,0,14,6,40,25.0,0,11,0,,1,41,0,25.0,A,0,25.0,0.053,94,1
11324,0,51,6,67,12.0,0,26,0,2.0,3,77,0,18.0,S,6,18.0,0.15,77,2
162343,1,13,6,56,12.0,0,15,0,6.0,6,65,0,22.0,S,5,16.0,0.286,76,4
187501,1,34,2,35,5.0,64,6,0,,3,41,0,10.0,E,3,18.0,0.429,1,3
148867,0,24,6,75,25.0,0,13,3,6.0,4,77,0,25.0,A,4,18.0,0.2,84,2
190212,0,12,2,57,15.0,1,4,0,,2,65,1,15.0,E,2,18.0,0.25,87,1
123667,1,34,6,81,20.0,0,13,10,6.0,2,89,1,20.0,S,6,17.0,0.1,79,2
69543,0,44,4,128,10.0,0,9,0,5.0,3,137,1,10.0,A,12,26.0,0.15,93,1
31000,0,51,5,15,25.0,0,10,0,2.0,1,17,0,25.0,F,0,15.0,0.25,87,1
91756,1,35,6,126,7.0,0,12,2,6.0,7,137,0,14.0,S,17,18.0,0.318,94,3
128870,0,30,6,32,9.0,0,13,0,1.0,4,29,1,10.0,A,3,17.0,0.25,52,3
24702,1,41,5,87,20.0,1,10,0,6.0,2,89,1,20.0,A,2,26.0,0.095,61,1
16863,1,22,6,44,25.0,0,16,6,4.0,3,41,1,25.0,A,4,16.0,0.188,43,2
74102,1,43,4,75,15.0,0,10,0,5.0,2,77,1,15.0,A,4,24.0,0.111,85,1
84379,0,48,4,129,10.0,0,10,0,2.0,1,137,0,10.0,A,13,17.0,0.077,82,1
162677,0,01,5,29,7.0,0,12,0,2.0,4,29,0,10.0,A,2,15.0,0.333,78,3
27998,0,24,6,49,10.0,0,11,1,7.0,4,53,1,12.0,A,4,25.0,0.2,95,2
