CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_CARD_PROM,LIFETIME_PROM,DONOR_AGE,PCT_ATTRIBUTE3,MOR_HIT_RATE,URBANICITY,PCT_OWNER_OCCUPIED,RECENT_CARD_RESPONSE_PROP,CARD_PROM_12,RECENT_RESPONSE_PROP,MONTHS_SINCE_ORIGIN,LAST_GIFT_AMT,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,LIFETIME_GIFT_COUNT,PER_CAPITA_INCOME,LIFETIME_MIN_GIFT_AMT
108724,1,39,29,70,57.0,43,0,T,82,0.222,6,0.222,137,10.0,0,A,13,11314,3.0
138548,0,19,19,49,45.0,34,6,S,57,0.0,5,0.048,65,25.0,13,A,8,15080,5.0
149015,0,03,19,50,73.0,18,2,U,63,0.273,6,0.409,53,17.0,1,S,16,33603,5.0
114824,0,49,15,36,47.0,29,0,R,85,0.111,6,0.1,41,16.0,0,A,5,11194,3.0
138131,0,27,9,24,80.0,20,2,C,79,0.4,6,0.417,29,10.0,0,A,5,12340,3.0
175386,0,09,15,33,55.0,23,0,U,34,0.444,5,0.313,41,6.0,0,A,9,10831,3.0
153500,0,20,18,43,,45,0,S,66,0.111,6,0.1,65,15.0,0,A,5,14799,5.0
142511,0,04,6,14,,23,0,U,6,0.0,5,0.25,17,20.0,0,F,1,21595,20.0
179923,0,20,15,36,72.0,24,5,S,53,0.2,6,0.211,41,20.0,1,S,7,16840,6.0
157883,0,14,20,53,52.0,45,0,S,82,0.222,6,0.105,77,20.0,1,S,7,27400,7.5
27280,1,25,12,31,,29,0,C,14,0.375,6,0.412,29,6.0,0,A,9,14161,3.0
72009,0,45,28,64,59.0,26,0,R,81,0.0,5,0.077,137,10.0,0,A,16,10754,3.0
140767,0,12,9,21,33.0,39,0,S,77,0.4,6,0.2,29,16.0,0,N,2,17987,10.0
84116,0,12,32,78,75.0,45,8,S,70,0.2,5,0.2,137,10.0,4,A,22,23373,5.0
102482,0,21,14,35,66.0,8,17,S,82,0.429,6,0.176,65,10.0,0,A,7,15374,1.5
14010,0,11,24,71,54.0,46,1,S,53,0.3,5,0.19,77,10.0,4,A,15,19569,3.0
106686,0,42,32,73,7.0,16,4,R,69,0.4,7,0.238,137,10.0,1,S,15,8146,5.0
179309,1,40,13,37,59.0,43,0,T,76,0.2,5,0.182,65,19.0,0,A,4,15569,10.0
163906,0,13,28,66,,34,0,S,50,0.125,5,0.059,137,14.0,12,A,14,11410,2.0
184635,0,24,18,43,63.0,35,23,C,84,0.0,6,0.0,65,25.0,0,A,5,41247,10.0
149046,0,24,8,20,65.0,43,0,C,88,0.2,4,0.154,29,15.0,0,A,2,22241,5.0
190777,0, .,15,37,63.0,0,15,?,73,0.111,6,0.105,41,10.0,0,A,5,12345,5.0
6292,1,13,33,114,81.0,24,0,S,92,0.0,8,0.105,137,14.0,10,A,25,19972,7.0
99878,0,39,14,33,65.0,37,0,T,79,0.333,6,0.222,41,17.0,1,S,6,11738,3.0
66579,0,18,15,35,61.0,37,3,S,97,0.444,6,0.333,41,10.0,0,A,8,16833,3.0
138100,0,26,22,46,7.0,34,21,C,40,0.0,4,0.222,113,18.0,5,A,10,13607,5.0
190499,0, .,32,85,,0,3,?,79,0.143,4,0.118,137,16.0,0,E,25,7978,5.0
114539,1,53,13,32,41.0,29,0,R,81,0.556,6,0.333,29,10.0,1,S,7,13919,6.0
131143,0,27,12,31,51.0,35,0,C,68,0.0,6,0.125,41,20.0,0,A,3,10232,5.0
100349,0,24,26,71,44.0,27,6,C,99,0.4,5,0.211,113,13.0,3,A,11,21920,3.0
187956,0,12,15,34,,43,0,S,77,0.5,2,0.25,89,20.0,0,E,10,23971,10.0
69780,0,12,14,31,75.0,33,0,S,77,0.1,5,0.158,41,15.0,5,A,4,19228,5.0
45810,0,28,23,50,84.0,19,0,C,79,0.333,6,0.176,137,25.0,4,A,8,18061,5.0
131600,1,28,18,44,85.0,59,4,C,80,0.0,6,0.1,77,15.0,0,A,6,15702,5.0
124005,0,27,15,38,64.0,25,1,C,62,0.167,5,0.063,65,20.0,0,A,4,11920,10.0
58726,0,53,26,71,60.0,27,0,R,77,0.273,6,0.238,89,14.0,1,S,19,11539,5.0
63725,1,46,7,17,74.0,26,0,R,80,0.333,5,0.143,17,25.0,0,F,1,13061,25.0
80083,0,21,12,29,,31,0,S,59,0.25,6,0.333,29,11.0,0,A,7,10656,6.0
120079,0,44,23,63,,25,0,R,75,0.143,5,0.118,125,15.0,0,A,9,13526,10.0
120756,0,30,16,36,68.0,49,7,C,72,0.1,6,0.15,41,15.0,0,A,5,7249,5.0
168517,0,34,28,72,63.0,41,5,T,66,0.3,6,0.25,113,10.0,1,S,22,23538,3.0
35403,0,27,7,19,53.0,18,3,C,73,0.333,6,0.333,17,25.0,0,N,3,17355,20.0
173268,0,46,16,36,,25,0,R,71,0.4,6,0.316,41,9.0,0,A,8,11040,5.0
1480,0,09,28,69,,34,23,U,84,0.1,9,0.211,65,35.0,0,A,10,12044,30.0
145098,0,03,29,65,75.0,21,0,U,12,0.182,6,0.095,113,15.0,0,A,12,31120,0.07
177402,0,44,25,66,65.0,29,0,R,83,0.273,6,0.227,89,15.0,1,S,18,12434,5.0
159424,1,13,21,53,73.0,40,0,S,43,0.143,6,0.125,89,50.0,0,A,7,23535,5.0
13890,0,46,28,82,78.0,24,5,R,59,0.25,6,0.158,137,15.0,1,S,13,14047,3.0
60965,0,44,9,21,51.0,35,0,R,89,0.333,4,0.167,29,20.0,0,A,2,13789,20.0
25104,0,37,20,56,60.0,27,2,T,77,0.0,3,0.063,89,30.0,0,E,7,14942,20.0
23927,0,40,18,48,,49,0,T,64,0.111,6,0.05,77,25.0,0,A,4,11500,15.0
107143,0,51,21,52,50.0,23,1,R,76,0.5,6,0.421,125,10.0,0,A,14,10129,3.0
163636,0,03,6,13,,22,0,U,27,0.5,5,0.2,17,25.0,0,F,1,39860,25.0
182899,1,44,9,22,49.0,32,1,R,87,0.4,6,0.4,29,7.0,0,N,5,13548,5.0
49793,0,47,17,43,,29,0,R,80,0.455,6,0.4,41,50.0,1,S,14,8846,12.0
56049,1,47,18,48,70.0,19,0,R,85,0.375,4,0.188,77,10.0,0,A,8,9897,5.0
106366,0,46,15,35,54.0,19,4,R,59,0.111,6,0.1,41,20.0,0,A,3,7961,10.0
66000,0,22,22,59,53.0,63,0,C,81,0.0,6,0.1,89,15.0,12,A,9,25445,5.0
62610,0,40,10,24,56.0,15,10,T,87,0.333,6,0.357,29,5.0,0,A,6,14331,3.0
16102,1,40,6,14,41.0,48,0,T,84,0.333,4,0.167,29,15.0,0,F,1,14083,15.0
22007,0,43,19,49,50.0,31,0,R,75,0.143,4,0.059,77,15.0,0,A,7,10879,10.0
24646,0,40,6,14,49.0,47,3,T,76,0.0,5,0.2,17,20.0,0,F,1,12069,20.0
65073,1,18,29,66,78.0,36,2,S,94,0.125,5,0.105,125,10.0,0,A,15,17803,2.0
147857,0,13,32,70,79.0,23,40,S,30,0.0,6,0.045,125,17.0,0,A,11,20044,5.0
108583,0,30,21,50,49.0,0,0,C,80,0.0,6,0.071,89,21.0,0,A,5,10999,5.0
157961,0,02,29,71,40.0,36,0,U,79,0.273,6,0.182,113,16.0,1,S,18,25686,5.0
40383,0,29,17,45,84.0,5,0,C,88,0.0,6,0.158,77,7.0,0,A,8,18846,5.0
69822,1,40,12,30,51.0,54,1,T,93,0.0,6,0.111,41,15.0,0,A,3,16331,5.0
153466,0,18,5,15,,37,0,S,62,0.5,4,0.2,17,15.0,0,F,1,21615,15.0
84033,0,18,17,47,47.0,32,13,S,95,0.0,5,0.063,77,25.0,0,A,3,13164,15.0
17118,0,46,3,10,,30,0,R,77,0.0,2,0.5,17,15.0,0,E,1,16193,15.0
169540,0,40,22,54,,21,0,T,77,0.0,6,0.067,89,22.0,0,A,6,13570,10.0
85931,1,49,24,58,,19,0,R,76,0.455,6,0.333,77,6.0,1,S,18,9572,3.0
182398,0,27,27,71,50.0,22,2,C,84,0.111,5,0.15,113,10.0,6,A,22,15228,3.0
113295,0,20,14,38,66.0,10,6,S,62,0.143,5,0.133,65,25.0,0,A,3,14715,20.0
22734,0,24,10,23,65.0,51,2,C,91,0.0,6,0.308,29,10.0,0,A,5,21234,5.0
1092,1,03,34,100,69.0,8,0,U,84,0.6,10,0.429,77,10.0,4,A,32,91576,1.0
82628,0,11,10,23,71.0,34,2,S,81,0.5,6,0.231,29,25.0,0,A,3,18960,5.0
45457,0,29,31,71,59.0,34,0,C,90,0.1,5,0.158,137,10.0,0,A,16,18785,3.0
145323,0,01,5,13,51.0,33,0,U,12,0.5,4,0.2,17,16.0,0,F,1,26636,16.0
131298,0,53,9,22,,25,0,R,66,0.4,5,0.25,29,20.0,0,A,4,10081,3.0
133163,1,39,9,21,52.0,39,5,T,65,0.2,6,0.182,29,20.0,0,N,2,7470,10.0
62336,0,20,26,62,7.0,35,0,S,45,0.091,6,0.091,89,25.0,0,A,8,13286,10.0
146814,1,19,24,63,51.0,28,0,S,76,0.0,5,0.091,89,15.0,0,L,10,13476,5.0
171512,0,30,7,16,61.0,26,9,C,37,0.0,5,0.143,29,20.0,0,N,2,9813,10.0
68959,0,24,10,23,53.0,6,0,C,90,0.333,6,0.167,29,25.0,0,N,3,52240,10.0
186292,1,27,26,69,47.0,40,32,C,44,0.273,7,0.286,89,10.0,1,S,21,7968,3.0
172784,1,46,22,54,65.0,10,8,R,78,0.636,6,0.444,89,6.0,1,S,14,9422,3.0
84239,0,45,38,86,81.0,33,2,R,78,0.0,6,0.091,137,20.0,12,A,22,10571,2.5
144325,0,03,10,25,,0,0,U,58,0.0,6,0.214,29,15.0,0,A,3,17887,10.0
148959,0,12,20,53,68.0,0,2,S,92,0.1,6,0.35,77,10.0,1,S,12,19014,5.0
79996,0,35,11,27,55.0,46,0,T,95,0.714,6,0.333,29,11.0,1,S,5,16584,5.0
18096,0,25,27,64,,10,0,C,29,0.0,6,0.1,113,16.0,0,A,11,14011,5.0
106610,1,36,22,56,68.0,12,0,T,88,0.125,4,0.053,101,15.0,0,A,8,13159,5.0
121638,1,16,29,72,46.0,28,1,S,84,0.2,6,0.19,113,10.0,0,A,18,13747,3.0
34121,0,27,27,73,69.0,58,42,C,65,0.333,5,0.158,113,10.0,4,A,18,12467,3.0
87212,0,45,34,74,87.0,29,0,R,66,0.4,5,0.286,137,9.0,1,S,19,10985,3.0
132991,0,46,23,57,,20,0,R,58,0.0,6,0.15,89,10.0,0,A,12,13979,2.0
164188,1,35,13,32,35.0,38,0,T,70,0.0,6,0.158,41,20.0,0,A,5,17484,5.0
101116,0,43,37,102,,19,0,R,42,0.636,9,0.455,137,25.0,3,F,42,11255,1.01
24123,0,47,6,15,47.0,33,0,R,74,0.0,4,0.0,29,25.0,0,N,1,8583,25.0
72660,0,38,13,34,,35,0,T,70,0.0,5,0.056,53,15.0,0,A,4,11819,3.0
53448,1,13,6,15,59.0,22,2,S,60,0.25,3,0.1,29,20.0,0,N,1,27280,20.0
80788,0,51,32,82,75.0,30,5,R,71,0.1,6,0.381,137,3.0,1,S,38,8484,0.04
160899,0,35,22,58,57.0,33,3,T,94,0.1,6,0.143,77,10.0,0,A,12,20392,5.0
84994,0,39,27,63,83.0,32,0,T,74,0.111,4,0.158,125,11.0,1,S,12,12542,3.0
46905,0,51,15,38,,31,0,R,87,0.0,6,0.188,53,15.0,0,A,5,10013,3.0
168038,1,14,20,43,50.0,50,9,S,94,0.3,6,0.19,89,40.0,0,A,9,64833,5.0
157003,0,03,17,42,48.0,31,0,U,46,0.455,6,0.273,41,20.0,0,A,11,23717,5.0
119664,0,34,16,47,,50,0,T,74,0.444,5,0.316,53,25.0,1,S,11,30683,5.0
55450,1,45,29,70,,23,3,R,84,0.2,5,0.105,125,10.0,6,A,19,9613,2.0
12517,1,12,21,66,65.0,47,0,S,98,0.286,6,0.385,137,5.0,0,A,16,18029,1.0
161231,0,40,26,63,81.0,31,0,T,29,0.5,5,0.357,113,8.0,1,S,20,7423,3.0
2298,0,33,26,66,,0,6,C,93,0.25,8,0.105,89,5.0,0,A,10,15455,5.0
172167,1,21,13,29,58.0,43,0,S,52,0.333,6,0.222,41,15.0,0,A,4,7362,10.0
14799,0,18,33,110,55.0,29,0,S,82,0.364,7,0.25,125,10.0,1,S,26,12069,3.0
19770,0,24,11,26,53.0,37,1,C,81,0.0,6,0.143,29,25.0,0,A,2,45488,10.0
50870,0,20,29,74,68.0,16,6,S,55,0.0,4,0.125,137,10.0,0,A,16,16062,3.0
100298,0,08,30,70,,26,1,U,69,0.333,6,0.278,137,12.0,1,S,13,8660,5.0
11500,0,24,29,82,,39,0,C,84,0.0,6,0.091,113,20.0,0,A,11,23186,5.0
65697,0,10,16,38,86.0,41,4,U,58,0.1,6,0.238,41,10.0,0,A,8,11472,3.0
85113,0,42,15,35,50.0,30,1,R,93,0.0,6,0.15,41,20.0,0,A,5,18314,5.0
61616,0,14,17,44,48.0,70,0,S,49,0.0,4,0.05,65,15.0,0,A,4,12663,10.0
140447,0,45,17,41,40.0,32,0,R,45,0.3,5,0.333,65,20.0,1,S,12,8327,5.0
176701,0,31,11,27,57.0,14,0,C,84,0.286,6,0.143,29,25.0,0,A,2,14280,10.0
122648,0,40,14,34,58.0,58,3,T,77,0.0,6,0.0,41,30.0,0,A,2,14513,25.0
20061,0,39,22,55,41.0,43,0,T,73,0.091,6,0.136,65,50.0,0,L,8,11685,10.0
100904,0,26,13,32,76.0,37,3,C,53,0.1,4,0.2,41,15.0,0,A,5,18803,10.0
105579,0,42,5,14,33.0,33,0,R,85,0.333,3,0.143,17,15.0,0,F,1,12559,15.0
124595,0,34,32,74,51.0,26,4,T,74,0.111,6,0.1,137,14.0,1,S,16,19046,2.0
39201,0,17,7,16,37.0,27,0,S,65,0.333,5,0.143,17,25.0,0,F,1,18021,25.0
57909,1,42,10,25,,39,0,R,76,0.333,6,0.286,29,10.0,0,A,4,14061,5.0
171159,0,40,10,24,77.0,28,0,T,85,0.667,6,0.417,29,10.0,0,N,5,16050,3.0
9439,1,23,26,93,79.0,27,0,C,77,0.0,5,0.0,113,0.0,0,A,9,21937,0.0
130671,0,34,25,62,87.0,28,0,T,61,0.0,4,0.125,137,16.0,11,A,16,17295,5.0
176491,1,46,15,38,,31,0,R,75,0.222,6,0.15,41,18.0,0,A,4,12798,10.0
76936,0,40,28,67,56.0,41,22,T,79,0.0,2,0.063,137,15.0,0,E,13,13508,5.0
73685,1,16,32,73,80.0,31,0,S,72,0.111,6,0.222,137,12.0,1,S,19,12503,5.0
137784,0,41,14,34,64.0,26,1,T,50,0.125,5,0.111,41,15.0,0,A,4,5716,5.0
16643,1,24,11,23,83.0,35,3,C,61,0.143,6,0.214,29,15.0,0,N,3,18352,10.0
162593,1,13,23,55,47.0,34,0,S,95,0.0,6,0.105,113,15.0,0,A,7,68593,5.0
156055,0,36,10,24,35.0,36,1,T,82,0.667,6,0.417,29,5.0,0,A,7,18318,3.0
105546,0,34,22,52,63.0,43,1,T,51,0.0,5,0.105,89,18.0,11,A,8,16458,3.0
141505,0,11,12,33,,50,0,S,51,0.286,6,0.188,41,15.0,0,A,4,19026,3.0
181460,0,37,22,58,78.0,16,0,T,84,0.0,6,0.25,89,10.0,1,S,12,13761,3.0
167265,0,03,23,57,36.0,17,2,U,64,0.143,6,0.067,101,30.0,0,A,5,29993,5.0
6789,1,53,30,101,80.0,9,4,R,90,0.091,6,0.056,113,25.0,7,A,20,13550,5.0
57996,0,36,30,78,83.0,37,0,T,76,0.2,5,0.238,113,10.0,4,A,33,9105,1.0
159879,0,24,22,54,71.0,26,0,C,89,0.5,6,0.333,89,6.0,1,S,15,21721,5.0
54890,0,35,15,36,48.0,46,32,T,94,0.0,6,0.053,41,20.0,0,A,4,15950,5.0
144638,0,08,26,65,,62,0,U,23,0.0,5,0.105,113,18.0,0,A,10,11542,5.0
93820,0,07,26,69,52.0,0,11,U,64,0.0,4,0.056,137,20.0,0,A,14,17893,5.0
173688,0,42,26,55,64.0,46,0,R,70,0.333,6,0.211,137,10.0,0,A,12,31717,3.0
109246,0,27,15,43,39.0,37,3,C,80,0.0,4,0.059,65,15.0,0,A,4,11461,5.0
36298,0,29,12,33,68.0,4,13,C,68,0.167,5,0.188,41,20.0,0,A,4,18509,5.0
116587,0,53,15,35,65.0,25,1,R,73,0.3,6,0.278,41,20.0,1,S,8,9279,5.0
971,1,39,27,68,57.0,26,6,T,67,0.6,11,0.5,29,8.0,1,S,20,9991,5.0
171615,0,20,20,51,,33,0,S,58,0.0,6,0.158,77,15.0,0,A,9,14651,5.0
20573,0,24,14,36,61.0,33,2,C,77,0.0,4,0.056,53,25.0,0,A,3,28392,15.0
50526,0,27,19,48,,37,10,C,89,0.364,6,0.273,65,10.0,0,A,12,17075,2.0
162511,0,17,27,68,55.0,28,4,S,26,0.0,4,0.111,137,10.0,11,A,16,16000,3.0
189456,0,34,9,22,,39,0,T,28,0.333,4,0.167,29,20.0,0,A,2,6202,20.0
87074,1,53,33,82,19.0,32,0,R,71,0.182,6,0.19,137,17.0,1,S,25,9900,5.0
26675,0,41,6,14,45.0,27,5,T,58,0.333,3,0.143,17,20.0,0,N,1,10604,20.0
184352,0,27,10,24,40.0,65,0,C,84,0.167,6,0.231,29,25.0,0,N,3,13958,10.0
93313,0,08,26,63,70.0,40,5,U,30,0.091,6,0.25,89,5.0,0,A,18,10825,5.0
147316,0,18,24,60,44.0,48,0,S,87,0.2,6,0.095,101,15.0,0,A,8,14049,3.0
161351,0,10,17,46,41.0,40,10,U,44,0.571,6,0.25,65,12.0,0,A,8,5888,5.0
100555,0,12,21,55,17.0,48,0,S,95,0.5,6,0.333,65,19.0,1,S,13,20309,5.0
25604,0,11,17,42,,55,0,S,75,0.0,6,0.136,41,32.0,0,A,6,23471,25.0
108684,0,30,6,13,51.0,0,2,C,65,0.0,5,0.2,17,20.0,0,F,1,8289,20.0
67338,0,17,10,27,78.0,25,0,S,70,0.0,4,0.111,41,20.0,0,A,3,16471,5.0
12715,1,24,5,43,85.0,0,2,C,77,0.0,4,0.167,17,15.0,0,F,3,16211,15.0
186965,1,53,32,76,66.0,20,12,R,77,0.111,6,0.105,137,10.0,0,A,15,9865,5.0
161980,1,15,13,30,,37,0,S,7,0.5,6,0.4,41,4.0,0,A,9,13818,3.0
131443,0,31,16,43,45.0,0,0,C,94,0.222,6,0.222,65,10.0,0,A,10,18420,5.0
152198,0,26,14,33,66.0,12,1,C,91,0.1,5,0.143,41,20.0,0,A,4,18269,5.0
18137,0,41,27,69,,21,0,T,69,0.091,6,0.091,101,20.0,0,A,10,10862,10.0
78902,0,16,15,42,37.0,22,2,S,87,0.125,5,0.278,53,16.0,0,A,7,16144,5.0
38581,0,19,8,17,21.0,42,0,S,67,0.5,6,0.286,17,20.0,0,N,2,11261,20.0
65358,0,18,12,29,51.0,19,3,S,97,0.0,6,0.235,29,15.0,0,A,4,17836,10.0
82809,0,20,20,51,26.0,13,17,S,86,0.3,6,0.158,77,17.0,7,A,7,21256,5.0
158960,0,19,15,35,69.0,62,0,S,54,0.1,6,0.095,41,20.0,0,A,3,11214,15.0
42884,0,33,26,61,68.0,0,16,C,95,0.364,6,0.278,89,10.0,1,S,17,14789,5.0
174356,0,25,19,56,55.0,56,0,C,63,0.429,5,0.25,89,16.0,1,S,8,16858,5.0
5918,0,44,48,194,56.0,39,0,R,88,0.636,13,0.545,137,25.0,1,S,67,13158,5.0
178519,0,12,20,51,,32,0,S,93,0.182,6,0.091,65,25.0,0,A,8,17345,3.0
183893,0,45,27,65,62.0,30,9,R,53,0.333,4,0.167,137,10.0,4,A,16,8440,3.0
179359,1,35,25,63,17.0,64,1,T,90,0.0,4,0.059,137,10.0,0,A,16,21434,3.0
63507,0,31,13,31,,0,0,C,17,0.333,6,0.15,41,10.0,0,A,3,10221,10.0
158213,1,02,17,43,,54,0,U,86,0.286,6,0.294,65,3.0,0,A,9,23408,2.0
50331,0, .,10,25,32.0,0,4,?,69,0.5,6,0.333,29,12.0,0,A,5,14233,5.0
4847,1,48,30,83,,30,17,R,88,0.143,6,0.063,137,20.0,0,A,15,13242,3.0
88785,0,14,22,56,50.0,16,2,S,97,0.125,5,0.053,89,18.0,19,A,7,25034,5.0
72927,0,49,22,56,,33,0,R,84,0.222,6,0.105,89,20.0,0,A,9,10736,5.0
163903,0,03,33,81,,15,0,U,55,0.364,6,0.2,137,13.0,1,S,21,16139,3.0
24321,0,47,20,55,74.0,14,0,R,81,0.125,6,0.059,89,6.0,1,S,9,7721,5.0
67982,0,05,4,12,43.0,29,0,U,71,0.0,4,0.0,17,20.0,0,F,1,14860,20.0
121289,0,02,7,15,,15,0,U,95,0.333,5,0.167,17,30.0,0,F,1,33722,30.0
10287,1,14,35,101,83.0,39,5,S,92,0.3,6,0.15,137,10.0,4,A,27,21114,3.0
62960,0,12,17,42,29.0,17,0,S,67,0.375,6,0.278,65,10.0,0,A,8,13560,3.0
180074,0,18,15,35,50.0,49,0,S,84,0.143,6,0.188,53,15.0,0,A,4,16046,10.0
532,0,42,16,36,,50,0,R,92,0.125,5,0.059,29,20.0,0,N,7,19249,10.0
9634,0,19,16,60,48.0,31,1,S,84,0.0,5,0.0,53,18.0,0,A,4,15839,18.0
153624,1,15,28,75,65.0,50,10,S,40,0.167,4,0.063,137,10.0,16,A,28,20447,2.0
41981,0,23,33,79,36.0,25,5,C,43,0.273,6,0.182,137,10.0,0,A,17,21804,3.0
89734,0,03,17,41,38.0,9,2,U,59,0.1,6,0.095,53,20.0,3,A,5,18304,3.0
60476,0,21,24,62,48.0,6,22,S,68,0.143,5,0.118,113,15.0,1,S,14,9558,2.0
157510,0,12,28,71,67.0,21,0,S,89,0.143,4,0.118,137,15.0,3,A,20,17891,1.0
172464,1,40,15,33,,17,0,T,66,0.5,6,0.316,41,5.0,0,A,8,19180,3.0
47853,0,25,8,17,,37,0,C,64,0.4,4,0.222,29,20.0,0,A,2,16980,10.0
187518,1,12,6,15,,44,0,S,67,0.75,2,0.571,29,15.0,1,E,6,17306,10.0
94594,0,08,23,60,72.0,36,4,U,47,0.2,6,0.158,77,20.0,0,A,12,8638,4.0
158064,0,01,6,15,,36,0,U,1,0.333,4,0.143,17,20.0,0,F,1,13808,20.0
143565,1,05,18,47,67.0,16,0,U,86,0.0,5,0.111,77,17.0,0,A,5,12732,5.0
188547,1,10,37,102,,0,0,U,0,0.4,13,0.333,65,50.0,0,A,23,0,3.0
25214,1,35,20,46,46.0,33,0,T,89,0.0,6,0.091,65,15.0,0,A,6,21265,10.0
155603,0,25,20,53,31.0,30,2,C,27,0.0,5,0.1,77,15.0,0,A,8,12562,5.0
189453,0,35,30,64,54.0,40,1,T,75,0.111,6,0.053,137,21.0,0,A,8,41113,5.0
182208,0,25,12,29,64.0,41,2,C,9,0.125,6,0.111,29,30.0,0,A,2,10359,25.0
5510,1, .,45,125,85.0,0,0,?,39,0.556,10,0.4,137,15.0,0,A,37,13764,3.0
38471,1, .,25,62,47.0,0,1,?,81,0.143,5,0.111,137,12.0,1,S,9,22327,5.0
86411,0,36,10,33,84.0,28,1,T,61,0.0,2,0.091,113,16.0,0,A,9,12074,5.0
44105,0,25,11,24,33.0,18,0,C,28,0.143,6,0.143,29,25.0,0,A,2,12964,10.0
55224,0,25,6,16,83.0,29,3,C,32,0.25,3,0.1,29,15.0,0,N,1,13883,15.0
138966,0, .,5,13,65.0,0,0,?,63,0.333,3,0.143,17,15.0,0,F,1,13963,15.0
129572,0,17,5,12,,34,0,S,37,0.0,4,0.2,29,15.0,0,F,1,10186,15.0
8085,0,28,24,70,72.0,13,0,C,91,0.25,5,0.167,89,5.0,1,S,23,14839,3.0
64991,1,36,25,58,76.0,20,3,T,68,0.4,5,0.333,101,6.0,1,S,16,12736,2.0
120456,0,37,26,67,75.0,22,11,T,81,0.0,5,0.053,113,10.0,0,A,19,12483,3.0
2340,0,26,21,49,84.0,34,0,C,8,0.2,11,0.105,41,16.0,0,A,5,18798,10.0
7134,0,30,29,77,72.0,5,22,C,76,0.0,6,0.095,113,10.0,5,A,18,10583,1.0
163783,0,05,6,14,39.0,35,2,U,75,0.5,5,0.2,17,20.0,0,F,1,18370,20.0
60605,0,14,16,38,,49,0,S,97,0.182,6,0.136,41,20.0,0,A,5,23830,10.0
6443,1,37,18,85,72.0,16,1,T,68,0.111,6,0.053,65,25.0,0,A,13,11132,5.0
61372,0,27,14,34,55.0,29,0,C,88,0.333,5,0.25,41,15.0,0,A,8,11296,5.0
29836,0,27,16,43,,24,0,C,62,0.222,5,0.25,65,5.0,1,S,11,9368,3.0
115431,1,36,27,72,69.0,31,1,T,69,0.286,5,0.278,137,6.0,1,S,20,7982,2.0
96528,0,41,18,44,,15,5,T,51,0.5,5,0.444,77,4.0,1,S,18,12478,2.0
52990,1,40,24,69,59.0,33,1,T,86,0.4,4,0.154,137,10.0,0,A,18,14428,3.0
136151,0,41,32,76,73.0,27,9,T,53,0.2,6,0.143,137,10.0,1,S,21,17310,5.0
56398,0,43,14,31,,28,0,R,75,0.444,6,0.412,41,15.0,1,S,8,9718,3.0
110858,0,43,14,33,,32,0,R,79,0.111,6,0.1,41,25.0,0,A,3,9797,10.0
133295,0,49,14,36,41.0,17,0,R,65,0.0,5,0.154,65,22.0,0,A,3,8773,20.0
162964,0,01,6,14,,29,0,U,0,0.5,5,0.2,17,23.0,0,F,1,12441,23.0
119744,0,24,22,56,57.0,55,0,C,84,0.4,5,0.238,77,9.0,1,S,18,12884,5.0
164961,0,12,11,25,77.0,45,0,S,91,0.429,6,0.286,29,12.0,0,A,4,21680,10.0
71342,0,40,5,13,81.0,19,18,T,79,0.5,4,0.2,17,15.0,0,F,1,13973,15.0
164400,0,24,6,14,65.0,11,4,C,77,0.0,5,0.2,17,23.0,0,F,1,16679,23.0
158634,0,18,8,23,,44,0,S,12,0.4,5,0.231,29,5.0,0,A,4,14136,3.0
75288,0,11,19,45,73.0,39,17,S,52,0.455,6,0.3,53,25.0,1,S,14,20929,5.0
18207,0,36,9,22,,42,0,T,70,0.167,4,0.154,29,15.0,0,A,2,11711,10.0
165838,0,27,6,14,71.0,36,0,C,54,0.0,5,0.2,17,21.0,0,F,1,14092,21.0
111457,0,24,15,35,35.0,47,0,C,93,0.5,6,0.286,41,9.0,1,S,8,20400,3.0
72875,0,40,28,64,56.0,60,2,T,91,0.273,4,0.2,89,20.0,0,A,10,15232,10.0
95582,1,26,9,22,,14,0,C,39,0.333,4,0.154,29,15.0,0,A,2,19317,15.0
72327,0,36,19,54,37.0,34,0,T,64,0.0,6,0.05,65,14.0,0,A,8,15611,5.0
182763,0,49,11,23,71.0,46,0,R,85,0.429,6,0.231,29,20.0,0,A,3,10863,15.0
182356,1,30,12,28,59.0,51,22,C,65,0.5,6,0.333,29,20.0,0,A,7,11395,6.0
151150,0,06,21,49,55.0,28,0,U,64,0.2,6,0.19,65,11.0,1,S,12,16722,5.0
12887,0,27,23,67,66.0,63,3,C,77,0.545,6,0.5,77,11.0,1,S,28,14617,4.0
31400,1,38,9,26,,0,0,T,77,0.6,5,0.364,29,6.0,0,A,4,11773,5.0
3685,1,21,31,86,55.0,25,2,S,29,0.111,8,0.1,113,15.0,1,S,19,12751,5.0
65414,0,02,5,14,,12,0,U,91,0.0,5,0.25,17,25.0,0,N,2,20073,25.0
128234,0,12,15,42,42.0,61,1,S,81,0.5,6,0.222,53,6.0,0,A,6,14060,3.0
286,0,49,18,45,43.0,62,1,R,65,0.0,5,0.063,89,25.0,0,A,7,9742,10.0
128108,0,30,26,65,64.0,14,19,C,72,0.1,6,0.238,101,5.0,1,S,20,6580,3.0
