CONTROL_NUMBER,DONATED,CLUSTER_CODE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,PUBLISHED_PHONE,INCOME_GROUP,IN_HOUSE,DONOR_GENDER,LIFETIME_CARD_PROM,SES,DONOR_AGE,LIFETIME_MAX_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,PCT_ATTRIBUTE3,FILE_CARD_GIFT,RECENCY_STATUS_96NK,MONTHS_SINCE_FIRST_GIFT,PCT_ATTRIBUTE4
82518,1,12,19,906,1,5.0,0,M,21,1,87.0,40.0,16,25.0,15,4,A,61,33
101924,0,18,0,809,1,,0,F,16,2,7.0,26.0,24,21.0,38,4,A,49,23
115626,1,44,0,694,1,2.0,0,M,21,2,58.0,35.0,18,25.0,28,4,S,75,28
121869,0,21,4,360,1,2.0,0,U,20,3,47.0,11.0,20,9.0,27,6,A,79,54
79774,0,37,0,503,1,3.0,0,M,11,2,53.0,20.0,17,17.0,28,4,A,32,44
51202,0,42,23,737,0,5.0,0,F,11,1,51.0,15.0,24,10.0,31,2,A,40,23
186307,1,27,4,1229,0,5.0,1,M,23,2,72.0,25.0,4,22.0,40,5,S,57,50
157715,0,09,0,2169,0,,0,M,17,3,,10.0,21,5.0,31,6,S,41,20
152637,0,33,11,917,1,2.0,0,F,5,3,71.0,15.0,18,0.0,0,1,F,18,41
56441,0,36,3,555,1,4.0,0,U,17,2,,30.0,15,20.0,11,2,A,56,28
33567,0,47,0,423,0,,0,F,5,2,,15.0,17,0.0,17,1,F,17,48
138262,1,25,0,569,1,2.0,0,F,10,2,35.0,6.0,15,1.0,56,4,A,29,15
128713,0,24,0,1031,0,2.0,0,F,27,1,76.0,16.0,22,6.0,19,6,S,103,63
123388,0,40,1,388,1,4.0,0,M,6,2,33.0,23.0,16,0.0,56,0,F,16,24
61372,0,27,0,402,0,4.0,0,F,14,2,55.0,15.0,15,10.0,29,4,A,40,32
184537,0,22,0,1144,0,4.0,0,F,8,1,35.0,20.0,24,15.0,16,2,A,35,68
8129,0,04,3,0,1,1.0,1,F,27,2,81.0,25.0,18,21.41,11,2,A,104,49
154938,0,40,0,1244,0,4.0,0,F,17,2,50.0,20.0,25,15.0,30,3,S,44,52
143406,0,06,1,1452,0,4.0,0,F,10,2,39.0,20.0,18,15.0,42,2,A,29,45
69235,0,32,0,294,0,,0,U,24,3,57.0,20.0,15,15.0,31,4,A,74,39
26612,0,38,2,730,1,3.0,0,F,5,2,85.0,15.0,17,0.0,13,1,F,17,42
177281,0,43,0,590,0,,0,F,23,2,,13.0,18,11.0,46,6,S,84,30
97263,0,36,0,510,1,2.0,0,U,26,2,87.0,10.0,18,7.0,24,16,S,125,55
148465,0,15,0,3231,0,7.0,0,F,7,1,,25.0,24,0.0,25,1,N,24,41
78875,1,13,4,1043,0,6.0,0,F,18,1,57.0,20.0,21,15.0,15,4,A,51,45
28382,0,23,2,2152,0,6.0,0,M,25,1,48.0,7.0,16,4.0,20,17,S,91,52
65740,1,16,0,777,0,2.0,0,F,20,2,28.0,12.0,19,7.0,24,7,S,56,31
47821,0,49,0,764,1,3.0,0,M,27,2,,23.0,18,18.0,45,5,A,112,25
183275,1,27,4,754,1,4.0,0,F,14,2,69.0,15.0,17,10.0,36,2,A,44,36
183007,0,21,15,574,0,1.0,0,F,32,3,80.0,10.0,15,8.75,32,14,A,129,17
143918,0,03,0,5405,1,5.0,0,M,6,1,,25.0,16,0.0,8,1,F,16,64
13603,0,10,0,1448,1,3.0,1,M,19,4,57.0,20.0,19,17.0,31,3,A,66,0
54025,0,43,0,514,1,5.0,0,M,16,2,60.0,20.0,24,15.0,13,2,A,76,49
104605,0,16,0,441,0,,0,F,18,2,,15.0,20,5.0,40,1,S,51,30
136917,0,18,0,840,0,4.0,0,M,11,2,43.0,15.0,15,10.0,32,1,A,32,11
123157,0,12,6,966,1,4.0,0,F,31,1,52.0,15.0,26,10.0,50,9,A,126,31
27944,1,27,0,687,0,,0,F,24,2,47.0,25.0,18,20.0,75,4,A,105,4
99736,1,36,0,496,1,4.0,0,F,23,2,46.0,17.0,26,14.0,22,11,A,94,21
140304,0,43,3,613,1,1.0,0,M,14,2,40.0,15.0,18,5.0,22,2,A,43,24
18537,0,36,4,675,1,1.0,0,M,28,2,67.0,20.0,20,5.0,28,7,A,105,35
113594,0,34,2,897,1,6.0,0,M,7,1,87.0,25.0,24,0.0,33,1,N,24,44
104505,1,49,3,671,1,5.0,0,F,11,2,59.0,15.0,23,10.0,56,2,A,33,26
76051,1,21,0,397,0,,0,M,17,3,55.0,20.0,19,10.0,23,2,A,52,25
66061,0,39,0,697,0,7.0,0,M,10,2,49.0,20.0,16,10.0,27,2,A,29,32
41783,0,23,0,1301,0,3.0,0,F,12,1,35.0,10.0,17,5.0,17,5,A,33,51
74443,0,36,0,337,1,5.0,0,F,13,2,37.0,20.0,15,10.0,21,1,A,35,29
156780,0,07,0,2409,0,,0,M,14,2,77.0,45.0,20,10.0,38,1,A,42,23
186807,1,13,0,5544,0,,1,F,7,1,50.0,25.0,7,2.0,33,0,F,16,30
117411,1,12,0,904,0,,0,F,20,1,77.0,20.0,15,15.0,25,9,A,130,31
102871,0,43,0,425,1,5.0,0,F,31,2,81.0,32.0,18,30.0,29,6,A,123,28
152160,0,18,0,1725,0,,0,M,25,2,,21.0,15,6.0,31,7,S,93,30
24654,0,35,12,802,1,1.0,0,F,12,1,74.0,15.0,18,5.0,44,2,A,44,20
125803,0,16,1,479,1,7.0,0,M,11,2,60.0,11.0,20,6.0,48,1,S,33,17
150218,0,20,0,2063,0,1.0,0,M,17,2,21.0,9.0,15,6.0,18,11,S,45,43
25162,0,47,0,432,1,,0,M,24,2,79.0,10.0,18,5.0,43,9,A,126,25
63813,0,44,1,708,1,5.0,0,F,10,2,,7.0,18,2.0,25,1,A,32,34
50757,0,23,1,1493,1,7.0,0,M,33,1,64.0,50.0,18,45.0,23,6,A,126,61
160488,1,28,0,647,0,,0,M,15,2,,11.0,15,6.0,22,5,S,41,51
27212,0,49,0,0,0,,0,F,13,2,,25.0,17,19.0,25,3,A,45,17
59182,0,27,0,483,0,,0,F,15,2,,20.0,18,15.0,22,1,A,45,46
137436,0,29,0,1404,1,,0,M,13,2,76.0,50.0,18,25.0,0,2,A,41,94
146289,0,06,0,1906,0,7.0,0,M,6,2,45.0,25.0,23,0.0,28,1,N,23,30
174281,0, .,0,0,0,,0,M,17,?,,20.0,16,17.0,0,5,S,81,0
132735,0,39,1,463,1,6.0,0,M,32,2,60.0,15.0,16,10.0,36,15,S,128,15
159310,0,35,2,5878,1,7.0,0,F,19,1,57.0,25.0,17,20.0,21,3,A,64,67
43604,0,28,1,834,0,2.0,0,F,13,2,31.0,10.0,18,5.0,17,2,A,45,62
89107,0,23,3,1682,1,7.0,0,M,15,1,51.0,20.0,16,15.0,5,2,A,41,60
99685,0,18,6,734,1,6.0,0,M,27,2,42.0,7.0,21,4.0,27,11,S,113,22
20338,1,23,13,1991,1,7.0,0,M,27,1,74.0,16.0,16,13.0,11,5,A,113,71
113292,0,11,7,2102,1,7.0,0,M,10,1,72.0,15.0,21,5.0,27,2,A,44,39
111906,0,51,0,280,0,,0,F,26,3,,40.0,27,37.0,29,4,A,124,34
28854,0,51,0,436,1,,0,F,6,3,,25.0,20,0.0,29,0,F,20,25
84579,0,22,2,1215,1,2.0,0,F,6,1,37.0,25.0,17,0.0,18,1,F,17,63
158977,1,20,0,1951,0,5.0,0,M,29,2,75.0,6.0,17,5.0,45,15,S,113,46
55156,0,38,0,550,1,6.0,0,M,14,2,43.0,13.0,15,3.0,0,7,S,36,25
9910,0,04,0,647,1,,0,F,14,2,,18.0,5,18.0,36,2,A,53,22
65504,0,14,0,942,0,7.0,0,F,16,1,40.0,20.0,25,15.0,21,2,A,56,44
184012,0,26,0,638,1,1.0,0,F,22,2,82.0,25.0,18,24.0,51,6,A,105,37
184644,1,41,0,1594,0,1.0,0,M,7,3,71.0,25.0,20,0.0,0,1,F,20,0
161479,1,18,0,758,1,,0,F,17,2,76.0,10.0,17,5.0,46,8,S,81,29
25641,1,18,10,685,1,1.0,0,M,19,2,73.0,12.0,21,7.0,53,8,S,57,8
166812,0,18,0,1654,0,4.0,0,F,22,2,52.0,20.0,18,15.0,67,6,A,68,13
82085,0,44,0,790,0,5.0,0,M,20,2,,50.0,15,45.0,50,3,A,71,13
71342,0,40,18,638,1,6.0,0,F,5,2,81.0,15.0,16,0.0,19,1,F,16,53
12819,1,13,0,1284,1,,1,F,25,1,86.0,21.0,10,18.0,18,7,A,105,42
75447,0,45,0,270,0,3.0,0,F,28,2,43.0,19.0,22,16.0,27,7,A,104,38
126367,0,41,0,359,1,2.0,0,F,29,3,,20.0,20,15.0,22,5,A,123,54
9946,1,05,2,1107,1,4.0,0,F,16,2,71.0,12.0,14,12.0,21,4,A,110,62
27419,1,51,0,442,0,5.0,0,M,9,3,,20.0,23,10.0,36,2,A,29,31
72726,0,51,0,555,1,1.0,0,M,29,3,76.0,20.0,23,17.0,18,10,A,119,0
8708,1, .,0,684,0,,1,U,31,?,81.0,20.0,15,10.0,0,11,A,134,0
58777,0,49,0,435,0,3.0,0,F,33,2,69.0,15.0,20,11.0,38,12,S,128,24
18750,1,36,0,482,0,,0,F,18,2,45.0,20.0,25,15.0,49,3,A,53,24
120574,1,27,4,391,0,4.0,0,M,9,2,26.0,17.0,18,2.0,10,1,A,32,51
18708,0,24,9,924,1,6.0,0,F,10,1,59.0,20.0,16,15.0,0,1,A,28,70
189315,0, .,0,5000,1,,0,U,23,?,,20.0,4,18.0,0,2,A,124,0
37998,0,11,9,1417,1,7.0,0,M,6,1,66.0,20.0,16,0.0,15,1,F,16,31
177719,0,43,0,433,0,,0,F,16,2,61.0,16.0,18,6.0,40,2,A,69,40
11870,0, .,0,1285,0,2.0,0,M,12,?,29.0,150.0,26,145.0,0,1,A,41,0
76249,0,49,4,475,1,4.0,0,M,31,2,45.0,20.0,16,16.0,9,12,A,130,25
689,0,50,0,317,0,7.0,0,F,35,3,45.0,10.0,5,8.0,21,17,A,69,37
185308,0,42,0,1273,0,6.0,1,M,23,1,65.0,15.0,13,10.0,36,4,A,113,19
162161,0,02,12,3045,0,7.0,0,F,20,1,71.0,10.0,18,7.0,23,6,S,126,52
191056,1,01,16,5667,1,4.0,1,M,16,1,17.0,44.0,26,24.0,16,2,A,44,56
57976,0,30,0,407,0,2.0,0,F,23,3,76.0,21.0,16,16.0,17,5,A,76,53
147119,0,24,31,3124,0,5.0,0,F,14,1,73.0,10.0,18,5.0,15,4,A,36,16
114411,0,36,0,328,0,,0,F,11,2,,25.0,17,5.0,15,2,A,27,38
138102,0,27,10,1016,1,2.0,0,M,26,2,77.0,7.0,17,5.0,56,13,S,113,16
152995,0,27,0,1775,1,3.0,0,M,32,2,69.0,6.0,17,4.0,49,11,S,122,22
9851,0,25,36,703,0,2.0,1,M,10,2,69.0,22.0,4,22.0,27,2,N,26,26
97904,0,51,2,467,1,1.0,0,F,17,3,77.0,11.0,15,6.0,45,0,A,51,40
23536,0,28,4,596,1,2.0,0,U,28,2,,20.0,19,15.0,16,4,A,126,60
153982,0,21,2,1380,0,4.0,0,M,11,3,,30.0,17,5.0,58,1,A,30,7
114926,0,53,0,311,0,,0,F,31,3,77.0,12.0,21,7.0,26,8,S,129,40
116383,0,38,4,664,0,5.0,0,F,9,2,65.0,20.0,18,10.0,22,2,A,29,52
35046,0,35,0,953,0,5.0,0,F,17,1,,7.52,18,4.52,51,4,A,53,14
58187,0,51,0,346,0,,0,F,26,3,,15.0,27,7.0,42,2,A,112,27
59265,0,14,9,1583,1,3.0,0,F,26,1,46.0,20.0,18,15.0,25,7,A,101,30
51859,0,49,0,610,1,2.0,0,F,14,2,35.0,14.0,19,11.0,53,5,A,41,19
98277,0,49,0,396,1,2.0,0,F,16,2,61.0,9.0,15,6.0,36,4,F,32,37
45868,0,33,0,518,0,6.0,0,F,17,3,83.0,15.0,18,5.0,18,2,A,44,65
127527,1,42,7,822,1,4.0,0,M,21,1,37.0,15.0,16,10.0,24,6,A,80,22
155330,0,35,0,1916,1,,0,F,30,1,17.0,12.0,19,10.0,38,17,S,128,34
126993,0,22,0,1054,0,1.0,0,M,16,1,,21.0,21,11.0,37,4,A,45,26
127435,0,25,7,700,1,4.0,0,F,13,2,30.0,20.0,20,10.0,53,2,A,35,38
14625,0,41,0,350,1,1.0,1,F,16,3,,15.0,21,12.0,30,7,S,98,33
163861,0,13,2,4808,1,6.0,0,M,8,1,46.0,10.0,16,5.0,22,1,N,20,35
110326,0,32,0,339,0,,0,F,11,3,,40.0,19,15.0,29,0,A,28,33
68534,1,18,4,651,1,3.0,0,M,20,2,80.0,10.0,15,5.0,31,5,A,81,41
125133,0,13,0,2106,1,6.0,0,F,15,1,35.0,15.0,19,12.0,35,3,A,61,67
58566,1,40,2,633,1,2.0,0,M,10,2,74.0,20.0,15,15.0,31,1,A,32,41
184994,0,40,0,1063,1,2.0,0,M,16,2,,15.0,6,13.0,44,1,A,56,10
147162,0,02,6,2398,1,4.0,0,F,33,1,58.0,20.0,17,15.0,15,13,S,124,52
122348,0,43,2,467,1,4.0,0,M,16,2,,10.0,17,7.0,37,1,S,61,34
76566,0,26,2,419,1,3.0,0,F,11,2,40.0,25.0,18,10.0,31,2,A,29,41
51382,1,39,4,688,1,2.0,0,M,18,2,,20.0,18,15.0,41,1,A,65,23
60694,1,42,0,501,0,,0,F,29,1,,30.0,21,25.0,28,8,A,112,29
78199,1,24,0,0,0,7.0,0,M,25,1,51.0,15.0,21,10.0,39,10,A,105,26
72875,0,40,2,894,1,4.0,0,M,28,2,56.0,20.0,19,10.0,60,7,A,86,14
28445,0,20,0,1365,1,4.0,0,U,27,2,67.0,15.0,18,13.0,17,13,A,113,15
158609,0,11,5,3582,1,5.0,0,M,5,1,42.0,20.0,18,0.0,44,1,F,18,35
12737,1,18,0,709,0,4.0,0,F,8,2,57.0,10.0,15,10.0,53,2,N,21,8
61574,0,39,0,771,0,,0,F,14,2,,15.0,15,10.0,34,5,A,41,22
118880,0,41,0,1050,0,,0,M,32,3,,10.0,20,5.0,59,14,S,121,18
50476,0,36,1,925,1,6.0,0,M,6,2,59.0,16.0,24,0.0,40,1,N,24,26
36294,0,37,0,575,0,5.0,0,F,11,2,,15.0,19,8.0,12,3,A,33,71
124847,1,52,0,376,0,1.0,0,F,26,3,49.0,40.0,15,35.0,37,4,A,92,24
39695,0,17,0,874,0,,0,M,27,2,60.0,25.0,17,22.0,43,6,A,80,18
41815,0,10,7,496,1,2.0,0,M,14,4,74.0,15.0,20,5.0,17,1,A,38,39
76626,0,28,0,1045,1,,0,F,14,2,35.0,15.0,20,10.0,24,2,A,65,49
26251,0,30,17,627,1,5.0,0,M,9,3,64.0,50.0,18,25.0,30,1,N,24,40
129893,1,35,0,1659,0,,0,M,23,1,45.0,7.0,15,4.0,39,13,S,76,20
16473,0,39,0,828,1,5.0,0,M,32,2,61.0,6.0,19,5.0,12,18,S,130,30
119190,0,40,11,732,1,4.0,0,M,12,2,72.0,20.0,19,0.0,30,2,A,62,36
170243,0,46,0,792,0,,0,M,31,2,77.0,44.0,21,39.0,35,9,S,113,35
151175,1,02,0,2707,1,7.0,0,F,31,1,57.0,22.0,15,17.0,12,12,L,129,28
120519,0,42,11,504,1,4.0,0,M,28,1,64.0,25.0,18,15.0,8,4,A,113,77
131362,0,45,0,470,1,1.0,0,F,7,2,69.0,16.0,15,6.0,32,1,E,29,36
168038,1,14,9,5939,0,6.0,0,M,20,1,50.0,40.0,17,35.0,50,7,A,87,11
188950,0,41,0,367,0,2.0,1,F,7,3,71.0,15.0,5,5.0,11,1,F,21,31
176245,0,35,14,963,1,4.0,0,F,23,1,58.0,25.0,23,22.0,40,10,A,69,17
153657,0,15,2,1766,1,2.0,0,F,20,1,55.0,5.0,18,2.0,12,5,A,75,19
17532,0,31,0,0,0,,0,M,6,3,49.0,25.0,23,0.0,27,0,N,23,37
60244,0,16,9,1414,1,4.0,0,M,21,2,68.0,13.0,18,10.0,22,5,S,87,58
113186,1,25,0,1385,0,,0,M,31,2,77.0,15.0,19,12.0,29,17,S,121,4
60423,0,16,11,697,1,3.0,0,U,24,2,,10.0,15,7.0,42,11,A,113,38
68462,0,10,0,307,0,4.0,0,M,29,4,73.0,12.0,17,7.0,15,7,S,121,48
187074,0,12,2,1031,1,7.0,1,M,29,1,58.0,10.0,6,7.0,38,10,A,121,25
78416,0,01,0,1971,0,3.0,0,F,13,1,50.0,20.0,26,10.0,10,1,A,44,35
111719,0,11,0,915,0,,0,M,20,1,50.0,20.0,16,15.0,48,3,A,65,19
13536,0,13,0,3544,1,6.0,1,F,18,1,69.0,20.0,18,15.0,20,6,A,45,37
29450,0,51,0,526,0,3.0,0,F,24,3,,20.0,18,10.0,20,4,A,67,30
118527,0, .,0,481,0,6.0,0,F,28,?,65.0,20.0,25,15.0,0,6,A,126,0
40052,0,09,1,869,1,6.0,0,F,23,3,51.0,27.0,18,22.0,12,6,A,75,57
79626,0,12,8,842,0,4.0,0,M,19,1,56.0,15.0,20,10.0,47,4,A,69,9
98033,1,53,0,152,0,2.0,0,F,15,3,78.0,20.0,17,10.0,27,1,A,56,48
130234,0,21,0,715,0,,0,M,6,3,54.0,25.0,17,0.0,20,1,F,17,35
173076,0,45,0,590,1,1.0,0,M,26,2,67.0,16.0,16,11.0,23,7,A,93,48
154816,0,08,0,730,0,,0,M,12,3,59.0,15.0,18,10.0,26,2,A,41,26
64192,0,38,1,556,1,6.0,0,M,16,2,69.0,10.0,17,5.0,25,3,A,52,37
51108,0,31,0,697,0,6.0,0,F,10,3,45.0,25.0,18,22.0,0,1,A,32,0
101388,1,43,0,526,1,3.0,0,M,15,2,42.0,8.0,21,5.0,34,7,S,41,33
153213,1,02,0,2977,0,6.0,0,F,25,1,,25.0,26,19.0,32,10,A,112,69
124985,0,12,6,905,1,5.0,0,F,18,1,47.0,17.0,18,14.0,63,2,A,69,50
68951,1,14,0,1223,0,,0,M,16,1,26.0,30.0,18,10.0,28,3,A,66,37
79470,0,36,17,547,1,4.0,0,F,11,2,31.0,15.0,26,10.0,33,0,A,40,26
54942,0,35,0,440,1,,0,M,13,1,,25.0,23,0.0,22,3,A,33,29
50137,0,34,0,1692,0,4.0,0,F,33,1,,20.0,19,18.0,30,13,S,127,21
132336,0,27,0,611,0,3.0,0,M,4,2,,25.0,15,0.0,12,0,E,15,12
87210,1,46,0,423,0,4.0,0,F,19,2,,15.0,24,10.0,34,2,A,113,32
136531,0,14,12,1491,1,7.0,0,M,29,1,50.0,25.0,17,19.0,27,9,S,97,22
178600,0,18,0,1318,1,1.0,0,F,16,2,73.0,20.0,18,10.0,47,3,A,44,8
97788,0,41,0,430,0,,0,F,10,3,,10.0,15,7.0,42,2,A,29,18
118171,0,45,0,396,0,,0,F,31,2,26.0,75.0,25,70.0,25,7,A,123,44
32096,1,50,0,351,0,6.0,0,M,9,3,52.0,16.0,24,6.0,30,2,A,29,25
67802,0,10,0,230,0,,0,F,28,4,,10.0,19,7.0,26,6,S,113,47
80745,0,36,1,344,1,1.0,0,M,28,2,80.0,22.0,18,19.0,20,13,A,113,43
43492,1,18,0,665,0,,0,F,23,2,,13.0,18,11.0,10,10,S,109,56
62924,0,18,21,650,1,7.0,0,F,32,2,66.0,10.0,20,9.0,37,13,S,125,21
4321,0,40,1,769,1,3.0,1,F,33,2,,13.0,8,12.0,23,25,A,130,43
171169,0,42,6,1402,1,4.0,0,F,15,1,41.0,15.0,23,0.0,29,3,A,52,34
177802,0,38,0,722,1,1.0,0,F,24,2,87.0,10.0,17,7.0,13,9,A,125,43
36139,0,24,0,977,1,,0,U,10,1,,20.0,19,15.0,48,0,A,31,20
158064,0,01,0,0,0,,0,U,6,1,,20.0,21,0.0,36,1,F,21,17
110755,0,39,5,535,0,2.0,0,F,14,2,39.0,11.0,22,6.0,15,5,S,41,0
141330,0,12,0,1379,0,,0,F,9,1,,12.0,17,2.0,30,2,N,23,39
46788,0,43,0,437,0,,0,M,28,2,60.0,25.0,21,20.0,25,5,A,112,40
24391,1,32,13,355,1,2.0,0,F,18,3,77.0,15.0,18,12.0,6,4,A,89,55
127978,0,48,7,1739,1,1.0,0,F,14,2,37.0,7.0,17,5.0,13,6,A,90,74
189264,0,05,0,1067,1,5.0,1,F,18,2,62.0,20.0,4,15.0,39,1,A,53,36
89686,1,14,0,3226,1,,0,M,15,1,58.0,25.0,25,15.0,26,2,A,41,44
36069,1,26,1,1188,1,3.0,0,M,14,2,79.0,11.0,16,6.0,13,4,A,53,60
99216,0,37,1,384,1,4.0,0,F,26,2,44.0,50.0,18,45.0,0,4,A,85,61
187846,0,13,0,2260,0,,0,F,10,1,,21.0,16,18.0,23,4,E,65,51
78316,0,08,0,508,0,3.0,0,F,25,3,42.0,20.0,17,19.0,33,6,A,111,67
149831,0,03,0,4658,0,6.0,0,U,30,1,65.0,25.0,17,10.0,26,8,A,116,46
186359,0,17,1,654,1,5.0,0,M,21,2,46.0,22.0,9,17.0,33,6,A,69,24
63912,0,40,0,679,1,1.0,0,M,14,2,44.0,15.0,16,12.0,36,7,S,40,35
62585,1,30,10,581,1,5.0,0,F,4,3,47.0,25.0,15,22.0,35,1,E,29,24
184390,0, .,0,531,0,,0,F,29,?,,10.0,19,5.0,0,12,A,125,0
90694,1,02,6,1401,0,1.0,0,F,15,1,82.0,25.0,18,10.0,28,2,A,40,6
164969,1,12,0,1848,0,7.0,0,F,21,1,37.0,8.0,17,5.0,58,9,S,69,11
31064,0,50,7,343,1,7.0,0,F,28,3,58.0,5.0,21,2.0,35,9,A,126,37
73293,0,38,0,873,1,5.0,0,F,30,2,53.0,10.0,20,8.0,28,9,A,122,22
71347,1,44,0,638,0,,0,F,15,2,46.0,7.0,15,4.0,27,6,S,41,18
163354,1,03,0,4313,0,,0,F,22,1,37.0,30.0,19,25.0,7,4,A,113,59
129766,1,18,0,960,0,5.0,0,M,21,2,45.0,19.0,21,9.0,52,4,S,56,8
112461,1,51,0,376,0,2.0,0,M,26,3,73.0,10.0,18,5.0,35,8,S,130,41
96933,0,27,0,719,1,,0,F,10,2,,7.0,15,2.0,0,4,A,32,0
163304,0,01,0,4250,0,2.0,0,F,6,1,69.0,23.0,17,0.0,37,1,F,17,10
87174,0,43,0,215,1,4.0,0,M,20,2,77.0,20.0,18,15.0,21,6,S,129,44
138289,0,25,6,621,1,3.0,0,F,26,2,85.0,10.0,15,8.0,23,7,A,122,28
79906,0,46,3,538,1,2.0,0,M,17,2,63.0,20.0,26,15.0,24,3,A,67,40
149196,1,02,45,3273,1,7.0,0,M,11,1,76.0,20.0,16,5.0,12,3,A,29,55
53208,0,47,0,574,0,5.0,0,M,18,2,57.0,15.0,16,10.0,17,5,A,68,30
142470,0,10,0,970,1,1.0,0,F,14,4,74.0,10.0,17,5.0,0,4,A,57,37
165928,0,28,1,1116,0,2.0,0,F,15,2,77.0,12.0,17,7.0,34,3,A,40,50
2991,0,44,0,684,1,4.0,1,F,33,2,76.0,12.0,6,9.0,55,8,A,104,21
107408,0,45,0,343,0,,0,M,25,2,,10.0,17,8.0,31,13,S,125,43
159014,0,11,1,4233,0,6.0,0,F,32,1,33.0,15.0,21,12.0,24,7,A,130,32
102292,0,30,15,274,0,2.0,0,F,21,3,84.0,15.0,15,12.0,8,7,A,64,84
147047,0,08,0,5463,1,,0,F,25,3,,7.0,20,4.0,32,15,S,85,0
143405,0,10,0,1103,0,,0,F,7,4,,20.0,26,0.0,26,1,N,26,10
170267,0,20,0,1910,1,2.0,0,M,6,2,55.0,23.0,20,0.0,26,1,F,20,46
20357,0,47,0,446,0,4.0,0,M,25,2,66.0,25.0,26,20.0,35,2,A,120,23
95386,0,44,0,629,0,3.0,0,M,20,2,,15.0,17,14.0,33,9,S,56,23
70509,0,35,3,1350,1,7.0,0,M,21,1,38.0,25.0,27,15.0,32,1,A,88,35
25362,0,36,0,610,1,6.0,0,F,12,2,53.0,10.0,19,4.0,5,2,A,33,53
162055,0,06,0,2399,0,,0,F,12,2,,25.0,18,15.0,25,1,A,40,30
8197,0,35,0,988,1,4.0,0,F,19,1,50.0,20.0,4,20.0,68,3,A,88,0
12965,0,08,5,1740,1,1.0,1,F,35,3,72.0,21.0,6,19.0,15,8,A,125,26
108487,0,02,4,1036,1,5.0,0,M,33,1,80.0,14.0,18,9.0,17,12,S,106,49
138899,0,41,0,688,0,1.0,0,F,23,3,80.0,30.0,24,25.0,18,4,A,77,50
33940,0,16,2,651,1,4.0,0,F,27,2,60.0,6.0,15,5.0,35,11,S,111,26
138419,0,24,2,1409,1,5.0,0,M,12,1,69.0,25.0,15,15.0,17,3,A,33,58
105335,0,45,36,246,1,5.0,0,F,25,2,45.0,20.0,18,15.0,28,6,S,98,46
92065,0,24,3,893,1,6.0,0,F,16,1,55.0,20.0,21,15.0,27,4,A,45,30
77011,1,36,5,406,1,2.0,0,F,13,2,74.0,15.0,18,10.0,26,2,S,32,35
53268,0,01,0,914,1,1.0,0,F,27,1,83.0,15.0,24,13.0,0,19,A,123,0
132479,0,49,0,679,0,,0,F,7,2,41.0,11.0,15,6.0,39,1,N,20,21
104195,0,24,0,793,1,5.0,0,F,12,1,51.0,15.0,16,5.0,40,3,A,32,34
168918,0,29,0,1254,0,5.0,0,M,9,2,,20.0,16,0.0,22,2,N,24,45
49943,1,49,0,980,0,5.0,0,M,32,2,57.0,16.0,16,11.0,35,9,N,86,24
15772,1,32,0,439,1,1.0,0,F,30,3,,10.0,16,6.0,33,13,S,130,47
56715,0,31,22,532,1,1.0,0,F,28,3,63.0,25.0,27,20.0,24,5,A,123,45
7105,0,02,4,2842,1,5.0,1,M,39,1,85.0,15.0,21,10.0,42,18,A,125,19
87889,0,05,0,449,1,4.0,0,F,9,2,75.0,20.0,21,10.0,23,2,A,29,48
16875,0,22,3,951,1,7.0,0,M,25,1,75.0,15.0,18,10.0,29,5,A,101,30
178627,0,35,0,1801,0,2.0,0,F,9,1,31.0,15.0,19,5.0,33,0,A,31,14
8008,0, .,0,3341,1,,1,M,29,?,80.0,18.0,16,12.0,0,12,S,113,0
124904,0,43,0,734,0,2.0,0,F,11,2,69.0,16.0,18,6.0,61,2,A,41,26
85654,0,53,0,376,0,3.0,0,F,11,3,43.0,15.0,17,10.0,27,1,A,40,44
121166,0,03,0,1247,0,,0,U,5,1,,20.0,20,0.0,21,0,F,20,52
27921,1,35,0,1067,1,3.0,0,F,14,1,,15.0,18,5.0,50,1,A,40,17
191779,1, .,2,1432,1,5.0,0,M,7,?,70.0,25.0,24,0.0,13,1,N,24,61
55552,1,50,0,363,1,2.0,0,M,29,3,65.0,17.0,15,12.0,32,7,L,126,39
64438,0,45,0,5309,0,5.0,0,M,24,2,79.0,23.0,18,18.0,21,9,A,113,35
115810,0,30,0,482,0,5.0,0,F,13,3,61.0,30.0,15,20.0,26,1,L,44,32
185694,0,48,0,789,0,2.0,1,M,35,2,56.0,20.0,10,15.0,19,7,A,126,55
1048,0,42,4,585,1,5.0,0,M,35,1,50.0,22.0,18,19.0,46,14,A,126,32
90000,0,20,14,791,1,5.0,0,M,23,2,36.0,10.0,18,8.0,39,6,S,78,38
115431,1,36,1,389,1,1.0,0,M,27,2,69.0,7.0,18,5.0,31,11,S,119,32
18326,0,39,0,687,0,2.0,0,F,23,2,39.0,11.0,21,6.0,38,10,A,73,29
154683,0, .,0,883,0,1.0,0,F,30,?,71.0,28.0,19,25.0,0,12,S,123,0
55534,0,27,1,411,1,3.0,0,F,34,2,63.0,20.0,18,10.0,13,8,A,126,50
65461,0,16,0,881,1,,0,U,30,2,58.0,12.0,16,9.5,4,12,A,126,64
