CONTROL_NUMBER,DONATED,CLUSTER_CODE,PER_CAPITA_INCOME,RECENT_CARD_RESPONSE_COUNT,HOME_OWNER,RECENCY_STATUS_96NK,PCT_ATTRIBUTE1,RECENT_RESPONSE_PROP,DONOR_AGE,RECENT_STAR_STATUS,LIFETIME_PROM,PEP_STAR,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,INCOME_GROUP,PCT_ATTRIBUTE4,NUMBER_PROM_12,MOR_HIT_RATE,RECENT_RESPONSE_COUNT
43397,0,40,12196,4,U,A,0,0.357,62.0,0,26,1,21.0,8.0,,18,12,0,5
96907,0,34,19803,1,U,A,0,0.053,62.0,12,60,1,16.0,12.23,4.0,58,14,0,1
71817,0,27,15392,1,U,S,0,0.105,67.0,1,62,1,18.0,5.96,2.0,47,13,0,2
26009,1,18,15973,1,U,A,0,0.105,33.0,0,36,0,16.0,8.0,,18,13,0,2
94141,0,20,16711,1,H,A,0,0.095,37.0,0,55,0,30.0,10.44,5.0,53,13,20,2
133533,0,49,15062,1,H,F,0,0.143,,0,16,0,21.0,25.0,5.0,31,11,0,1
174027,0,05,14965,1,H,A,0,0.063,53.0,0,26,0,27.0,22.5,5.0,58,10,1,1
92403,0,13,18885,0,U,A,0,0.3,82.0,0,43,0,15.0,3.82,4.0,61,6,0,3
24432,0,30,7011,0,U,F,0,0.2,35.0,0,12,0,16.0,15.0,1.0,0,10,2,1
143222,0,10,6229,1,H,A,0,0.111,25.0,0,36,0,15.0,10.75,4.0,26,14,0,2
170446,0,43,8448,2,U,A,0,0.211,79.0,4,61,1,21.0,9.36,1.0,38,12,0,4
92768,0,14,19351,1,H,A,1,0.133,75.0,0,60,0,20.0,12.29,5.0,24,13,1,2
38946,0,09,10638,4,H,A,1,0.182,79.0,3,68,1,18.0,3.42,5.0,47,10,3,4
14790,1,02,31920,2,H,A,0,0.1,76.0,14,67,1,24.0,6.4,5.0,51,14,1,2
51120,0,43,10286,3,U,S,0,0.158,43.0,1,55,1,21.0,8.77,1.0,36,13,0,3
165579,0,04,35125,6,U,S,0,0.421,82.0,1,72,1,20.0,3.25,,56,12,0,8
190515,0,40,15469,2,U,A,0,0.176,64.0,0,54,0,15.0,11.0,5.0,26,12,3,3
38579,0,06,12564,0,U,A,0,0.167,72.0,0,40,0,18.0,11.0,,23,15,0,2
112954,0,46,12306,4,U,S,0,0.333,73.0,1,56,1,17.0,6.05,2.0,25,7,2,4
34188,0,39,28097,1,H,F,5,0.2,48.0,0,13,0,17.0,20.0,5.0,19,10,4,1
103474,0,36,10966,2,U,S,1,0.2,60.0,1,50,1,21.0,6.5,2.0,34,10,1,4
143489,0,04,14309,1,U,F,0,0.167,85.0,0,14,0,21.0,20.0,1.0,38,9,0,1
191516,0,34,18340,2,H,N,0,0.364,67.0,0,21,0,19.0,5.6,5.0,21,11,0,4
45442,0,33,13616,3,U,A,0,0.235,85.0,0,50,1,17.0,18.14,,62,13,0,4
32390,0,36,11209,2,U,A,0,0.2,,0,27,0,22.0,13.33,,55,12,0,3
13939,0,19,13494,1,H,A,4,0.222,55.0,0,75,1,16.0,8.71,6.0,27,31,6,4
5070,1,30,13016,3,H,A,1,0.19,74.0,10,115,1,17.0,7.85,2.0,38,25,3,4
168586,0,02,22022,1,H,A,0,0.1,53.0,0,44,0,25.0,12.83,7.0,25,13,5,2
46419,1,52,10494,5,H,S,0,0.429,57.0,1,81,1,16.0,5.0,3.0,26,12,0,9
63430,0,41,10282,0,U,F,0,0.0,,0,12,0,,15.0,2.0,26,10,0,0
118759,1,31,7708,2,U,S,0,0.308,77.0,1,57,1,16.0,2.88,,5,13,0,4
108133,0,12,15770,1,H,F,0,0.2,,0,14,0,17.0,25.0,5.0,0,11,0,1
25591,1,30,0,4,U,A,0,0.417,,0,25,1,17.0,6.43,,24,13,0,5
48592,0,41,8979,4,U,S,1,0.25,69.0,1,62,1,18.0,7.21,1.0,43,13,0,5
100835,0,13,27091,2,H,A,1,0.273,56.0,0,66,0,15.0,10.67,7.0,41,15,2,6
72425,0,45,12306,1,U,A,0,0.308,50.0,0,26,0,18.0,8.25,6.0,57,15,3,4
163534,0,02,30166,2,U,A,0,0.167,,0,35,0,22.0,13.0,,27,12,0,3
95240,1,36,12452,2,H,S,1,0.273,45.0,1,76,1,18.0,10.72,4.0,32,15,8,6
139981,0,39,10363,1,U,F,1,0.2,,0,14,0,17.0,20.0,,17,11,0,1
32511,0,28,15970,1,H,A,0,0.133,,0,40,0,16.0,15.0,4.0,57,14,0,2
96655,0,40,16889,2,H,A,0,0.176,65.0,4,68,1,24.0,7.13,5.0,29,9,6,3
77723,0,11,36809,0,U,F,0,0.0,,0,12,0,,15.0,,38,10,0,0
155350,0,02,21358,4,H,A,2,0.5,64.0,0,26,1,16.0,5.63,5.0,35,14,5,7
102605,0,43,10613,3,U,S,0,0.158,76.0,1,61,1,16.0,8.7,2.0,32,14,0,3
163608,1,13,39951,3,H,A,0,0.235,,0,31,0,20.0,17.67,7.0,63,14,0,4
153708,1,07,21369,1,U,F,0,0.2,,0,13,0,16.0,15.0,,0,11,0,1
186690,0,21,10403,3,H,A,0,0.375,73.0,0,34,0,18.0,4.5,1.0,20,18,0,6
101090,0,24,16222,2,H,S,0,0.19,47.0,1,50,1,23.0,7.54,4.0,16,12,0,4
189426,1,36,12452,2,U,A,0,0.105,49.0,0,55,0,17.0,8.43,1.0,36,13,0,2
98176,0,45,11750,0,U,A,0,0.1,44.0,0,33,0,17.0,18.33,2.0,34,14,1,2
20997,0,47,12123,7,H,S,1,0.526,,1,35,1,16.0,6.08,4.0,30,14,0,10
111317,0,49,8858,0,H,A,1,0.045,66.0,5,68,1,32.0,13.0,6.0,29,13,0,1
11378,0,18,13845,1,H,A,0,0.125,,7,72,1,17.0,5.76,3.0,15,12,10,1
10189,0,11,22404,0,U,A,7,0.0,79.0,0,65,0,,9.86,3.0,29,30,4,0
131999,0,51,8362,4,U,S,0,0.368,85.0,1,85,1,15.0,4.51,2.0,42,9,0,7
153565,0,15,29216,3,H,S,27,0.158,76.0,1,59,1,17.0,12.3,6.0,30,13,29,3
90167,0,24,20973,2,H,A,0,0.211,41.0,0,32,0,18.0,7.8,5.0,10,12,0,4
16249,0,39,12241,0,H,F,0,0.2,45.0,0,13,0,16.0,15.0,4.0,19,11,3,1
151455,1,10,13279,2,U,A,0,0.105,,0,34,0,23.0,15.33,,0,12,0,2
10304,0,43,11669,1,U,A,1,0.056,,4,105,1,21.0,8.63,1.0,34,27,0,1
153527,0,02,19563,0,H,A,0,0.091,59.0,0,60,0,25.0,9.5,3.0,69,11,17,2
43152,0,29,19138,1,H,F,0,0.143,68.0,0,14,0,21.0,15.0,4.0,68,9,1,1
20721,1,46,14205,4,H,S,0,0.263,39.0,1,50,1,17.0,8.5,4.0,13,13,0,5
173523,0,14,24913,2,H,A,7,0.105,30.0,0,51,0,21.0,17.0,7.0,20,13,0,2
35159,0,14,27864,2,H,A,0,0.211,48.0,0,36,1,18.0,9.38,7.0,32,13,0,4
44989,0,51,10218,1,H,A,0,0.1,44.0,13,64,1,16.0,8.83,2.0,48,12,6,2
90970,0,44,15831,2,U,N,0,0.222,80.0,0,19,0,21.0,8.33,5.0,37,11,5,2
24387,0,22,13829,0,U,A,0,0.071,48.0,0,44,0,18.0,13.33,,76,13,0,1
91438,0,35,16667,2,U,N,0,0.182,,0,23,0,20.0,7.67,,16,12,0,2
176053,1,08,0,1,U,A,0,0.2,55.0,0,37,0,18.0,9.0,3.0,36,13,0,4
43764,0,26,18554,3,H,S,0,0.19,74.0,1,60,1,17.0,14.7,4.0,63,15,2,4
132625,0,45,11562,0,U,A,0,0.056,,0,52,0,25.0,28.25,3.0,39,11,0,1
67724,0,09,6873,2,H,A,0,0.211,67.0,0,42,1,23.0,13.0,1.0,24,7,1,4
149887,1,31,16427,2,U,A,0,0.105,,0,37,0,23.0,10.83,1.0,21,12,7,2
98459,0,45,12912,1,H,A,0,0.053,42.0,0,72,1,16.0,6.8,4.0,51,14,0,1
83488,0,09,18584,1,U,A,4,0.056,86.0,0,56,1,15.0,13.33,2.0,64,10,0,1
33731,0,13,37147,2,U,A,0,0.143,62.0,0,70,0,15.0,32.07,1.0,18,14,0,3
119801,1,40,15800,2,U,A,0,0.15,37.0,0,46,0,20.0,14.67,,19,14,0,3
96589,0,25,10745,0,H,A,0,0.105,76.0,0,63,0,15.0,20.25,2.0,17,13,5,2
128829,0,11,13401,4,H,S,2,0.389,35.0,1,70,1,15.0,4.79,5.0,31,12,2,7
87401,0,42,10902,5,U,A,0,0.286,,0,70,1,15.0,4.94,,14,13,0,6
111606,0,27,12963,4,H,A,0,0.353,55.0,0,30,1,20.0,6.13,4.0,43,12,2,6
86528,1,38,13135,3,U,S,0,0.278,,1,74,1,17.0,3.08,5.0,37,12,2,5
183673,1,43,6780,1,H,S,0,0.19,86.0,1,73,1,21.0,9.0,2.0,46,13,1,4
95151,1,51,9358,1,U,N,0,0.273,51.0,0,20,0,18.0,7.67,3.0,53,12,3,3
157036,0,01,19675,2,H,S,0,0.188,70.0,1,56,1,15.0,11.7,4.0,32,8,1,3
2081,1, .,16559,7,U,A,0,0.579,,4,88,1,12.0,7.84,3.0,0,25,2,11
4588,1,44,12185,2,U,A,0,0.143,81.0,5,129,1,24.0,12.44,1.0,35,39,21,3
104942,0,43,10892,5,U,S,0,0.421,,1,76,1,21.0,5.13,2.0,21,9,0,8
89026,0,16,16594,2,H,A,2,0.143,65.0,0,25,0,21.0,37.5,6.0,66,13,1,2
30444,0,39,15156,3,U,A,1,0.25,57.0,0,28,0,17.0,8.2,,15,13,0,4
186912,0,40,14098,0,H,E,1,0.063,47.0,0,52,0,15.0,12.83,5.0,13,17,0,1
34078,0,27,12688,2,H,A,15,0.2,72.0,0,37,1,18.0,20.83,1.0,17,15,4,4
70814,0,45,9664,0,U,A,0,0.1,72.0,0,35,0,18.0,11.0,4.0,23,13,5,2
121189,0,32,5904,1,U,A,0,0.2,29.0,0,35,1,19.0,9.67,4.0,52,13,0,4
18633,0,34,13297,2,U,A,0,0.1,78.0,0,75,1,16.0,16.27,6.0,38,17,0,2
104805,0,14,37250,3,H,S,0,0.182,42.0,1,76,1,17.0,10.25,7.0,33,13,3,4
47821,0,49,13897,1,U,A,0,0.111,,0,62,1,18.0,14.14,3.0,25,12,0,2
172848,0,49,13244,0,H,A,1,0.095,76.0,0,60,0,18.0,13.43,5.0,50,13,0,2
82618,1,18,15366,1,H,A,0,0.118,37.0,3,71,1,18.0,6.24,5.0,34,10,2,2
30665,0,18,11887,2,H,A,4,0.15,57.0,0,38,1,20.0,7.29,4.0,27,13,1,3
33206,0,30,9937,0,H,A,0,0.154,59.0,0,32,0,23.0,11.25,4.0,29,12,4,2
65632,0,26,14612,1,U,A,0,0.136,37.0,0,68,0,26.0,15.0,2.0,57,10,10,3
134008,0,27,10863,1,H,A,4,0.059,57.0,0,58,0,24.0,11.0,3.0,22,9,8,1
17414,0,17,16594,0,H,F,0,0.167,48.0,0,16,0,20.0,25.0,4.0,9,11,4,1
109583,1,39,11139,3,H,S,0,0.294,52.0,1,72,1,17.0,4.0,2.0,18,14,29,5
38070,0,14,33568,1,H,A,0,0.077,82.0,0,45,1,19.0,5.57,6.0,24,11,9,1
87407,0,42,11996,0,U,F,0,0.167,,0,17,0,20.0,25.0,2.0,45,12,0,1
109771,0,11,12178,0,H,A,0,0.118,81.0,3,69,1,18.0,7.0,1.0,44,11,14,2
47933,0,43,10135,2,U,A,0,0.176,53.0,0,39,1,17.0,15.0,5.0,77,13,0,3
74102,1,43,11305,2,H,A,0,0.111,36.0,0,50,0,24.0,11.8,5.0,43,10,0,2
59657,0,40,9196,1,H,F,0,0.2,60.0,0,13,0,16.0,15.0,6.0,39,11,11,1
12837,1,18,17662,3,U,A,1,0.238,43.0,0,56,1,16.0,18.6,,34,26,0,5
165746,1,27,14106,1,H,A,8,0.154,27.0,12,51,1,18.0,4.75,5.0,7,8,1,2
128120,0,12,11069,3,H,A,0,0.211,73.0,0,30,0,18.0,13.75,6.0,39,12,8,4
159091,1,24,17036,2,H,A,0,0.231,81.0,0,26,0,17.0,8.5,5.0,11,12,0,3
157008,0,03,33887,4,H,S,0,0.2,66.0,1,56,1,16.0,10.1,6.0,21,14,13,4
79764,0,36,11368,0,U,A,0,0.053,61.0,0,59,0,16.0,20.0,5.0,66,12,5,1
167997,0,02,22622,0,H,A,0,0.083,54.0,0,48,1,19.0,12.86,7.0,18,11,1,1
164169,1,14,22186,2,H,A,2,0.1,35.0,0,72,1,16.0,10.0,5.0,12,13,2,2
151819,1,10,7629,3,H,S,9,0.389,51.0,1,28,1,18.0,5.7,1.0,60,8,0,7
35365,0,48,12992,2,H,A,1,0.25,72.0,4,74,1,26.0,10.36,2.0,60,10,0,4
105707,0,36,11756,0,U,A,0,0.053,,0,67,1,19.0,8.53,1.0,34,13,4,1
154839,0,21,9451,0,H,A,0,0.053,61.0,0,54,0,17.0,23.5,4.0,21,13,0,1
182760,0,46,12652,0,H,E,2,0.5,69.0,0,10,0,15.0,23.0,1.0,29,8,0,1
153743,1,15,19380,2,H,E,7,0.25,38.0,1,64,1,19.0,16.35,2.0,0,13,0,5
27366,1,44,15669,4,H,S,0,0.25,80.0,1,75,1,17.0,6.38,3.0,69,16,19,4
16138,0,40,14012,2,H,S,1,0.227,41.0,1,64,1,17.0,12.61,5.0,38,13,3,5
46435,0,37,12896,2,H,A,0,0.308,85.0,0,40,0,17.0,6.33,2.0,71,12,9,4
97715,0,24,20826,2,U,S,0,0.188,,1,78,1,22.0,8.23,,19,15,0,3
176122,0,35,27519,2,H,A,0,0.167,70.0,0,33,0,17.0,11.0,5.0,34,13,1,3
190243,1,18,11659,0,U,E,1,0.25,,0,23,1,18.0,8.5,,26,4,0,2
4590,0,30,11086,4,H,A,0,0.2,84.0,11,118,1,19.0,13.57,5.0,37,33,8,4
34333,0,24,10309,1,U,S,0,0.15,65.0,1,75,1,18.0,8.48,,22,13,0,3
50891,0,12,21244,1,H,F,2,0.2,32.0,0,13,0,16.0,20.0,5.0,33,11,1,1
78058,0,16,15126,8,U,S,0,0.722,,1,65,1,16.0,3.02,,47,11,0,13
4052,0,09,10575,3,H,A,0,0.188,59.0,6,78,1,21.0,4.18,4.0,27,17,5,3
60902,0,30,10556,1,U,F,0,0.2,,0,13,0,17.0,15.0,1.0,37,10,0,1
21305,1,46,11449,2,U,N,0,0.286,41.0,0,19,0,17.0,8.33,5.0,45,13,0,2
18115,0,47,10981,0,H,A,0,0.071,56.0,0,62,1,18.0,18.14,4.0,25,15,0,1
82234,0,40,15295,6,H,S,0,0.318,72.0,1,52,1,20.0,6.62,3.0,14,14,1,7
122722,1,24,22027,4,U,A,0,0.25,,0,59,0,16.0,15.2,,6,14,0,5
71400,1,49,12418,2,H,S,0,0.2,,1,72,1,18.0,8.0,1.0,22,12,0,4
177037,0,44,13064,0,U,S,0,0.1,79.0,1,76,1,19.0,10.0,4.0,57,13,1,2
32475,1,36,10488,2,U,A,3,0.136,,0,40,0,18.0,16.4,3.0,37,13,3,3
60943,0,27,10954,0,U,A,0,0.105,,18,60,1,18.0,4.44,,28,12,0,2
189018,0,13,87490,3,U,S,0,0.375,74.0,1,54,1,18.0,7.79,6.0,53,6,2,6
165287,1,22,23861,0,U,A,0,0.111,43.0,0,47,0,19.0,17.25,,0,13,0,2
144624,0,06,14424,0,H,A,0,0.167,32.0,0,46,1,15.0,18.33,1.0,22,20,8,3
156715,0,06,15473,2,U,N,0,0.25,,0,19,0,16.0,12.5,,41,14,0,2
114941,0,37,15030,0,H,F,0,0.167,81.0,0,15,0,20.0,20.0,4.0,62,10,0,1
52104,1,39,14188,1,U,A,0,0.143,,0,23,0,19.0,20.0,,34,11,0,2
20364,0,36,13039,2,H,N,0,0.2,51.0,0,21,0,17.0,22.5,6.0,34,13,0,2
175333,0,07,14756,2,U,A,0,0.211,78.0,7,73,1,18.0,9.2,,27,13,0,4
28107,0,35,18436,1,U,N,0,0.1,,0,16,0,24.0,15.0,4.0,53,8,0,1
58463,1,51,5972,2,U,A,0,0.136,81.0,0,55,1,19.0,21.0,,46,15,0,3
136118,0, .,16023,2,H,S,0,0.158,55.0,1,61,1,17.0,9.42,6.0,0,13,16,3
160880,0,27,21796,3,H,A,1,0.308,57.0,0,22,1,16.0,6.0,3.0,22,12,0,4
99554,0,40,13660,0,U,S,0,0.25,81.0,1,47,1,15.0,4.91,4.0,18,10,0,3
51828,0,36,10310,3,H,A,0,0.211,,4,31,1,18.0,9.0,6.0,26,11,0,4
132822,0,41,11411,2,U,A,1,0.143,,0,58,0,21.0,13.36,,25,12,0,3
9851,0,25,12043,2,H,N,2,0.273,69.0,0,56,0,18.0,16.4,2.0,26,41,36,3
165177,1,02,18228,1,H,S,0,0.118,,1,57,1,17.0,10.82,7.0,9,13,0,2
50230,0,25,18518,1,H,S,0,0.15,,1,38,1,23.0,10.4,4.0,18,12,0,3
99787,0,40,13679,1,U,S,1,0.227,64.0,1,44,1,17.0,9.45,,12,10,0,5
189315,0, .,64765,0,U,A,0,0.111,,0,56,0,18.0,9.57,,0,14,0,2
120313,0,36,10332,1,H,A,0,0.111,42.0,0,48,0,17.0,8.38,2.0,26,13,0,2
32330,0,28,12007,3,H,S,0,0.35,78.0,1,35,1,16.0,5.5,1.0,54,13,10,7
36294,0,37,11902,3,U,A,0,0.2,,0,29,1,21.0,10.5,5.0,71,13,0,3
33442,0,38,14844,2,U,A,0,0.15,65.0,0,69,0,20.0,7.33,,20,20,0,3
5583,0,10,6848,3,H,S,0,0.176,70.0,1,80,1,21.0,5.59,2.0,34,15,0,3
16038,0,44,12817,0,U,A,0,0.059,,0,28,0,27.0,10.0,,27,9,0,1
156877,0,03,24258,0,U,A,2,0.083,84.0,0,20,0,18.0,12.5,1.0,42,10,13,1
100857,0,28,15690,1,H,N,0,0.143,55.0,0,13,0,23.0,15.0,6.0,55,8,5,1
86311,1,45,11438,4,U,A,2,0.417,,0,24,1,16.0,5.5,4.0,51,12,0,5
12420,0,49,12309,3,U,S,0,0.286,83.0,1,57,1,21.0,8.88,4.0,41,14,14,6
29816,0,30,13628,1,U,A,1,0.231,,0,25,0,19.0,15.0,,20,12,0,3
52224,0,41,8089,2,H,A,0,0.105,45.0,0,44,0,-9.0,17.5,7.0,39,14,0,2
101107,0,24,14869,4,H,A,0,0.25,38.0,0,67,1,17.0,11.92,4.0,17,14,0,5
177556,1,26,11642,1,H,A,0,0.182,76.0,0,40,1,15.0,17.83,5.0,45,12,4,4
122407,0,38,13306,3,H,A,0,0.238,61.0,0,34,0,17.0,7.71,5.0,15,12,0,5
133101,0,35,18589,0,H,A,0,0.067,51.0,0,27,0,18.0,13.0,5.0,54,10,9,1
61372,0,27,11296,3,H,A,0,0.25,55.0,0,34,1,15.0,7.75,4.0,32,12,0,5
132766,1,24,17608,1,H,A,0,0.214,57.0,0,23,0,15.0,14.0,4.0,68,12,8,3
20189,0,47,9456,1,U,S,0,0.091,,1,82,1,23.0,14.75,1.0,23,13,0,2
11980,0,09,13187,3,H,S,0,0.2,77.0,1,102,1,21.0,6.86,4.0,60,32,0,4
82711,0,17,19424,2,H,S,0,0.091,72.0,1,74,1,23.0,17.71,2.0,40,13,16,2
82313,1,36,12795,2,U,A,0,0.158,70.0,0,61,1,20.0,9.73,,59,13,0,3
62295,1,27,12835,3,H,S,0,0.167,41.0,1,39,1,17.0,25.5,4.0,32,13,0,3
74669,1,49,10329,1,U,A,10,0.056,,14,67,1,16.0,12.25,,19,13,0,1
91924,0,20,17932,1,H,A,0,0.1,,0,63,1,21.0,13.0,5.0,34,15,6,2
167764,0,02,34649,5,H,S,0,0.5,78.0,1,75,1,19.0,9.77,7.0,36,14,0,10
5604,0,08,10901,0,H,A,0,0.053,43.0,0,77,0,23.0,10.6,5.0,38,17,0,1
20146,0,36,10747,1,U,A,0,0.143,,0,31,0,22.0,13.33,2.0,34,18,0,2
43105,0,23,100815,1,U,A,0,0.111,76.0,11,73,1,19.0,10.46,,57,14,0,2
188178,1,18,22875,3,U,E,1,0.5,,1,43,1,18.0,7.0,,43,7,0,4
120249,1,42,15428,0,H,A,2,0.05,63.0,0,53,1,24.0,10.78,3.0,43,11,7,1
90894,1,16,14536,5,U,S,0,0.474,,1,58,1,20.0,4.47,,0,13,0,9
146914,1,03,31773,3,H,S,2,0.2,43.0,1,33,1,19.0,6.5,6.0,56,12,0,4
74186,0, .,13116,3,U,S,0,0.2,,1,79,1,21.0,13.0,,0,14,0,4
87655,0,36,10797,0,H,A,3,0.167,77.0,0,51,0,15.0,5.78,3.0,29,13,3,3
155799,0,28,15722,3,H,A,1,0.231,40.0,0,19,1,20.0,9.0,4.0,47,7,1,3
121710,0,17,13870,1,H,A,0,0.05,39.0,0,50,0,27.0,13.83,6.0,15,10,0,1
134852,1,44,9048,1,U,F,0,0.2,48.0,0,13,0,18.0,50.0,3.0,33,11,0,1
8121,0,19,10178,3,H,S,0,0.222,27.0,1,125,1,18.0,5.38,4.0,19,30,5,4
145079,0,03,11691,0,U,A,0,0.059,33.0,0,49,0,23.0,24.75,5.0,45,12,2,1
51640,0,25,12040,7,H,S,0,0.476,38.0,1,67,1,22.0,9.24,4.0,24,13,10,10
18104,1,22,17723,1,U,S,1,0.176,43.0,1,67,1,16.0,10.55,3.0,27,13,0,3
102320,0,10,20107,0,H,A,0,0.056,87.0,0,63,1,27.0,5.39,2.0,58,10,1,1
148336,0,11,25666,2,H,A,0,0.143,33.0,0,22,0,18.0,15.0,7.0,35,10,0,2
35017,1,37,12518,1,U,A,0,0.176,76.0,4,61,1,15.0,12.91,1.0,63,10,1,3
8272,1,49,10379,4,H,A,1,0.211,75.0,4,95,1,24.0,26.83,4.0,22,18,3,4
18700,0,32,9304,1,U,A,0,0.167,68.0,0,71,1,18.0,10.5,,0,13,0,3
60464,0,18,16397,2,U,A,1,0.143,,0,23,0,22.0,20.0,4.0,15,10,0,2
85755,0,51,8868,2,U,A,0,0.2,60.0,0,42,0,19.0,11.43,3.0,38,12,0,4
123913,0,38,21785,2,U,A,2,0.286,,0,28,0,18.0,11.2,,16,13,0,4
74673,1,51,8859,3,U,S,0,0.19,59.0,1,60,1,17.0,5.62,3.0,38,13,7,4
116878,0,02,28856,1,U,F,0,0.2,29.0,0,13,0,17.0,15.0,7.0,48,10,0,1
108506,0,12,14619,2,H,A,0,0.154,39.0,0,24,0,23.0,13.0,2.0,42,10,0,2
61108,1,30,11919,2,H,A,0,0.313,60.0,0,28,1,16.0,7.2,2.0,23,14,0,5
132212,0,49,12922,2,H,A,0,0.167,81.0,0,40,1,29.0,38.33,6.0,12,9,6,2
132507,0,27,11219,1,U,F,2,0.2,,0,15,0,17.0,20.0,,28,12,0,1
8891,0,28,15255,0,H,A,0,0.0,68.0,0,77,0,,10.43,2.0,50,37,8,0
9771,0,49,10156,0,H,A,1,0.0,,0,84,1,,10.4,3.0,28,25,0,0
102022,0,40,16847,1,H,A,2,0.063,45.0,0,55,0,20.0,15.25,6.0,21,14,1,1
171566,1,40,12987,4,H,A,0,0.333,75.0,0,29,1,18.0,10.25,3.0,42,13,1,6
119330,0,27,20925,0,U,A,0,0.111,35.0,0,50,0,19.0,9.6,2.0,47,14,1,2
107651,0,45,12428,2,U,A,0,0.136,,0,63,0,15.0,20.1,5.0,52,13,16,3
164555,0,24,23715,0,U,A,3,0.067,,0,51,0,18.0,11.0,,17,9,0,1
124872,1,28,15296,2,H,S,0,0.263,78.0,1,80,1,17.0,5.52,1.0,57,13,0,5
129528,0,21,0,1,U,F,0,0.143,,0,15,0,20.0,20.0,,0,10,0,1
20821,1,36,13818,3,U,A,0,0.25,45.0,0,67,1,20.0,12.21,2.0,36,13,15,5
189666,1,13,26092,1,U,E,0,0.5,,0,5,0,17.0,15.0,,66,4,0,1
20110,0,47,10807,1,H,A,1,0.182,50.0,0,54,0,19.0,6.83,4.0,33,14,0,4
109979,0,43,10393,1,U,A,1,0.238,66.0,0,50,0,15.0,6.1,4.0,30,12,1,5
39885,0,20,16908,2,H,A,0,0.308,27.0,0,27,1,18.0,9.33,7.0,58,9,49,4
161499,0,11,17886,1,H,A,0,0.045,57.0,0,40,0,36.0,20.0,5.0,33,13,0,1
121212,0,18,10717,2,H,A,0,0.211,65.0,0,34,0,21.0,11.0,6.0,12,12,2,4
190099,0,12,14436,2,U,E,0,0.286,,0,11,0,23.0,12.0,,25,4,0,2
184012,0,26,18330,3,U,A,0,0.235,82.0,0,55,1,18.0,13.38,1.0,37,9,0,4
190597,1,27,15847,3,U,S,1,0.19,50.0,1,78,1,15.0,7.04,5.0,37,13,0,4
23235,0,49,11556,1,H,A,0,0.095,44.0,0,32,0,27.0,21.67,2.0,15,10,0,2
67034,0,21,9772,2,U,A,0,0.4,31.0,0,28,0,16.0,5.17,3.0,8,13,0,6
82479,0,08,10148,1,H,F,2,0.2,7.0,0,14,0,17.0,25.0,1.0,13,11,24,1
157807,1,14,21559,1,H,A,1,0.105,73.0,0,52,0,17.0,10.25,6.0,23,13,13,2
36224,0,27,19410,3,H,S,0,0.25,54.0,1,63,1,18.0,5.38,4.0,45,13,4,4
41677,0,31,11711,3,H,S,3,0.182,78.0,1,54,1,15.0,4.71,1.0,45,13,28,4
128478,0,24,14362,4,H,A,0,0.333,43.0,0,30,1,17.0,5.0,6.0,0,12,7,6
2599,0,24,17926,2,U,F,0,0.4,72.0,0,25,1,15.0,13.67,5.0,32,21,26,2
188506,0,30,10828,0,U,A,2,0.105,75.0,0,71,1,18.0,17.0,1.0,44,17,0,2
172024,0,25,47824,3,U,S,1,0.158,,1,80,1,16.0,26.03,,24,15,0,3
81630,1,31,8279,4,U,S,0,0.35,,1,67,1,18.0,4.35,,43,12,0,7
111820,0,50,20459,2,U,S,0,0.2,,1,77,1,20.0,4.36,1.0,46,13,0,4
15823,0,39,12241,0,U,A,0,0.056,45.0,0,73,0,16.0,20.09,2.0,19,12,0,1
35062,0,35,16730,0,U,A,2,0.063,75.0,11,70,1,18.0,6.88,,24,12,0,1
106053,0,41,12657,0,H,A,0,0.05,69.0,0,40,0,26.0,11.25,2.0,79,10,11,1
8483,0,30,9541,0,H,A,0,0.0,68.0,0,92,1,,14.0,3.0,24,29,4,0
151828,1,10,8899,1,H,A,2,0.1,70.0,0,53,0,18.0,9.67,2.0,52,13,2,2
151560,0,05,17072,3,H,A,0,0.182,42.0,8,46,1,18.0,11.5,5.0,34,13,4,4
56740,0,16,12742,8,U,S,0,0.556,,1,67,1,17.0,4.45,4.0,56,13,0,10
56774,0,16,10571,1,H,F,0,0.2,35.0,0,14,0,16.0,33.0,5.0,65,12,0,1
55306,0,12,20038,2,H,A,0,0.118,62.0,0,72,1,15.0,6.89,7.0,45,12,1,2
60747,0,12,15528,0,U,S,0,0.048,61.0,1,54,1,27.0,9.9,,24,10,0,1
50097,0,34,18118,0,U,A,0,0.056,,0,51,1,16.0,15.14,,20,12,0,1
127800,0,53,10027,0,U,F,0,0.0,,0,12,0,,20.0,7.0,51,10,0,0
148981,0,24,23518,2,H,N,0,0.2,65.0,0,19,0,16.0,20.0,4.0,18,11,0,2
69552,0,43,12356,0,U,A,0,0.15,87.0,12,76,1,15.0,7.38,6.0,30,13,1,3
35657,0,15,13458,2,H,A,0,0.105,43.0,0,33,0,21.0,10.5,4.0,14,13,0,2
123984,0,43,12562,1,U,A,0,0.238,,0,35,0,18.0,7.86,,39,12,0,5
83933,0,21,11227,0,H,A,0,0.133,76.0,0,54,0,18.0,13.0,3.0,41,13,24,2
142268,0,12,19473,0,H,F,0,0.2,70.0,0,13,0,16.0,25.0,6.0,36,11,20,1
