CONTROL_NUMBER,DONATED,CLUSTER_CODE,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,LIFETIME_GIFT_AMOUNT,IN_HOUSE,SES,PUBLISHED_PHONE,OVERLAY_SOURCE,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,MEDIAN_HOUSEHOLD_INCOME,LAST_GIFT_AMT,MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,WEALTH_RATING,MONTHS_SINCE_LAST_GIFT,DONOR_GENDER
161142,0,53,19.0,17.5,35.0,0,3,1,B,N,2,228,20.0,29,57.0,73,,19,M
139628,1,05,19.0,17.16,429.0,0,2,1,B,S,4,284,25.0,137,59.0,72,6.0,19,M
106248,0,45,16.0,8.78,158.0,0,2,1,P,S,5,227,10.0,137,,75,2.0,16,M
176695,0,21,19.0,20.0,20.0,0,3,1,M,F,1,312,20.0,17,45.0,81,,19,M
177861,0,42,16.0,9.36,103.0,0,1,1,P,A,4,243,11.0,113,,65,6.0,16,M
176881,1,39,16.0,5.43,38.0,0,2,0,P,A,4,205,5.0,29,67.0,39,,16,F
126975,0,14,15.0,41.67,125.0,0,1,1,B,A,3,586,50.0,29,52.0,95,,15,M
79906,0,46,26.0,10.33,62.0,0,2,1,B,A,1,276,20.0,77,63.0,81,,26,M
24753,0,40,20.0,13.73,151.0,0,2,1,B,S,1,358,6.0,137,52.0,82,9.0,19,F
70435,0,28,23.0,19.25,77.0,0,2,1,B,A,2,260,25.0,41,56.0,90,,18,F
27711,0,40,24.0,15.0,90.0,0,2,0,N,A,2,323,25.0,53,,77,6.0,24,U
153193,0,03,15.0,5.77,75.0,0,1,0,P,A,4,384,10.0,137,65.0,57,,15,F
153803,0,24,25.0,9.17,55.0,0,1,0,B,A,1,546,15.0,77,68.0,66,8.0,25,F
153512,0,12,15.0,11.0,44.0,0,1,0,B,A,1,553,15.0,77,76.0,85,8.0,15,M
147587,0,03,19.0,25.0,50.0,0,1,1,B,A,2,417,25.0,29,58.0,49,,19,M
102270,0,40,15.0,11.25,45.0,0,2,1,P,A,2,545,15.0,41,47.0,95,7.0,15,F
90718,0,02,18.0,13.2,66.0,0,1,0,P,A,3,624,16.0,53,59.0,82,9.0,18,F
190839,1,08,18.0,12.5,25.0,1,3,0,P,A,2,352,15.0,29,41.0,87,,18,M
141205,0,18,21.0,11.67,35.0,0,2,1,B,A,3,449,10.0,29,40.0,90,,21,F
176779,0,12,18.0,8.0,32.0,0,1,0,B,A,4,246,10.0,29,62.0,35,,18,F
166523,0,13,24.0,13.68,260.0,0,1,0,P,A,5,671,19.0,89,85.0,84,9.0,24,M
40396,0,40,21.0,5.2,104.0,0,2,1,B,A,4,410,6.0,137,72.0,93,,21,M
56599,0,10,15.0,13.43,94.0,0,4,1,B,L,2,125,18.0,65,53.0,57,0.0,15,M
5601,0,13,18.0,21.78,392.0,1,1,0,B,S,3,732,25.0,89,45.0,90,8.0,18,M
9973,0,14,20.0,14.67,88.0,0,1,1,B,A,1,593,20.0,77,25.0,99,8.0,20,F
69822,1,40,18.0,10.33,31.0,0,2,1,B,A,2,473,15.0,41,51.0,93,,18,F
180272,1,26,18.0,14.0,42.0,0,2,0,P,A,3,319,20.0,29,79.0,50,,18,F
4891,1,12,18.0,11.0,132.0,1,1,0,P,A,3,485,10.0,89,,68,9.0,18,F
58728,1,51,20.0,10.4,52.0,0,3,0,P,A,1,129,20.0,101,49.0,85,3.0,20,M
151054,1,20,19.0,12.04,325.0,0,2,0,M,S,4,408,10.0,125,79.0,87,7.0,19,F
135275,0,13,16.0,8.25,66.0,0,1,0,B,S,4,798,13.0,77,67.0,95,9.0,16,M
104584,0,21,15.0,9.13,73.0,0,3,0,N,A,2,308,15.0,101,61.0,73,2.0,15,F
30589,0,28,18.0,20.0,20.0,0,2,0,N,F,1,282,20.0,17,34.0,88,,18,M
152509,1,18,19.0,13.21,185.0,0,2,1,B,A,1,394,20.0,137,,77,5.0,19,F
17791,1,24,18.0,25.0,100.0,0,1,1,B,A,2,515,25.0,41,58.0,64,9.0,18,F
138182,1,25,24.0,6.0,84.0,0,2,0,P,S,3,204,10.0,77,68.0,31,2.0,18,F
63161,0,43,18.0,13.33,80.0,0,2,1,B,A,5,261,10.0,41,,69,,18,M
119843,1,45,24.0,14.29,100.0,0,2,1,M,A,1,185,15.0,101,85.0,52,1.0,24,F
133949,1,40,18.0,6.09,97.51,0,2,0,N,S,3,317,5.0,113,,80,,18,M
7691,0,04,18.0,23.33,70.0,1,2,1,B,A,2,229,50.0,29,54.0,19,,18,M
161867,0,24,16.0,25.0,25.0,0,1,0,B,F,1,402,25.0,17,47.0,68,,16,F
189833,0,21,17.0,12.33,74.0,1,3,1,B,F,1,309,19.0,125,,74,3.0,17,M
127986,0,52,21.0,4.47,85.0,0,3,0,N,A,4,199,5.0,137,,71,,18,F
24198,0,50,22.0,16.67,50.0,0,3,0,N,A,2,182,10.0,29,,70,,18,F
149775,0,03,20.0,13.0,26.0,0,1,0,P,A,2,414,16.0,29,49.0,59,,20,M
76764,0,45,16.0,9.92,129.0,0,2,1,B,A,2,210,14.0,113,47.0,76,3.0,16,M
182890,0,44,17.0,13.2,66.0,0,2,1,B,A,2,342,15.0,89,63.0,86,6.0,17,M
166832,0,11,18.0,9.7,97.0,0,1,1,B,A,2,417,15.0,113,70.0,62,7.0,18,F
58721,0,51,23.0,7.14,150.0,0,3,0,P,A,5,170,11.0,77,,85,2.0,23,M
188761,0,26,17.0,10.48,283.0,1,2,0,N,S,6,285,15.0,65,,67,5.0,5,F
86445,1,22,18.0,8.63,69.0,0,1,1,B,S,4,304,15.0,65,52.0,60,7.0,18,F
96454,0,16,17.0,15.5,31.0,0,2,1,B,N,1,367,3.0,17,72.0,74,,15,M
172362,0,39,18.0,8.77,114.0,0,2,0,B,S,6,209,10.0,65,55.0,8,3.0,18,M
130061,0,08,26.0,9.25,37.0,0,3,0,P,A,1,179,15.0,65,48.0,47,0.0,26,F
135534,0,08,19.0,10.83,65.0,0,3,0,P,A,2,310,15.0,77,72.0,89,5.0,19,M
160528,0,24,16.0,6.0,36.0,0,1,0,B,A,5,484,6.0,29,47.0,88,,16,F
70774,1,43,15.0,3.7,37.0,0,2,1,B,A,8,229,4.0,41,41.0,74,,15,F
20445,1,32,16.0,17.6,88.0,0,3,0,B,A,2,212,25.0,77,59.0,49,,16,M
64153,0,39,15.0,8.29,199.0,0,2,1,B,A,3,324,14.0,137,65.0,93,2.0,15,F
188727,0,32,25.0,11.91,131.0,0,3,0,P,A,3,253,10.0,77,67.0,57,2.0,5,F
167794,0,44,15.0,15.0,15.0,0,2,0,N,F,1,378,15.0,17,,69,,15,F
36335,0,26,16.0,6.25,25.0,0,2,1,B,N,3,256,5.0,29,65.0,77,,16,F
9976,0,30,,7.78,179.0,0,3,1,B,A,0,267,12.0,137,62.0,86,5.0,26,F
103365,0,49,18.0,16.0,32.0,0,2,1,B,A,1,308,17.0,41,58.0,79,5.0,18,M
107167,0,53,21.0,22.31,290.0,0,3,0,N,A,3,183,10.0,89,,81,2.0,21,F
41901,1,08,15.0,26.44,238.0,0,3,0,B,A,4,329,26.0,101,41.0,65,,15,M
29693,0,49,18.0,9.0,153.0,0,2,1,B,S,6,304,12.0,113,43.0,81,5.0,18,M
7917,1,02,17.0,4.81,130.0,1,1,0,B,S,4,522,5.0,77,37.0,77,9.0,17,M
148911,1,28,25.0,15.5,62.0,0,2,0,P,A,2,454,20.0,41,25.0,87,,25,F
37852,1,08,17.0,10.5,63.0,0,3,0,P,A,4,235,20.0,41,37.0,58,2.0,17,M
34333,0,24,18.0,8.48,195.0,0,1,0,N,S,3,233,14.0,137,65.0,91,6.0,18,M
172552,0,51,26.0,10.33,31.0,0,3,0,P,A,1,224,15.0,65,67.0,63,1.0,26,M
775,0,15,13.0,10.87,163.0,0,1,0,B,A,7,352,15.0,65,67.0,78,8.0,11,F
9990,0,25,21.0,11.63,93.0,0,2,1,M,A,1,176,16.0,89,35.0,36,2.0,21,M
634,0,08,18.0,5.0,235.0,0,3,0,P,S,7,337,5.0,137,,88,1.0,18,F
98267,0,44,18.0,14.38,187.0,0,2,1,B,A,2,313,25.0,137,84.0,89,3.0,18,M
54638,0,50,15.0,10.0,30.0,0,3,0,P,A,2,116,15.0,41,33.0,54,,15,F
49408,0,30,16.0,9.64,106.0,0,3,1,B,A,5,270,13.0,113,71.0,80,5.0,16,M
94915,1,03,15.0,12.17,73.0,0,1,0,M,E,1,117,15.0,101,54.0,32,5.0,15,F
136522,0,15,32.0,23.79,452.0,0,1,0,N,A,1,402,25.0,89,74.0,38,9.0,18,F
151934,0,25,25.0,32.33,97.0,0,2,0,N,A,3,303,42.0,29,,26,,25,F
140169,1,36,21.0,7.0,42.0,0,2,0,P,A,1,207,15.0,77,,65,5.0,21,M
8136,0,30,19.0,6.1,128.0,1,3,0,P,S,6,211,5.0,137,75.0,69,,15,F
87719,0,51,20.0,6.38,134.0,0,3,0,B,S,3,217,6.0,137,,79,2.0,18,F
189722,1, .,17.0,5.73,63.0,0,?,0,N,E,6,0,6.0,41,,0,,16,M
36081,1,23,16.0,6.35,108.0,0,1,0,N,S,4,419,9.0,137,66.0,94,7.0,16,M
90775,1,20,24.0,10.71,75.0,0,2,1,B,A,1,312,15.0,77,46.0,40,7.0,24,M
147878,0,13,19.0,12.83,77.0,0,1,0,P,S,3,1500,20.0,77,51.0,95,9.0,19,F
180505,1,40,18.0,9.9,99.0,0,2,1,B,A,3,340,15.0,101,76.0,88,6.0,18,M
174206,0,01,18.0,17.0,68.0,0,1,0,P,A,2,325,40.0,53,,41,4.0,18,M
38165,1,06,15.0,10.36,114.0,0,2,0,B,A,3,414,10.0,77,51.0,63,6.0,15,F
139940,0,34,15.0,11.25,45.0,0,1,1,M,A,2,438,5.0,41,22.0,71,,15,F
19812,0,35,16.0,15.67,94.0,0,1,1,B,A,3,544,17.0,65,39.0,96,9.0,16,F
74770,0,40,18.0,3.5,94.5,0,2,1,B,S,6,381,6.0,137,79.0,82,8.0,18,F
112253,0,28,18.0,13.17,79.0,0,2,1,B,A,1,304,36.0,113,79.0,82,7.0,18,F
92079,1,12,18.0,12.31,160.0,0,1,1,B,A,4,450,20.0,89,82.0,93,7.0,18,M
35723,0,39,18.0,15.5,62.0,0,2,1,B,A,3,374,17.0,29,62.0,77,,18,M
134937,0,46,21.0,10.22,92.0,0,2,1,M,A,4,269,10.0,113,29.0,52,9.0,21,M
171126,0,12,16.0,10.63,85.0,0,1,0,B,A,3,482,14.0,89,47.0,61,6.0,16,M
4393,1,26,18.0,9.52,295.0,1,2,1,B,A,3,213,10.0,101,87.0,32,3.0,4,M
183670,0,43,15.0,11.3,113.0,0,2,1,B,A,3,214,14.0,89,75.0,50,1.0,15,F
142081,0,31,24.0,12.75,51.0,0,3,0,N,A,3,267,16.0,29,,66,,24,M
187911,0,34,19.0,11.0,44.0,0,1,1,N,E,2,365,15.0,77,,82,,19,F
54071,0,53,15.0,6.38,102.0,0,3,1,B,S,3,110,10.0,137,,56,,15,F
38987,1,20,21.0,11.19,235.0,0,2,1,B,S,5,339,10.0,137,71.0,80,8.0,21,F
9946,1,05,21.0,7.76,132.0,0,2,1,B,A,2,428,0.0,113,71.0,93,7.0,14,F
169224,1,24,18.0,15.57,109.0,0,1,1,B,A,4,482,23.0,77,75.0,92,6.0,18,F
7173,1,11,18.0,17.73,266.0,1,1,1,B,S,7,321,26.0,125,67.0,57,8.0,18,F
88900,0,27,15.0,8.88,71.0,0,2,0,N,A,5,604,10.0,41,,74,,15,M
86000,1,27,24.0,11.25,180.0,0,2,1,B,A,4,205,10.0,137,85.0,65,7.0,24,F
33206,0,30,23.0,11.25,45.0,0,3,1,B,A,2,210,10.0,53,59.0,73,,18,F
27287,0,38,19.0,12.17,73.0,0,2,1,B,A,2,311,25.0,53,59.0,15,7.0,19,F
146102,0,08,15.0,7.88,63.0,0,3,0,B,A,5,369,8.0,77,59.0,82,,15,M
166758,0,11,19.0,11.67,35.0,0,1,0,P,N,3,849,10.0,29,51.0,63,,19,F
137835,1,40,18.0,13.67,82.0,0,2,1,M,A,5,191,12.0,41,,29,,18,F
49033,0,49,15.0,10.86,76.0,0,2,1,P,L,3,498,19.0,77,17.0,87,9.0,15,M
175719,1,16,18.0,8.33,100.0,0,2,1,M,A,4,316,10.0,65,72.0,83,6.0,18,M
160899,0,35,20.0,9.17,110.0,0,1,0,B,A,3,538,10.0,77,57.0,94,8.0,20,F
178976,0,40,17.0,25.0,25.0,0,2,0,P,F,1,0,25.0,17,,0,,17,M
175386,0,09,17.0,4.44,40.0,0,3,0,N,A,5,179,6.0,41,55.0,34,3.0,15,F
169217,0,27,25.0,27.5,55.0,0,2,1,M,A,1,348,50.0,41,,63,,25,M
167720,0,34,26.0,11.5,23.0,0,1,1,B,A,1,511,20.0,41,29.0,62,,26,U
166902,0,35,20.0,18.33,55.0,0,1,0,B,A,3,537,25.0,29,,84,,20,M
140126,0,38,20.0,8.0,56.0,0,2,0,P,A,6,191,5.0,41,59.0,81,,20,M
138718,0,27,27.0,16.75,67.0,0,2,1,B,A,1,299,25.0,77,29.0,67,6.0,27,M
148795,1,12,16.0,6.4,32.0,0,1,0,P,S,4,557,10.0,41,43.0,85,,16,M
76620,0,30,17.0,13.63,54.5,0,3,1,B,A,4,228,17.5,29,61.0,80,,17,M
21665,0,49,17.0,5.6,56.0,0,2,0,B,S,7,246,8.0,41,28.0,86,,17,F
40566,1,17,18.0,10.86,76.0,0,2,1,B,S,6,442,15.0,41,56.0,77,,18,F
132003,1,46,16.0,5.57,39.0,0,2,1,N,A,3,240,8.0,53,,77,,16,F
179111,1,14,19.0,12.5,100.0,0,1,1,B,A,3,583,20.0,113,55.0,89,9.0,19,M
190795,1,08,21.0,8.0,168.0,1,3,0,P,A,3,266,14.0,137,75.0,80,2.0,21,M
1085,0,44,12.0,10.92,284.0,0,2,1,B,A,7,437,15.0,125,63.0,87,7.0,12,F
131145,0,35,20.0,7.5,45.0,0,1,0,M,A,4,201,10.0,53,,51,,20,M
119355,0,40,17.0,9.64,135.0,0,2,0,B,S,2,356,10.0,101,77.0,85,7.0,16,M
130320,1,04,22.0,14.92,179.0,0,2,0,P,A,2,0,15.0,137,69.0,0,3.0,18,M
95739,0,27,25.0,13.0,26.0,0,2,0,P,A,2,254,16.0,29,37.0,54,,25,F
165496,0,24,16.0,11.5,184.0,0,1,0,P,A,3,634,14.0,137,53.0,69,8.0,16,F
98672,1,30,19.0,4.2,84.0,0,3,1,B,S,5,274,5.0,89,32.0,83,3.0,17,M
96627,0, .,26.0,20.0,20.0,0,?,0,P,N,1,299,20.0,29,39.0,61,,26,F
103225,0,44,16.0,6.13,49.0,0,2,1,B,S,7,312,7.0,41,54.0,88,,16,F
47371,1,32,16.0,5.29,74.0,0,3,1,P,A,5,129,6.0,77,76.0,52,1.0,16,F
132507,0,27,17.0,20.0,20.0,0,2,1,N,F,1,288,20.0,17,,79,,17,F
133555,1,39,16.0,15.0,30.0,0,2,1,B,N,2,231,20.0,29,50.0,58,,16,F
123969,0,27,18.0,5.29,74.0,0,2,1,B,A,4,324,10.0,113,,84,,18,M
101271,0,42,16.0,3.73,82.0,0,1,1,N,S,5,228,5.0,113,,76,5.0,16,F
100835,0,13,15.0,10.67,160.0,0,1,1,B,A,6,624,20.0,89,56.0,94,9.0,15,F
126415,1,19,16.0,5.33,32.0,0,2,0,P,A,6,237,7.0,29,62.0,85,,16,M
119433,0,20,22.0,10.11,182.0,0,2,1,B,S,5,293,14.0,65,77.0,61,5.0,22,F
80949,0,36,18.0,6.11,55.0,0,2,1,M,A,5,224,5.0,89,71.0,76,2.0,18,M
11237,0,02,18.0,13.4,134.0,1,1,1,B,A,2,553,15.0,53,49.0,86,9.0,4,F
28670,0,40,20.0,5.0,30.0,0,2,1,B,A,4,461,5.0,29,42.0,91,,20,F
174039,0,01,23.0,12.33,37.0,0,1,0,P,A,2,645,15.0,41,35.0,74,8.0,23,F
163861,0,13,16.0,8.33,25.0,0,1,1,B,N,2,639,10.0,17,46.0,73,,16,M
94594,0,08,17.0,10.25,123.0,0,3,1,M,A,3,282,20.0,77,72.0,47,3.0,17,M
14740,0,19,19.0,7.48,217.01,1,2,0,B,S,3,372,9.0,137,79.0,70,,19,F
110274,0,40,23.0,11.4,57.0,0,2,1,B,A,5,442,11.0,29,55.0,93,,23,M
153404,1,05,23.0,22.5,45.0,0,2,1,B,A,2,325,25.0,29,50.0,78,,23,M
100710,0,16,21.0,8.14,114.0,0,2,1,B,A,2,292,13.0,101,17.0,94,3.0,21,M
76076,1,49,20.0,9.44,151.0,0,2,1,N,A,7,413,26.0,65,36.0,82,6.0,20,F
39761,0,13,23.0,10.5,63.0,0,1,1,B,A,2,607,15.0,53,81.0,88,,23,M
189237,0,24,30.0,124.0,620.0,1,1,1,N,A,2,406,100.0,40,,65,,4,M
38557,0,02,16.0,21.0,42.0,0,1,0,N,N,2,393,22.0,29,,86,,16,M
36774,1,12,19.0,10.0,20.0,0,1,0,P,A,2,435,15.0,29,53.0,83,,19,M
164796,1,17,18.0,7.2,108.0,0,2,1,N,A,2,783,12.0,137,61.0,90,3.0,18,U
182607,0,36,16.0,14.5,58.0,0,2,0,P,A,1,226,20.0,53,43.0,69,1.0,16,M
78779,0,11,16.0,27.86,195.0,0,1,1,B,A,3,337,35.0,53,74.0,41,9.0,16,F
3169,0,21,16.0,14.0,168.0,1,3,0,M,A,2,411,35.0,89,67.0,81,,16,M
7300,0,30,26.0,10.29,72.0,1,3,1,B,A,1,157,16.0,137,47.0,34,,26,F
71817,0,27,18.0,5.96,167.0,0,2,0,P,S,2,305,10.0,89,67.0,55,,18,M
82911,0,14,18.0,9.0,27.0,0,1,0,P,A,1,643,15.0,65,43.0,94,,18,F
174238,0,14,16.0,11.67,35.0,0,1,1,B,A,1,665,15.0,53,54.0,81,9.0,16,M
53496,1,18,22.0,12.57,176.0,0,2,1,B,S,5,375,21.0,77,47.0,85,8.0,22,F
154859,0,18,16.0,10.8,54.0,0,2,1,B,A,4,483,11.0,41,28.0,91,,16,F
163221,0,09,16.0,9.83,59.0,0,3,0,N,A,3,149,12.0,65,,4,0.0,16,F
8121,0,19,18.0,5.38,242.0,1,2,0,B,S,4,239,10.0,125,27.0,81,6.0,16,F
35419,0,16,17.0,8.71,61.0,0,2,1,B,A,2,347,15.0,113,42.0,80,6.0,17,F
28129,0,31,16.0,10.0,20.0,0,3,0,N,A,2,132,15.0,29,,1,,16,M
119664,0,34,20.0,21.0,231.0,0,1,0,N,S,6,594,25.0,53,,74,8.0,20,M
182642,0,48,16.0,22.0,110.0,0,2,1,N,A,1,220,40.0,65,,91,2.0,16,F
12833,0, .,23.0,15.0,45.0,1,?,0,M,N,2,104,10.0,29,65.0,38,,21,F
9236,0,44,22.0,6.31,101.0,0,2,0,N,A,1,398,5.0,113,,93,,9,M
167166,0,02,15.0,11.71,164.0,0,1,1,B,S,10,533,20.0,65,40.0,62,7.0,15,M
123051,0,34,20.0,15.0,15.0,0,1,1,M,F,1,474,15.0,17,49.0,57,,20,M
54992,0,40,22.0,14.33,215.0,0,2,0,N,A,4,271,20.0,113,,84,9.0,22,F
154499,0,39,17.0,8.78,79.0,0,2,1,B,A,2,261,20.0,101,59.0,59,2.0,17,F
65423,1,13,17.0,10.33,62.0,0,1,0,P,S,6,488,10.0,29,63.0,88,,17,F
145010,1,03,20.0,8.88,151.0,0,1,0,N,A,1,412,20.0,137,,62,6.0,20,F
14276,1,07,21.0,13.2,66.0,1,2,1,B,A,3,267,15.0,29,69.0,53,,18,F
38123,0,09,25.0,16.0,32.0,0,3,0,B,A,2,308,17.0,41,54.0,78,,25,M
137928,0,31,18.0,14.69,235.0,0,3,0,N,A,4,81,20.0,89,,19,,18,M
132252,0,45,15.0,7.0,35.0,0,2,0,N,A,4,199,7.0,29,,78,,15,U
187961,0,44,18.0,3.36,47.0,0,2,1,N,E,6,261,5.0,89,,71,,18,U
156903,1,06,15.0,3.21,45.0,0,2,0,B,S,6,477,5.0,77,58.0,76,,15,M
183893,0,45,25.0,7.06,113.0,0,2,1,B,A,3,144,10.0,137,62.0,53,3.0,25,M
15148,0,46,20.0,15.0,15.0,0,2,0,P,F,1,270,15.0,17,,79,,20,F
57462,0,21,21.0,8.58,103.0,0,3,1,B,A,4,252,10.0,113,62.0,62,5.0,19,M
103868,0,45,16.0,15.0,75.0,0,2,0,P,A,4,155,20.0,41,39.0,80,9.0,16,F
152994,0,27,16.0,7.44,119.0,0,2,1,B,A,3,363,11.0,125,68.0,75,4.0,16,F
24420,1,22,16.0,8.63,69.0,0,1,0,N,A,4,162,14.0,89,57.0,14,8.0,16,F
158678,1,17,15.0,4.0,44.0,0,2,0,N,A,4,267,3.0,77,,12,,15,F
109376,0,49,26.0,22.0,110.0,0,2,0,P,A,2,231,16.0,89,64.0,84,3.0,26,M
18438,1,46,16.0,4.18,71.0,0,2,0,P,S,7,246,5.0,113,69.0,50,8.0,16,M
96778,0,22,26.0,6.6,33.0,0,1,1,P,A,1,397,15.0,89,,57,,26,F
144252,0,03,17.0,13.33,40.0,0,1,1,M,A,3,476,20.0,29,63.0,78,,17,F
19843,0,32,23.0,10.92,131.0,0,3,0,P,A,2,230,15.0,113,,73,2.0,23,M
151129,0,06,20.0,15.0,15.0,0,2,0,P,F,1,402,15.0,17,33.0,77,,20,M
190579,1,01,12.0,3.11,102.5,1,1,0,B,S,8,310,3.0,137,,4,9.0,12,M
130671,0,34,18.0,11.69,187.0,0,1,0,P,A,2,489,16.0,137,87.0,61,9.0,18,F
122337,0,41,15.0,7.4,37.0,0,3,1,B,A,4,322,10.0,29,68.0,88,,15,F
102814,0,36,19.0,8.75,140.0,0,2,1,B,A,3,384,10.0,89,67.0,88,4.0,19,M
13863,1,46,19.0,6.93,104.0,0,2,1,B,A,6,307,6.0,29,67.0,76,,6,F
6183,1, .,28.0,25.8,387.0,1,?,1,B,A,1,510,100.0,137,73.0,78,8.0,16,M
44893,0,33,17.0,3.4,51.0,0,3,0,B,S,4,211,5.0,137,77.0,86,2.0,17,F
165064,0,24,24.0,9.29,65.0,0,1,0,B,A,2,529,15.0,77,57.0,90,8.0,24,M
144670,0,08,26.0,16.0,96.0,0,3,0,B,A,2,353,25.0,101,55.0,85,4.0,26,M
140445,0,36,18.0,25.33,152.0,0,2,0,N,A,4,158,29.0,41,52.0,43,1.0,18,F
95536,1,40,17.0,16.67,50.0,0,2,0,N,N,1,482,20.0,29,51.0,76,,16,F
38841,0,08,16.0,5.55,61.0,0,3,1,B,S,5,327,6.0,41,42.0,85,7.0,15,F
185821,0,39,15.0,17.2,86.0,0,2,0,N,A,2,129,20.0,41,34.0,35,,9,F
71994,0,36,19.0,11.0,121.0,0,2,1,B,A,4,401,15.0,137,55.0,81,4.0,19,F
87246,0,35,21.0,8.87,204.0,0,1,1,M,A,5,419,10.0,89,49.0,89,4.0,21,F
182243,1,16,19.0,8.3,83.0,0,2,0,P,S,4,335,12.0,77,61.0,69,6.0,19,F
94459,0,02,21.0,10.11,91.0,0,1,0,B,S,3,523,5.0,65,64.0,90,8.0,18,F
40956,1,37,15.0,15.0,15.0,0,2,0,P,E,1,278,15.0,17,73.0,86,,15,F
136283,0,11,20.0,32.6,163.0,0,1,1,B,S,4,437,25.0,29,73.0,57,,20,M
182747,0,28,20.0,12.5,25.0,0,2,0,P,A,2,281,20.0,29,65.0,80,,20,M
129336,0,15,19.0,11.36,125.0,0,1,1,B,S,4,409,15.0,101,51.0,49,8.0,19,F
107593,0,53,15.0,3.4,68.0,0,3,0,P,S,6,173,2.0,77,,72,1.0,15,F
190982,0,27,17.0,23.4,117.0,1,2,0,P,A,4,319,24.0,65,73.0,68,8.0,17,M
74422,0,37,19.0,21.2,106.0,0,2,0,B,A,2,293,30.0,65,57.0,67,,19,F
183372,0,45,17.0,4.18,46.0,0,2,0,P,A,8,203,5.0,41,33.0,57,,17,F
67724,0,09,23.0,13.0,91.0,0,3,1,B,A,4,113,15.0,65,67.0,13,0.0,23,M
111236,0,41,19.0,20.0,20.0,0,3,0,P,F,1,240,20.0,17,37.0,77,,19,F
171455,0,27,16.0,12.0,72.0,0,2,0,B,A,2,611,20.0,89,79.0,92,3.0,16,M
38130,0,09,20.0,14.0,42.0,0,3,1,B,A,2,180,17.0,53,62.0,40,,20,M
4060,0, .,15.0,11.0,154.0,1,?,0,B,A,4,406,10.0,101,55.0,51,8.0,8,M
63612,1,27,18.0,13.5,27.0,0,2,1,B,A,1,209,16.0,41,29.0,64,,18,F
15737,0,40,19.0,11.5,69.0,0,2,1,B,A,3,352,20.0,53,69.0,90,7.0,19,M
93834,0,02,16.0,20.0,20.0,0,1,1,B,F,1,438,20.0,17,66.0,89,,16,M
82017,0,40,18.0,9.0,90.0,0,2,1,B,A,2,328,15.0,137,76.0,74,7.0,18,M
86175,0,53,19.0,10.33,31.0,0,3,0,P,A,2,187,15.0,41,33.0,80,,19,F
161116,0,21,19.0,10.91,120.0,0,3,0,N,A,2,272,15.0,137,,48,2.0,19,F
149516,0,13,21.0,5.27,58.0,0,1,0,N,S,6,490,6.0,41,,89,7.0,20,F
122073,0,21,15.0,6.33,57.0,0,3,0,N,A,4,254,7.0,89,,53,,15,F
168389,1,01,,15.0,15.0,0,1,0,N,N,0,372,15.0,29,,24,,23,F
165432,0,18,24.0,11.75,47.0,0,2,0,N,A,2,720,15.0,65,,92,5.0,24,F
162976,0,07,21.0,20.0,20.0,0,2,0,N,F,1,400,20.0,17,,30,,21,F
144850,1, .,17.0,5.43,38.0,0,?,1,B,A,6,631,7.0,29,54.0,53,,17,F
11536,0, .,28.0,10.69,171.0,1,?,1,B,A,3,401,20.0,113,87.0,88,6.0,26,M
2154,1,46,17.0,19.4,291.0,0,2,1,B,A,5,258,12.0,137,77.0,89,2.0,17,M
162005,0,15,16.0,11.88,95.0,0,1,0,N,A,2,335,15.0,65,68.0,17,6.0,16,F
28008,0,24,18.0,23.0,115.0,0,1,1,B,A,1,372,20.0,101,53.0,54,9.0,18,M
94975,0,01,20.0,10.67,32.0,0,1,0,P,A,2,0,15.0,41,75.0,0,,20,M
21966,1,46,19.0,5.92,148.0,0,2,0,P,S,6,285,6.0,101,,84,5.0,19,F
34417,0,43,15.0,12.09,133.0,0,2,0,P,A,5,202,14.0,65,21.0,88,1.0,15,F
59022,0,41,16.0,5.33,32.0,0,3,0,P,A,5,0,7.0,29,,0,,16,F
23732,1,42,18.0,4.95,99.0,0,1,1,N,S,4,313,6.0,137,,80,5.0,18,F
58657,0,30,21.0,9.88,79.0,0,3,1,B,A,2,141,15.0,65,73.0,58,3.0,21,F
146487,0,07,17.0,5.05,96.0,0,2,0,P,S,3,454,5.0,113,,61,,17,M
95080,0,40,16.0,20.0,20.0,0,2,1,B,F,1,388,20.0,17,48.0,79,,16,M
1652,0,27,20.0,22.4,112.0,0,2,0,N,A,2,241,27.0,41,,72,,20,M
88119,1,13,16.0,7.0,105.0,0,1,1,B,A,4,391,10.0,137,67.0,96,8.0,16,F
163060,0,01,20.0,10.77,140.0,0,1,1,B,S,3,294,13.0,65,66.0,29,,20,F
128843,0,08,15.0,7.33,88.0,0,3,1,B,S,5,220,9.0,77,37.0,88,3.0,15,F
81055,0,53,24.0,12.0,156.0,0,3,0,P,A,1,167,10.0,113,47.0,79,0.0,24,F
3631,1,16,16.0,13.11,118.0,1,2,0,N,N,5,323,10.0,29,,67,,5,M
191493,0, .,23.0,15.0,15.0,1,?,1,B,N,1,367,15.0,29,83.0,68,,23,M
187902,0,46,18.0,13.36,147.0,0,2,0,N,E,4,280,12.0,77,,69,,18,M
