CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_STAR_STATUS,CARD_PROM_12,FREQUENCY_STATUS_97NK,DONOR_GENDER,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,LIFETIME_PROM,PCT_OWNER_OCCUPIED,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,LIFETIME_GIFT_AMOUNT,WEALTH_RATING,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_PROP,FILE_AVG_GIFT,RECENT_CARD_RESPONSE_PROP
71904,1,30,1,4,3,M,18,7.0,72,82,245,3,103.0,,10.0,5.0,0.167,4.9,0.143
74131,0,49,1,6,4,M,15,6.0,35,92,286,5,67.0,,11.0,8.67,0.263,8.38,0.3
69019,0,24,0,6,1,M,18,15.0,62,95,489,1,95.0,8.0,20.0,0.0,0.053,11.88,0.0
60638,0,17,0,6,4,F,17,3.0,36,11,223,5,52.0,,8.0,6.5,0.263,6.5,0.222
143787,1,03,0,6,2,F,22,5.0,25,89,527,3,65.0,,25.0,22.5,0.214,21.67,0.286
35075,0,30,1,6,3,F,18,9.0,31,43,221,5,45.0,,12.0,9.0,0.278,7.5,0.222
70703,0,27,4,4,1,M,26,13.0,64,72,328,2,62.0,6.0,15.0,0.0,0.111,4.77,0.0
150043,1,14,0,3,1,M,24,0.0,16,93,791,1,20.0,,20.0,20.0,0.1,20.0,0.25
84574,0,26,1,5,3,M,16,5.0,67,61,220,4,67.0,6.0,7.0,7.0,0.222,4.47,0.143
23765,0,38,0,6,3,F,20,4.0,62,51,256,5,59.0,,6.0,5.0,0.238,3.93,0.182
121869,0,21,4,4,1,U,20,9.0,48,69,252,2,82.0,4.0,11.0,0.0,0.111,5.13,0.0
167667,0,24,0,5,1,F,15,20.0,64,76,383,2,108.0,5.0,25.0,25.0,0.1,12.0,0.111
118574,0,45,0,6,4,M,15,5.0,37,82,214,7,60.0,,10.0,10.0,0.333,8.57,0.3
82618,1,18,3,3,1,M,18,9.0,71,95,477,2,131.0,,12.0,10.0,0.118,6.24,0.167
120408,0, .,0,4,2,F,19,15.0,23,53,259,4,70.0,,25.0,10.0,0.235,17.5,0.125
89176,0,13,0,6,1,M,17,25.0,53,91,1024,1,80.0,9.0,30.0,30.0,0.059,16.0,0.125
158773,0,24,0,6,1,F,19,20.0,59,87,527,2,107.0,,25.0,0.0,0.1,11.89,0.0
49223,0,34,0,4,1,F,22,10.0,32,64,400,2,35.0,,15.0,15.0,0.125,11.67,0.333
66569,0,21,0,6,2,F,17,10.0,19,75,321,2,30.0,,20.0,15.0,0.286,15.0,0.5
113137,0,16,0,4,1,M,18,5.0,25,62,285,1,25.0,6.0,15.0,0.0,0.083,12.5,0.0
95582,1,26,0,4,1,F,24,0.0,22,39,279,2,30.0,,15.0,15.0,0.154,15.0,0.333
8730,0,30,1,12,4,F,17,12.0,147,84,573,8,353.0,1.0,15.0,12.0,0.364,8.83,0.455
9988,0,11,0,5,1,M,26,21.0,54,74,645,0,87.0,,36.0,0.0,0.0,29.0,0.0
147936,1,01,0,5,3,M,15,5.0,51,32,373,5,82.0,,8.0,7.0,0.357,5.47,0.286
99757,0,44,3,5,1,F,24,10.0,72,88,438,4,226.0,4.0,20.0,13.33,0.19,12.56,0.3
186358,1,25,1,6,2,U,9,8.0,72,46,139,3,72.0,,10.0,10.0,0.158,5.14,0.125
75180,1,27,0,5,1,F,19,10.0,45,73,317,1,63.0,8.0,15.0,0.0,0.071,10.5,0.0
154519,0,53,0,4,1,F,19,5.0,22,81,177,2,25.0,,15.0,0.0,0.154,12.5,0.0
7646,0,33,0,2,1,M,15,5.0,92,90,162,1,187.0,4.0,15.0,15.0,0.063,12.47,0.143
3931,1,27,0,3,1,F,21,5.0,32,69,277,1,35.0,,20.0,15.0,0.125,17.5,0.25
29185,0,36,1,6,2,F,18,37.0,60,68,220,4,262.0,4.0,40.0,22.0,0.2,12.48,0.182
31045,0,35,1,6,3,F,18,20.0,75,57,239,4,214.0,8.0,25.0,22.5,0.2,13.38,0.182
140130,0,38,0,5,1,M,26,15.0,54,66,177,2,103.0,7.0,20.0,20.0,0.105,14.71,0.2
100218,1,08,1,5,4,F,16,4.0,59,82,224,3,82.0,,7.0,6.0,0.231,5.47,0.4
49984,0,39,0,6,4,M,18,22.0,36,59,267,6,150.0,,25.0,18.0,0.333,16.67,0.222
1477,0, .,0,6,3,M,17,6.0,66,75,418,3,106.0,5.0,16.0,14.0,0.158,13.25,0.111
50442,0,40,0,4,1,F,21,10.0,23,83,249,2,20.0,,15.0,15.0,0.182,10.0,0.25
153044,0,21,0,5,1,M,16,0.0,13,5,186,1,25.0,,25.0,25.0,0.25,25.0,0.5
120419,0,45,0,4,1,M,16,15.0,23,69,191,2,25.0,,20.0,12.5,0.167,12.5,0.4
126029,0,35,0,6,4,F,15,10.0,29,87,469,4,53.0,,15.0,8.0,0.235,8.83,0.125
171978,0,08,0,6,3,M,18,10.0,35,81,277,5,100.0,,20.0,10.0,0.25,11.11,0.182
54674,1,40,0,6,3,M,16,5.0,63,80,270,5,80.0,,7.0,5.4,0.25,4.71,0.455
48293,0,22,3,6,1,M,18,40.0,56,17,309,1,207.0,7.0,50.0,0.0,0.045,25.88,0.0
118940,0,35,0,4,1,F,26,0.0,21,94,444,1,30.0,,15.0,15.0,0.077,15.0,0.167
50200,1,24,0,6,4,M,18,5.0,30,94,482,6,65.0,,15.0,10.0,0.316,10.83,0.222
170621,0,02,0,4,1,M,16,8.0,75,84,488,2,80.0,,11.0,10.0,0.111,4.71,0.286
74405,0,48,0,4,1,M,18,12.0,50,70,160,1,55.0,1.0,15.0,0.0,0.071,9.17,0.0
114204,0,39,0,6,2,F,15,16.0,37,66,270,2,67.0,,21.0,16.0,0.1,13.4,0.2
60195,1,15,0,4,1,F,18,13.0,20,17,272,2,27.0,,20.0,7.0,0.167,13.5,0.2
173877,0,12,0,5,1,M,17,6.0,22,38,429,2,36.0,,21.0,15.0,0.143,18.0,0.167
184017,1,42,0,5,2,M,17,10.0,64,88,414,2,128.0,8.0,20.0,10.0,0.118,14.22,0.125
83966,0,18,0,4,1,F,20,0.0,14,92,454,0,20.0,,20.0,0.0,0.0,20.0,0.0
59588,1,49,1,3,3,M,19,5.0,62,76,268,4,104.0,5.0,7.0,2.0,0.364,2.97,0.5
1548,0,35,0,4,1,M,26,0.0,33,93,776,1,75.0,9.0,25.0,0.0,0.067,25.0,0.0
111457,0,24,1,6,4,F,18,6.0,35,93,498,6,56.0,,9.0,7.8,0.286,7.0,0.5
99704,0,11,0,4,1,F,18,7.0,31,80,449,2,38.0,,15.0,15.0,0.111,12.67,0.125
106847,0,18,0,3,1,F,24,0.0,15,88,382,1,15.0,,15.0,15.0,0.1,15.0,0.25
82264,0,45,0,4,1,F,18,15.0,52,79,216,1,76.0,2.0,20.0,0.0,0.067,10.86,0.0
122648,0,40,0,6,1,F,25,5.0,34,77,439,0,55.0,,30.0,0.0,0.0,27.5,0.0
71028,0,39,0,4,1,M,26,15.0,28,69,313,1,25.0,,20.0,0.0,0.067,12.5,0.0
50639,0,39,0,5,1,F,15,15.0,55,60,284,2,75.0,6.0,25.0,0.0,0.118,15.0,0.0
4414,0,28,0,7,4,F,18,7.0,71,88,248,5,131.5,4.0,10.0,8.75,0.25,7.31,0.222
46844,1,51,1,4,2,M,18,5.0,54,76,219,3,91.0,1.0,10.0,10.0,0.214,7.0,0.143
47154,0,16,0,6,1,M,25,12.0,54,73,216,2,78.0,3.0,17.0,17.0,0.095,13.0,0.1
80587,0, .,0,4,1,U,27,17.0,65,28,188,1,84.0,,20.0,0.0,0.053,6.46,0.0
88119,1,13,0,6,2,F,16,6.0,72,96,391,4,105.0,8.0,11.0,7.75,0.2,7.0,0.4
130756,1,35,0,4,2,U,16,10.0,46,89,906,2,120.0,9.0,20.0,20.0,0.133,15.0,0.143
28107,0,35,0,3,1,F,24,0.0,16,87,412,1,15.0,,15.0,15.0,0.1,15.0,0.25
73008,1,49,1,6,4,F,15,8.0,54,85,305,6,115.0,6.0,12.0,10.0,0.273,8.21,0.273
161625,0,05,0,6,1,F,19,20.0,69,89,367,2,135.0,,30.0,30.0,0.1,22.5,0.1
169999,0,42,0,6,1,M,24,25.0,69,66,289,2,120.0,3.0,35.0,27.5,0.095,17.14,0.2
119045,0,45,0,5,3,U,15,6.0,20,66,202,3,36.0,,16.0,13.0,0.429,12.0,0.667
403,1, .,0,8,1,U,7,30.0,52,89,408,1,335.0,,50.0,20.0,0.063,33.5,0.125
33115,0,30,0,6,3,F,16,5.0,41,55,197,4,46.0,1.0,10.0,0.0,0.211,7.67,0.0
3522,0,20,0,4,1,M,11,15.0,28,55,331,1,25.0,,15.0,15.0,0.2,8.33,0.5
101766,0,30,0,4,1,F,19,8.0,20,56,185,2,22.0,,15.0,7.0,0.167,11.0,0.2
137928,0,31,5,4,1,M,18,15.0,59,19,81,4,235.0,,20.0,20.0,0.182,14.69,0.091
29663,0,35,1,6,3,F,24,6.0,58,82,477,4,78.0,8.0,11.0,9.0,0.235,7.09,0.143
125401,0,30,0,6,1,M,18,15.0,41,67,198,2,51.0,3.0,20.0,0.0,0.111,12.75,0.0
21665,0,49,1,6,4,F,17,5.0,36,86,246,7,56.0,,8.0,6.25,0.35,5.6,0.4
103238,0,36,1,6,4,F,18,8.0,79,70,223,8,192.0,5.0,10.0,5.83,0.381,4.92,0.545
62699,0,51,1,6,4,F,16,3.0,75,79,252,7,81.0,2.0,5.0,2.67,0.35,3.38,0.3
26825,0,17,0,6,2,F,18,5.0,32,50,408,3,50.0,,15.0,12.5,0.15,12.5,0.222
180654,0,36,0,6,1,F,18,16.0,39,56,199,3,180.0,4.0,26.0,24.5,0.143,22.5,0.182
128724,0,19,1,6,2,M,24,32.0,66,83,298,3,287.0,4.0,35.0,22.0,0.136,15.94,0.091
90807,0,32,0,4,1,M,21,10.0,30,69,170,1,30.0,,20.0,0.0,0.059,15.0,0.0
177197,0,30,0,6,3,F,19,10.0,35,65,213,2,48.0,,15.0,15.0,0.2,9.6,0.25
38123,0,09,0,4,1,M,25,2.0,24,78,308,2,32.0,,17.0,15.0,0.125,16.0,0.143
88386,0,11,0,5,3,F,22,11.0,52,71,534,5,128.0,9.0,16.0,14.67,0.25,12.8,0.3
165454,0,31,0,6,1,M,17,16.0,70,48,214,1,159.0,6.0,21.0,0.0,0.067,13.25,0.0
109028,0,41,0,6,2,M,16,8.0,32,83,167,4,50.0,,15.0,0.0,0.2,10.0,0.0
191643,0,27,1,6,2,M,18,10.0,84,87,466,5,418.0,8.0,20.0,10.0,0.238,11.94,0.2
20189,0,47,1,6,1,F,23,27.0,82,73,194,2,295.0,2.0,30.0,30.0,0.091,14.75,0.091
123672,0,53,0,4,3,F,16,20.0,27,85,166,4,100.0,,25.0,23.33,0.25,20.0,0.375
64203,1,28,1,6,4,M,15,9.0,86,81,256,9,229.0,5.0,12.0,6.38,0.474,6.19,0.727
134883,0,51,0,4,1,M,16,0.0,13,76,188,1,15.0,,15.0,0.0,0.2,15.0,0.0
71982,0,51,0,6,4,F,20,19.0,68,28,240,5,86.0,2.0,20.0,2.5,0.238,5.38,0.2
140537,0,43,0,6,3,M,18,7.0,57,68,196,3,86.0,8.0,12.0,10.0,0.143,8.6,0.2
99338,1,35,1,6,3,F,16,5.0,51,87,676,3,93.0,4.0,10.0,10.0,0.15,7.75,0.111
58460,0,51,0,6,3,F,18,8.0,33,83,178,5,43.0,,11.0,4.5,0.25,7.17,0.222
89335,0,18,0,5,1,F,21,0.0,16,87,371,1,25.0,,25.0,25.0,0.143,25.0,0.333
52196,1,40,0,4,1,M,19,10.0,28,82,338,2,30.0,,15.0,10.0,0.111,10.0,0.125
77416,0,38,0,6,1,F,22,21.0,65,69,320,2,108.0,7.0,26.0,26.0,0.091,15.43,0.182
102694,0,30,1,6,3,F,15,12.0,72,72,219,5,178.0,2.0,17.0,10.0,0.227,10.47,0.273
113309,0,12,1,6,4,M,15,8.0,75,80,320,7,150.0,8.0,10.0,6.25,0.389,5.17,0.364
64874,1,17,0,4,1,F,19,6.0,27,38,321,1,26.0,,16.0,0.0,0.067,13.0,0.0
189200,0,29,0,2,1,F,21,10.0,14,88,295,1,30.0,,20.0,20.0,0.125,15.0,0.25
150730,1,20,0,6,1,F,20,15.0,38,85,317,1,35.0,3.0,20.0,20.0,0.067,11.67,0.167
43149,0,26,1,6,2,U,17,15.0,78,68,300,3,245.0,6.0,20.0,17.0,0.15,12.89,0.1
34617,0,20,0,6,3,M,17,2.0,63,67,255,4,102.0,3.0,12.0,10.0,0.222,10.2,0.222
135470,0,12,0,6,1,U,19,17.0,33,91,519,2,38.0,9.0,20.0,15.0,0.118,9.5,0.286
90022,0,12,0,6,2,M,17,11.0,64,98,431,6,177.0,6.0,16.0,11.25,0.3,11.8,0.364
151546,0,10,0,4,1,U,21,0.0,15,22,163,1,20.0,,20.0,20.0,0.143,20.0,0.333
169345,0,12,0,4,1,F,26,12.0,62,55,316,1,70.0,,15.0,0.0,0.059,7.78,0.0
144399,0,11,0,4,1,F,16,0.0,13,64,493,1,15.0,,15.0,0.0,0.2,15.0,0.0
3985,1,52,3,11,1,F,7,16.0,110,69,197,2,265.9,,20.0,10.0,0.091,10.23,0.091
68531,0,21,1,6,1,M,21,10.0,47,89,281,5,140.0,4.0,15.0,12.8,0.263,10.0,0.455
38144,0,08,0,6,2,F,18,10.0,63,87,394,3,84.0,3.0,13.0,12.0,0.158,8.4,0.222
183809,0,44,0,6,2,M,15,25.0,41,84,308,2,92.0,,30.0,0.0,0.1,18.4,0.0
35322,0,12,0,5,4,M,16,15.0,68,66,415,3,157.0,8.0,20.0,0.0,0.143,10.47,0.0
37318,0,18,1,6,4,F,15,15.0,52,79,443,6,157.0,8.0,20.0,13.6,0.286,9.24,0.5
66832,0,44,0,3,1,M,15,10.0,34,91,669,1,45.0,6.0,20.0,0.0,0.063,15.0,0.0
91196,0,28,14,5,1,F,19,9.0,64,94,384,2,125.0,5.0,14.0,0.0,0.105,8.93,0.0
156821,0,06,0,4,1,U,18,0.0,20,54,377,2,30.0,,15.0,15.0,0.182,15.0,0.2
166510,0,02,0,6,3,F,18,6.0,50,88,727,5,142.0,9.0,21.0,17.0,0.238,17.75,0.3
153500,0,20,0,6,1,F,24,10.0,43,66,367,2,52.0,5.0,15.0,15.0,0.1,10.4,0.111
114000,0,43,1,5,2,F,15,9.0,79,96,522,3,266.0,2.0,14.0,12.0,0.15,9.5,0.222
182093,0,18,1,6,2,F,19,12.0,82,79,459,2,321.0,8.0,17.0,0.0,0.095,11.07,0.0
149078,0,24,10,5,1,M,17,15.0,81,96,799,3,265.0,9.0,20.0,12.5,0.143,12.62,0.2
128599,1,27,0,6,3,M,17,6.0,30,85,318,5,41.0,,11.0,8.2,0.278,8.2,0.556
57461,0,11,1,7,4,F,15,17.0,76,71,358,8,260.0,7.0,20.0,15.4,0.4,11.82,0.455
86487,0,39,0,4,1,F,16,0.0,13,3,257,1,15.0,,15.0,15.0,0.2,15.0,0.5
90210,0,18,0,6,2,M,18,40.0,23,73,360,2,60.0,,50.0,0.0,0.154,30.0,0.0
27650,0,18,0,5,4,M,15,4.0,23,88,418,3,28.0,,7.0,6.5,0.273,5.6,0.667
26979,0,41,1,4,2,F,18,15.0,50,90,404,2,147.0,0.0,20.0,14.0,0.133,10.5,0.143
185194,0,43,11,5,1,F,11,15.0,66,85,215,1,108.0,3.0,20.0,0.0,0.056,10.8,0.0
56193,0,24,0,4,1,F,24,6.0,33,94,573,3,71.0,,21.0,18.67,0.143,17.75,0.273
21264,0,51,0,5,1,F,18,5.0,21,88,271,2,35.0,,20.0,15.0,0.143,17.5,0.143
145809,0,20,7,6,1,F,17,22.0,54,66,450,2,175.0,6.0,25.0,10.0,0.091,11.67,0.091
12559,0,12,0,7,1,F,8,0.0,48,91,601,2,125.0,,25.0,25.0,0.143,25.0,0.143
25352,0,39,0,6,2,M,17,0.0,21,64,272,2,50.0,,25.0,25.0,0.25,25.0,0.5
14982,1,01,1,2,1,F,27,21.0,36,49,342,2,241.0,7.0,25.0,10.0,0.25,16.07,0.25
130401,0,15,1,6,3,F,17,7.0,78,84,358,6,115.0,5.0,10.0,5.33,0.3,4.6,0.273
137964,0,23,12,5,1,F,16,18.0,75,46,284,2,133.0,6.0,20.0,13.5,0.105,7.0,0.25
97308,0,40,0,6,1,F,19,20.0,36,87,360,4,113.0,,25.0,11.0,0.211,16.14,0.2
98796,0,36,1,6,4,F,15,7.0,60,97,833,5,87.0,4.0,10.0,10.0,0.25,6.69,0.222
119446,0,24,0,2,1,F,15,10.0,63,82,431,1,157.0,1.0,15.0,0.0,0.143,9.24,0.0
33800,0,28,0,4,1,F,18,0.0,12,65,305,1,25.0,,25.0,0.0,0.2,25.0,0.0
32812,0,24,1,6,4,U,16,3.0,58,86,294,10,107.0,7.0,8.0,6.33,0.5,5.94,0.6
148133,0,24,0,6,1,M,21,10.0,38,71,215,1,60.0,9.0,35.0,35.0,0.053,30.0,0.111
137915,0,51,0,6,4,M,16,2.0,25,83,213,6,30.0,,5.0,4.5,0.5,3.75,0.667
107944,0,02,1,6,2,F,16,7.0,72,96,604,3,158.0,9.0,12.0,10.0,0.15,9.29,0.222
49707,0,34,3,5,1,F,20,15.0,80,73,470,3,250.0,9.0,20.0,16.0,0.143,11.36,0.1
20450,0,49,0,6,3,F,16,5.0,35,82,252,4,33.0,,10.0,7.0,0.2,6.6,0.333
70275,0,28,0,4,1,F,25,0.0,25,72,331,2,40.0,,20.0,20.0,0.118,20.0,0.143
36956,1,49,1,6,4,F,22,7.0,68,47,286,7,199.0,5.0,10.0,7.67,0.35,6.22,0.545
96039,1,45,1,6,4,F,19,8.0,78,70,198,7,193.0,3.0,10.0,8.67,0.318,6.89,0.273
2027,0,18,1,11,1,M,16,35.0,90,62,342,8,492.0,8.0,50.0,32.5,0.364,30.75,0.182
62046,0,36,0,5,1,M,17,0.0,14,90,435,1,25.0,,25.0,25.0,0.2,25.0,0.5
118102,0,53,0,6,1,F,22,15.0,25,80,158,2,55.0,,35.0,35.0,0.143,27.5,0.143
1322,1,05,0,11,2,F,7,5.0,94,72,397,4,174.0,7.0,15.0,13.0,0.19,12.43,0.2
179472,0,01,6,5,1,F,17,15.0,77,11,238,2,310.0,2.0,25.0,10.0,0.095,13.48,0.1
92024,0,30,0,4,1,M,23,0.0,24,68,282,2,30.0,,15.0,15.0,0.133,15.0,0.167
77862,0,16,1,6,3,M,15,15.0,59,95,374,3,157.0,8.0,20.0,12.0,0.158,8.72,0.111
121552,1,01,0,3,1,M,21,0.0,13,22,408,1,15.0,,15.0,15.0,0.143,15.0,0.333
150400,0,18,0,5,2,M,15,10.0,65,67,400,3,146.0,5.0,15.0,12.0,0.158,10.43,0.125
69327,0,38,0,6,3,F,18,5.0,23,32,338,3,30.0,,10.0,6.67,0.25,7.5,0.5
186462,1,40,1,6,3,F,4,7.0,82,82,350,3,120.0,7.0,10.0,5.0,0.167,4.29,0.25
141110,0,07,1,6,4,U,17,3.0,29,90,389,8,53.0,,8.0,6.4,0.533,6.63,0.625
75341,1,34,1,6,2,F,18,7.0,64,71,362,3,91.0,8.0,12.0,0.0,0.143,7.0,0.0
2238,0,44,1,11,2,M,15,12.0,86,88,274,5,144.0,5.0,15.0,14.25,0.263,9.0,0.364
70231,0,11,1,6,4,M,22,5.0,36,75,452,9,88.0,7.0,8.0,6.14,0.474,5.87,0.636
35864,0,18,0,6,1,M,18,10.0,50,0,0,1,80.0,,25.0,20.0,0.053,20.0,0.111
55450,1,45,6,5,1,F,18,8.0,70,84,173,2,67.0,4.0,10.0,7.5,0.105,3.53,0.2
95408,1,46,0,5,1,F,21,10.0,22,79,353,2,20.0,,15.0,15.0,0.167,10.0,0.167
167784,1,17,1,6,2,F,20,15.0,66,48,274,4,156.0,3.0,25.0,16.33,0.19,14.18,0.3
27199,0,35,0,6,4,F,18,8.0,48,98,509,7,104.0,9.0,13.0,11.75,0.389,10.4,0.444
138262,1,25,0,6,4,F,15,1.0,26,25,156,5,31.0,,6.0,5.0,0.417,5.17,0.667
152745,0,24,0,4,1,U,25,12.0,63,75,483,1,144.0,0.0,15.0,0.0,0.063,11.08,0.0
149653,1,07,0,6,1,F,25,10.0,40,32,292,2,60.0,3.0,20.0,0.0,0.1,15.0,0.0
173080,0,46,5,6,1,F,23,20.0,73,70,254,2,235.0,2.0,25.0,20.0,0.105,14.69,0.111
96481,0,16,0,6,1,M,18,7.0,58,69,333,1,98.0,3.0,17.0,0.0,0.053,14.0,0.0
29569,0,30,0,6,4,M,16,4.0,25,75,250,6,38.0,,7.0,5.67,0.4,5.43,0.375
70198,0,41,1,5,3,M,15,8.0,35,91,257,7,70.0,4.0,10.0,7.2,0.412,7.0,0.5
135246,0,02,0,6,1,F,24,20.0,59,93,448,1,116.0,8.0,25.0,0.0,0.048,16.57,0.0
165876,0,30,0,3,1,M,21,0.0,13,44,275,1,20.0,,20.0,20.0,0.143,20.0,0.333
116878,0,02,0,4,1,F,17,0.0,13,82,578,1,15.0,,15.0,15.0,0.2,15.0,0.5
172140,1,35,11,6,1,F,17,15.0,59,88,588,1,107.0,8.0,20.0,0.0,0.05,10.7,0.0
51486,1,30,1,4,4,M,17,6.0,62,42,119,7,140.0,5.0,9.0,6.0,0.368,6.36,0.455
76481,0,44,0,6,3,M,21,15.0,43,76,328,4,95.0,8.0,20.0,20.0,0.211,15.83,0.222
20278,0,35,0,5,1,F,16,25.0,74,80,284,2,132.0,8.0,30.0,30.0,0.095,14.67,0.1
94851,1,01,0,6,3,F,19,5.0,59,42,316,4,95.0,,10.0,10.0,0.2,7.31,0.111
73820,0,20,0,3,2,F,16,10.0,20,53,409,3,34.0,,15.0,9.33,0.2,8.5,0.5
96075,1,36,1,5,4,M,16,4.0,68,68,220,5,94.0,3.0,7.0,5.0,0.263,4.7,0.25
162343,1,13,1,6,4,M,16,19.0,47,76,613,6,117.0,9.0,22.0,11.0,0.286,10.64,0.273
135586,0,18,0,6,2,F,17,10.0,74,82,432,3,231.0,8.0,25.0,15.0,0.143,17.77,0.1
149887,1,31,0,6,1,M,23,10.0,37,73,442,2,65.0,,15.0,15.0,0.105,10.83,0.222
108150,1,12,0,6,2,F,18,10.0,49,76,479,2,76.0,9.0,20.0,20.0,0.111,15.2,0.125
50495,0,31,0,6,1,F,18,15.0,52,21,147,1,105.0,0.0,25.0,0.0,0.053,17.5,0.0
22387,0,43,0,5,2,F,21,13.0,25,88,224,3,24.0,,16.0,10.5,0.231,8.0,0.4
71555,0,16,1,6,2,F,21,10.0,41,83,361,5,81.0,7.0,15.0,11.0,0.263,9.0,0.4
11254,1, .,0,7,2,F,6,20.0,104,75,470,4,295.0,6.0,30.0,25.0,0.19,22.69,0.2
71404,0,42,1,6,2,M,18,20.0,37,79,393,3,98.0,,25.0,0.0,0.143,14.0,0.0
141384,0,12,1,6,4,M,15,5.0,66,97,590,8,97.0,,10.0,6.25,0.4,5.71,0.364
68601,0,13,1,3,3,F,15,7.0,59,98,920,4,87.0,9.0,10.0,5.75,0.308,5.8,0.8
74102,1,43,0,4,1,F,24,10.0,50,85,246,2,59.0,2.0,15.0,15.0,0.111,11.8,0.25
119086,0,42,1,6,4,M,17,30.0,50,85,386,9,262.0,6.0,33.0,13.25,0.429,11.39,0.4
132003,1,46,0,4,4,F,16,5.0,21,77,240,3,39.0,,8.0,8.0,0.3,5.57,0.4
96528,0,41,1,5,4,F,15,3.0,44,51,171,8,55.0,4.0,5.0,3.5,0.444,3.06,0.5
157251,0,11,0,5,1,F,26,5.0,23,69,1083,1,45.0,,25.0,20.0,0.071,22.5,0.143
37860,0,06,11,4,1,F,18,13.0,68,66,322,1,102.0,,15.0,0.0,0.063,6.0,0.0
69577,1,44,0,6,3,M,19,5.0,34,94,506,3,36.0,5.0,10.0,7.0,0.167,7.2,0.143
107658,1,45,0,6,4,F,15,8.0,55,74,197,5,97.0,4.0,11.0,8.33,0.227,6.93,0.273
52398,1,43,0,6,2,F,22,15.0,73,84,230,6,234.0,3.0,20.0,13.25,0.273,11.14,0.364
39246,1,18,0,6,4,F,17,2.0,25,95,364,7,34.0,,5.0,4.5,0.538,4.25,0.667
169639,0, .,0,4,1,F,20,15.0,54,46,315,1,65.0,4.0,20.0,20.0,0.056,13.0,0.125
81481,0,45,0,6,1,F,21,15.0,63,68,214,2,77.0,,20.0,20.0,0.118,9.63,0.25
91803,0,18,0,6,3,M,16,7.0,24,58,303,4,26.0,,10.0,6.0,0.333,5.2,0.5
34788,0,37,0,6,2,M,24,15.0,55,93,242,3,115.0,4.0,25.0,20.0,0.158,19.17,0.222
99774,0,39,1,6,2,M,18,12.0,70,86,316,4,113.0,6.0,15.0,11.5,0.19,6.65,0.182
67342,1,17,0,6,2,M,18,15.0,47,25,367,3,79.0,0.0,20.0,17.5,0.136,11.29,0.182
110822,1,24,0,5,2,F,15,8.0,36,87,284,3,62.0,,18.0,10.0,0.158,12.4,0.125
39570,0,38,1,6,2,F,17,45.0,73,76,406,4,369.0,9.0,50.0,40.0,0.182,20.5,0.182
59866,0,39,0,5,1,F,15,20.0,47,87,370,2,62.0,7.0,25.0,22.5,0.118,12.4,0.286
90350,1,11,0,5,1,U,26,10.0,44,67,409,3,80.0,7.0,20.0,15.0,0.136,13.33,0.182
166546,0,11,0,3,1,M,24,0.0,16,70,505,1,20.0,,20.0,20.0,0.1,20.0,0.25
19382,0,24,1,5,3,F,18,4.0,75,42,243,5,116.0,,7.0,6.0,0.278,4.83,0.25
24123,0,47,0,4,1,F,23,0.0,15,74,185,0,25.0,,25.0,0.0,0.0,25.0,0.0
114190,0,39,0,5,3,M,16,6.0,28,73,226,3,46.0,,11.0,8.67,0.3,6.57,0.6
131143,0,27,0,6,1,F,18,15.0,31,68,342,2,37.0,,20.0,0.0,0.125,12.33,0.0
105718,0,30,0,6,2,F,19,15.0,23,46,168,2,35.0,,20.0,20.0,0.143,11.67,0.167
67034,0,21,0,6,4,F,16,4.0,28,77,301,6,31.0,,7.0,6.5,0.4,5.17,0.333
179606,1,34,1,6,2,F,18,9.0,58,50,269,3,87.0,6.0,12.0,10.0,0.158,7.25,0.125
171555,0,46,0,6,1,F,20,9.0,69,75,310,2,100.0,4.0,15.0,15.0,0.105,11.11,0.125
138110,0,23,1,6,3,F,18,11.0,84,88,357,5,296.0,7.0,16.0,13.0,0.238,10.96,0.2
162134,0,12,1,6,2,F,17,7.0,55,14,259,3,109.0,8.0,10.0,6.0,0.136,6.81,0.091
89630,0,25,0,4,1,F,17,10.0,29,43,344,2,30.0,,15.0,15.0,0.111,10.0,0.143
94228,0,22,0,3,1,F,21,0.0,13,41,290,1,15.0,,15.0,15.0,0.143,15.0,0.333
114662,0,26,0,5,1,F,21,12.0,54,95,523,1,60.0,,15.0,15.0,0.056,6.67,0.125
80449,1,27,1,6,2,F,18,8.0,58,78,306,2,88.0,1.0,11.0,11.0,0.111,5.87,0.111
81170,0,44,0,6,2,M,25,15.0,46,73,205,5,109.0,5.0,20.0,12.0,0.238,10.9,0.1
75238,0,31,8,3,1,F,15,47.0,80,61,214,3,309.5,0.0,52.0,10.0,0.167,10.67,0.125
75511,0,28,1,6,4,M,18,3.0,28,81,341,5,30.0,,6.0,4.67,0.313,5.0,0.375
48701,0,40,0,6,3,M,16,5.0,36,89,362,4,34.0,,10.0,8.0,0.211,6.8,0.333
188316,1,21,0,8,1,F,6,20.0,71,87,320,2,131.0,1.0,25.0,0.0,0.095,13.1,0.0
13782,1, .,10,5,1,F,6,20.0,98,69,210,2,415.0,0.0,25.0,20.0,0.1,18.04,0.111
