CONTROL_NUMBER,DONATED,CLUSTER_CODE,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,FREQUENCY_STATUS_97NK,INCOME_GROUP,RECENT_CARD_RESPONSE_PROP,LIFETIME_CARD_PROM,DONOR_AGE,URBANICITY,LAST_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,MEDIAN_HOME_VALUE,HOME_OWNER,PCT_ATTRIBUTE4,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_COUNT
10196,1,02,0,15,2,,0.111,17,,U,10.0,63,403,39,4435,U,99,16.0,1
73304,0,37,0,45,4,2.0,0.222,17,87.0,T,6.0,42,138,39,438,U,64,17.0,5
175520,0,04,0,14,3,1.0,0.091,20,85.0,U,25.0,50,222,21,621,U,18,20.0,4
58753,0,51,0,28,4,1.0,0.5,10,69.0,R,6.0,23,205,85,334,U,26,18.0,5
182286,1,25,0,38,1,4.0,0.5,5,57.0,C,15.0,12,262,38,699,H,26,17.0,1
172887,0,30,0,33,1,2.0,0.333,6,37.0,C,23.0,15,256,55,759,H,31,21.0,1
153689,1,14,1,36,2,7.0,0.222,14,67.0,S,20.0,33,604,88,2430,H,11,17.0,3
6102,0,40,1,34,2,1.0,0.364,18,69.0,T,10.0,77,357,90,1297,U,26,24.0,4
173675,0,38,0,31,2,4.0,0.167,28,81.0,T,15.0,67,342,52,2027,H,31,16.0,2
130700,0,24,0,19,4,2.0,0.3,26,49.0,C,25.0,69,422,75,913,H,35,17.0,6
111704,0,22,0,25,4,,0.364,17,,C,15.0,40,336,50,872,U,26,16.0,6
78274,0,08,0,44,1,5.0,0.125,15,70.0,U,20.0,38,196,42,354,U,21,15.0,2
157108,0,11,0,29,1,,0.125,17,,S,16.0,48,367,29,4725,U,34,26.0,2
22900,1,31,0,0,2,,0.143,22,,C,10.0,54,170,10,750,U,0,17.0,2
16230,0,47,0,28,2,3.0,0.143,11,,R,25.0,24,306,83,531,U,18,24.0,3
21757,1,45,0,27,2,5.0,0.1,22,63.0,R,20.0,58,197,79,529,H,42,18.0,3
136572,0,28,0,35,1,5.0,0.111,16,34.0,C,30.0,42,459,60,1295,H,44,19.0,2
85966,0,31,0,0,3,5.0,0.429,11,,C,10.0,26,78,3,450,U,0,16.0,4
107259,0,24,0,34,3,3.0,0.125,12,39.0,C,25.0,31,310,75,541,H,14,20.0,4
158718,0,20,0,29,1,,0.125,14,,S,15.0,32,378,45,2064,U,45,19.0,2
44406,1,28,0,47,2,5.0,0.273,27,58.0,C,10.0,63,292,77,945,H,59,17.0,5
189200,0,29,0,42,1,,0.25,7,,C,20.0,14,295,88,1038,U,68,21.0,1
30855,0,35,1,41,1,6.0,0.333,6,40.0,T,20.0,16,490,84,1336,H,38,19.0,1
57976,0,30,0,48,2,2.0,0.091,23,76.0,C,21.0,57,244,75,407,H,53,16.0,3
40105,1,21,0,23,2,4.0,0.0,21,51.0,S,15.0,54,228,45,700,H,26,19.0,2
92332,0,24,0,37,3,6.0,0.545,33,85.0,C,13.0,87,591,65,3139,U,38,16.0,6
50003,1,39,42,34,3,3.0,0.2,32,70.0,T,10.0,76,194,38,591,H,9,19.0,4
341,1,49,0,27,1,,0.111,37,67.0,R,15.0,106,327,83,517,U,25,15.0,4
178008,0,45,0,45,3,4.0,0.111,25,66.0,R,25.0,66,186,70,407,H,43,17.0,3
163480,0,01,0,22,1,6.0,0.167,9,45.0,U,20.0,23,446,81,2062,U,58,18.0,2
168010,0,14,0,29,1,7.0,0.333,5,33.0,S,15.0,13,601,82,2627,H,0,20.0,1
96589,0,25,0,26,2,2.0,0.0,25,76.0,C,25.0,63,164,42,487,H,17,15.0,2
163178,0,02,0,22,2,,0.0,29,,U,11.0,72,430,87,2618,U,54,20.0,2
46155,0,37,0,43,3,2.0,0.5,10,77.0,T,6.0,23,224,83,933,H,51,21.0,3
124528,0,24,0,38,2,,0.2,31,60.0,C,14.0,68,359,47,567,U,25,22.0,3
168976,0,42,0,40,3,1.0,0.111,26,,R,14.0,62,364,87,1331,U,36,18.0,3
77379,1,38,0,30,1,,0.111,27,,T,20.0,65,415,85,789,U,0,18.0,1
86202,0,36,0,23,1,4.0,0.222,23,53.0,T,25.0,59,275,79,527,H,23,15.0,2
2797,0,13,0,40,4,6.0,0.4,23,,S,12.0,58,371,87,1173,H,55,10.0,9
140876,0,38,0,42,4,2.0,0.3,31,52.0,T,25.0,78,272,39,1503,H,28,16.0,5
169760,0,24,0,35,1,,0.0,16,80.0,C,12.0,43,452,72,1992,U,22,26.0,2
142359,0,25,0,49,2,2.0,0.1,22,84.0,C,8.0,54,336,82,1175,U,51,25.0,3
71904,1,30,0,29,3,2.0,0.143,29,78.0,C,5.0,72,245,82,347,H,64,18.0,3
176881,1,39,5,47,4,2.0,0.667,10,67.0,T,5.0,25,205,39,415,H,28,16.0,4
138311,1,11,0,34,2,6.0,0.182,22,83.0,S,12.0,57,437,62,1708,H,42,18.0,4
173268,0,46,1,42,4,2.0,0.4,16,,R,9.0,36,227,71,535,H,45,18.0,6
173495,0, .,0,0,1,,0.2,12,,?,17.0,30,0,0,0,U,0,20.0,2
176309,0,31,0,36,4,,0.143,25,69.0,C,10.0,62,345,58,607,U,27,16.0,5
13277,0, .,0,0,1,,0.333,16,,?,20.0,56,404,0,4500,U,0,17.0,3
137300,0,46,1,38,2,2.0,0.1,20,,R,20.0,56,244,82,694,H,43,18.0,3
179257,1,14,0,37,3,7.0,0.167,17,35.0,S,10.0,40,605,92,1449,H,10,17.0,3
40276,0,26,0,41,4,4.0,0.455,26,54.0,C,5.0,62,266,68,747,H,47,17.0,9
115574,0,14,0,33,2,6.0,0.2,33,53.0,S,17.0,77,438,86,724,H,12,18.0,3
100501,0,12,0,33,3,1.0,0.5,10,,S,10.0,24,485,86,1059,H,34,17.0,4
124143,1,24,0,24,3,,0.3,30,59.0,C,6.0,69,538,90,846,U,25,22.0,6
133004,0,27,0,27,3,4.0,0.333,13,57.0,C,10.0,33,359,81,505,H,17,16.0,5
97538,0,36,0,37,1,2.0,0.286,12,,T,20.0,29,236,75,405,H,32,24.0,2
8048,0,40,0,39,1,5.0,0.0,15,83.0,T,15.0,41,310,81,636,H,19,27.0,1
132239,0,48,0,40,3,1.0,0.125,19,87.0,R,10.0,49,130,53,382,U,42,15.0,3
9912,0,23,0,43,2,,0.0,21,84.0,C,0.0,82,417,94,1619,U,62,,0
132339,1,49,0,32,4,2.0,0.364,33,67.0,R,12.0,77,260,83,779,H,31,18.0,9
186015,0, .,0,0,1,2.0,0.273,35,,?,10.0,89,260,74,689,U,0,23.0,4
49128,0,36,0,30,1,,0.111,20,54.0,T,20.0,49,189,75,375,U,39,19.0,2
113686,1,27,21,42,1,4.0,0.1,17,40.0,C,15.0,40,358,76,657,H,22,26.0,3
189453,0,35,0,28,1,5.0,0.111,30,54.0,T,21.0,64,744,75,5104,U,28,23.0,1
173737,1,39,0,20,2,4.0,0.222,18,79.0,T,31.0,45,327,63,1473,H,2,20.0,2
33699,0,53,0,37,4,,0.636,33,59.0,R,4.0,66,218,68,483,U,34,21.0,9
182840,0,46,0,35,1,4.0,0.111,21,67.0,R,36.0,53,307,79,627,H,30,24.0,1
80395,1,24,0,29,1,5.0,0.0,4,,C,15.0,12,477,81,902,H,26,18.0,1
38036,0,21,1,15,1,3.0,0.0,8,51.0,S,20.0,21,299,58,684,H,5,19.0,2
93139,0,01,0,10,1,7.0,0.25,13,29.0,U,20.0,28,550,94,1852,H,41,19.0,2
121773,1,15,0,18,3,3.0,0.222,13,33.0,S,25.0,32,306,1,1500,U,0,16.0,4
3827,0,34,0,29,3,2.0,0.333,24,77.0,T,20.0,55,325,73,723,H,50,16.0,3
113310,0,11,0,36,1,7.0,0.0,24,53.0,S,15.0,54,537,64,2102,H,39,25.0,1
159579,0,35,31,19,1,6.0,0.0,22,51.0,T,19.0,52,517,78,1075,H,30,18.0,1
64058,1,35,0,31,2,6.0,0.2,10,41.0,T,15.0,29,498,97,904,H,22,21.0,2
8708,1, .,0,0,1,,0.333,31,81.0,?,10.0,117,143,76,684,U,0,15.0,4
62384,0,12,0,27,1,5.0,0.0,13,45.0,S,15.0,31,396,94,823,H,13,18.0,2
94307,1,07,0,22,4,1.0,0.3,19,77.0,U,5.0,46,269,52,1063,H,54,16.0,7
138239,1,13,0,38,1,7.0,0.0,11,42.0,S,15.0,28,655,97,2026,H,47,26.0,1
20450,0,49,3,29,3,4.0,0.333,14,55.0,R,10.0,35,252,82,556,H,23,16.0,4
24949,1,49,0,31,1,6.0,0.222,20,51.0,R,16.0,41,273,56,482,H,34,23.0,3
133949,1,40,1,20,3,,0.25,20,,T,5.0,58,317,80,723,U,33,18.0,3
54180,0,51,1,21,1,5.0,0.0,18,,R,17.0,47,230,82,390,H,23,18.0,1
168515,0,02,0,25,1,6.0,0.25,22,62.0,U,20.0,52,583,74,2766,H,11,21.0,2
35168,0,11,0,34,2,5.0,0.375,18,17.0,S,25.0,51,644,67,1711,H,26,16.0,3
36840,0,20,1,27,1,5.0,0.143,28,,S,10.0,71,375,68,960,H,37,19.0,2
132522,1,27,6,44,4,,0.6,16,,C,5.0,36,102,28,1188,U,30,17.0,8
8688,0,49,0,34,2,4.0,0.0,22,67.0,R,18.0,100,297,84,535,H,24,18.0,2
70803,1,53,0,38,4,3.0,0.455,26,86.0,R,5.0,57,244,87,299,U,57,17.0,6
107279,1,12,1,33,4,5.0,0.286,12,50.0,S,6.0,30,417,73,825,H,20,17.0,4
14940,0,28,0,24,3,2.0,0.182,25,76.0,C,26.0,80,343,92,538,U,60,19.0,6
96344,1,41,0,17,2,2.0,0.143,25,,T,10.0,62,219,78,293,H,49,15.0,3
27933,1,35,2,40,2,,0.222,31,,T,19.0,79,481,83,1067,U,17,17.0,3
151812,0,10,4,22,4,,0.4,15,,U,10.0,33,193,22,1102,U,42,18.0,8
117180,0,03,0,35,1,7.0,0.111,31,80.0,U,23.0,76,913,57,3922,U,49,17.0,2
178598,1,12,0,28,4,3.0,0.5,15,50.0,S,4.0,33,519,79,1516,U,44,19.0,9
185774,1, .,0,0,4,2.0,0.182,38,,?,10.0,118,278,13,650,H,0,16.0,6
61118,0,32,0,25,2,5.0,0.167,16,44.0,C,20.0,39,264,70,363,H,16,16.0,2
19777,0,14,0,28,1,,0.0,21,,S,42.0,49,381,92,1170,U,28,18.0,2
109356,0,42,0,25,2,,0.125,12,,R,15.0,29,401,88,811,U,22,20.0,3
73881,0,21,0,24,1,2.0,0.0,5,74.0,S,15.0,13,251,65,563,H,30,16.0,1
79885,0,51,0,26,1,2.0,0.0,20,80.0,R,20.0,50,253,82,419,U,29,18.0,2
153818,1,13,2,50,2,,0.2,32,,S,10.0,82,574,92,2780,U,52,15.0,4
68242,0,10,0,44,1,2.0,0.5,5,55.0,U,20.0,14,274,69,377,U,16,18.0,1
148396,1,24,1,27,4,7.0,0.5,16,46.0,C,5.0,38,437,60,4233,H,12,18.0,7
25918,1,14,0,26,3,7.0,0.25,11,47.0,S,20.0,25,612,92,1155,H,5,15.0,5
116715,0,06,0,21,3,3.0,0.455,26,53.0,U,10.0,69,400,79,632,H,16,15.0,7
189315,0, .,0,0,1,,0.0,23,,?,5.0,56,490,40,5000,U,0,18.0,2
57241,0,43,0,30,1,,0.125,11,,R,16.0,29,251,68,471,U,35,26.0,2
60657,0,13,0,37,1,7.0,0.0,29,76.0,S,60.0,67,512,83,1031,H,57,18.0,1
148215,0,02,0,31,3,3.0,0.2,9,47.0,U,15.0,22,471,91,2509,H,59,18.0,3
184172,1,16,0,34,1,5.0,0.167,9,45.0,S,15.0,24,257,75,485,H,28,18.0,2
148174,0,13,0,29,1,6.0,0.111,15,41.0,S,50.0,39,673,93,5372,H,48,24.0,1
56783,0,16,0,62,1,4.0,0.222,21,52.0,S,21.0,52,268,82,644,H,47,16.0,2
191384,0, .,0,0,3,,0.1,25,56.0,?,15.0,66,0,0,0,U,0,20.0,3
76585,1,24,0,33,3,5.0,0.444,31,66.0,C,5.0,74,550,96,1282,H,39,16.0,5
191125,0,17,0,23,3,3.0,0.0,16,65.0,S,15.0,39,258,44,868,U,27,15.0,5
123694,0,24,0,33,1,,0.4,21,85.0,C,10.0,55,401,68,1005,U,12,17.0,4
135343,0,10,0,0,3,7.0,0.0,11,46.0,U,12.0,32,646,93,1430,H,0,15.0,3
88222,0,13,0,25,2,4.0,0.091,26,63.0,S,25.0,61,550,94,1846,H,40,18.0,3
16126,0,50,0,27,1,5.0,0.2,15,46.0,R,20.0,32,250,84,466,H,28,26.0,3
127978,0,48,0,29,3,1.0,0.4,14,37.0,R,5.0,41,827,84,1739,U,74,17.0,3
111835,0,50,0,14,3,5.0,0.143,12,71.0,R,10.0,31,132,63,225,H,49,20.0,3
183924,0,28,0,35,1,4.0,0.0,11,67.0,C,15.0,28,252,79,462,H,43,26.0,1
102181,1,11,0,43,2,6.0,0.2,21,63.0,S,14.0,51,307,36,915,H,58,18.0,4
31491,0,47,0,29,1,,0.25,15,77.0,R,19.0,39,206,73,412,U,47,20.0,2
109353,0,42,0,25,1,,0.333,9,,R,15.0,21,401,88,811,U,22,17.0,2
63518,0,43,0,30,4,3.0,0.636,31,,R,10.0,72,273,81,345,H,27,17.0,8
82584,0,22,2,13,1,,0.0,4,,C,15.0,12,223,28,1550,U,39,19.0,1
33243,0,11,8,36,1,3.0,0.125,12,37.0,S,30.0,28,406,73,1201,H,20,18.0,2
28846,0,47,0,22,4,,0.5,15,55.0,R,20.0,33,190,65,415,U,37,17.0,6
99852,0,31,6,6,1,2.0,0.125,29,59.0,C,14.0,71,208,23,500,H,99,21.0,2
111117,0,36,0,47,4,7.0,0.182,17,,T,3.0,39,370,91,715,H,41,19.0,5
18055,0,47,0,25,1,2.0,0.111,17,,R,20.0,43,258,74,536,U,27,27.0,3
230,0,40,2,34,1,3.0,0.0,16,71.0,T,20.0,44,450,86,2222,H,43,26.0,2
66600,0,16,0,48,2,4.0,0.1,27,66.0,S,10.0,63,438,90,800,H,48,18.0,4
123875,0,21,0,28,3,4.0,0.167,11,59.0,S,10.0,24,277,61,470,U,26,15.0,4
122131,1,14,0,26,3,7.0,0.364,31,51.0,S,30.0,73,597,92,831,H,13,15.0,5
110491,0,35,0,30,1,5.0,0.5,5,73.0,T,20.0,12,313,85,856,H,21,19.0,1
153871,0,11,7,32,1,7.0,0.0,5,55.0,S,15.0,13,609,79,3083,H,11,16.0,1
99588,0,16,0,52,3,5.0,0.5,23,,S,6.0,56,419,83,734,H,47,17.0,6
70090,1,30,0,34,1,3.0,0.0,16,51.0,C,15.0,39,284,74,313,H,17,24.0,2
54824,0,50,0,27,4,,0.727,21,52.0,R,5.0,50,159,77,379,U,42,16.0,11
121426,0,03,0,25,3,6.0,0.25,28,59.0,U,10.0,63,537,61,1108,H,27,18.0,4
105857,0,31,0,32,2,2.0,0.455,16,52.0,C,29.0,35,190,44,391,U,19,25.0,6
68440,1,10,0,28,1,4.0,0.222,13,66.0,U,15.0,28,232,59,327,U,68,22.0,3
52996,0,39,0,32,4,2.0,0.375,24,67.0,T,4.0,55,279,85,613,H,29,18.0,5
88210,0,14,2,43,1,,0.182,18,,S,17.0,42,636,92,1831,U,30,26.0,3
166142,0,03,0,12,2,5.0,0.2,9,59.0,U,20.0,20,308,36,2331,H,42,19.0,2
118819,1,24,0,26,3,,0.444,20,,C,20.0,54,421,67,786,U,14,15.0,4
162352,0,13,0,31,1,7.0,0.0,25,60.0,S,25.0,55,565,81,4224,H,47,17.0,2
164899,1,20,0,36,1,5.0,0.5,6,56.0,S,23.0,14,352,75,2094,H,44,17.0,1
120166,1,53,0,42,1,2.0,0.125,27,71.0,R,12.0,65,171,77,289,H,50,24.0,2
113797,0,35,1,31,1,6.0,0.0,14,78.0,T,15.0,43,275,82,630,U,44,20.0,1
152418,1,46,1,36,4,1.0,0.2,29,66.0,R,13.0,70,345,76,1637,U,41,16.0,4
11455,0,35,0,41,1,7.0,0.0,8,65.0,T,15.0,35,495,94,932,U,39,19.0,2
140481,1,41,0,30,1,3.0,0.222,18,45.0,T,20.0,51,281,62,636,H,12,24.0,2
12044,0,23,0,24,1,,0.091,34,60.0,C,35.0,101,325,43,1592,U,65,23.0,2
30131,0,51,1,28,2,3.0,0.333,7,,R,20.0,19,151,80,300,U,31,16.0,2
24600,0,35,1,30,3,3.0,0.222,18,73.0,T,9.0,48,528,81,1000,H,45,15.0,6
4631,0,05,0,40,1,6.0,0.1,24,66.0,U,25.0,102,493,87,2289,U,48,26.0,2
75272,0,21,0,32,2,1.0,0.0,32,7.0,S,15.0,80,281,88,441,H,23,26.0,2
87490,0,39,0,21,2,2.0,0.5,5,60.0,T,6.0,14,204,58,623,U,48,17.0,1
156462,0,03,0,26,1,6.0,0.1,17,35.0,U,25.0,42,481,48,3254,H,17,19.0,3
74986,0,36,2,48,1,1.0,0.091,20,71.0,T,17.0,54,264,78,344,H,54,26.0,2
166198,0,18,0,22,1,2.0,0.333,7,41.0,S,25.0,16,456,23,2826,U,38,21.0,1
6024,0,13,0,42,2,6.0,0.143,16,81.0,S,200.0,58,562,88,2716,H,67,17.0,1
30019,0,41,0,10,3,3.0,0.4,9,,T,10.0,23,50,34,339,U,26,21.0,3
50224,0,27,0,20,3,4.0,0.4,9,45.0,C,12.0,21,411,71,702,H,0,15.0,3
37605,0,03,0,25,1,5.0,0.0,21,7.0,U,25.0,45,367,77,1748,H,43,,0
85416,1,27,0,23,1,,0.0,18,,C,20.0,47,533,51,3303,U,17,26.0,1
79640,0,13,0,30,2,,0.111,32,84.0,S,10.0,81,414,90,814,U,53,20.0,3
87655,0,36,3,33,3,3.0,0.0,20,77.0,T,8.0,51,227,83,585,H,29,15.0,3
182762,0,36,2,45,2,5.0,0.667,7,,T,20.0,16,276,76,712,H,27,15.0,2
13603,0,10,0,4,1,3.0,0.0,19,57.0,U,10.0,64,236,28,1448,H,0,26.0,1
148939,0,35,0,27,1,7.0,0.222,21,,T,20.0,56,708,92,3412,H,10,22.0,2
155943,1,27,3,35,3,3.0,0.2,9,75.0,C,14.0,20,409,83,1309,H,10,15.0,3
169999,0,42,2,37,1,5.0,0.2,31,84.0,R,35.0,69,289,66,1597,H,50,24.0,2
185915,0,16,17,34,2,4.0,0.222,20,43.0,S,10.0,58,300,36,1622,H,15,17.0,3
137195,0,21,0,45,2,3.0,0.0,18,70.0,S,12.0,46,232,94,553,H,91,18.0,3
158064,0,01,0,25,1,,0.333,6,,U,20.0,15,333,1,0,U,17,21.0,1
65139,0,40,0,36,1,5.0,0.167,9,43.0,T,20.0,23,350,80,615,H,21,18.0,2
161204,1,46,0,24,1,1.0,0.0,5,,R,25.0,9,269,54,633,U,33,,0
94884,1,18,0,23,1,5.0,0.0,18,54.0,S,35.0,42,388,72,927,H,48,18.0,1
95409,0,49,0,42,1,7.0,0.111,14,67.0,R,20.0,32,338,76,559,H,26,18.0,3
134553,0,18,0,16,1,2.0,0.143,11,,S,23.0,26,377,90,631,H,24,25.0,2
52091,0,49,0,41,4,3.0,0.091,18,,R,5.0,38,365,83,786,U,16,17.0,6
159911,0,20,0,31,2,,0.0,10,70.0,S,15.0,24,313,57,790,U,55,18.0,3
130482,0,15,0,21,2,3.0,0.333,18,37.0,S,15.0,45,423,73,851,U,34,21.0,3
34121,0,27,12,38,1,5.0,0.333,27,69.0,C,10.0,73,313,65,848,H,16,22.0,3
170825,0,35,0,33,2,,0.143,20,,T,25.0,50,575,91,2409,U,36,15.0,2
165234,0,26,1,27,1,,0.2,11,,C,15.0,30,277,55,1532,U,36,24.0,1
14831,1,51,0,30,2,,0.273,25,,R,10.0,88,223,82,374,U,41,18.0,5
189531,1,53,0,34,1,2.0,0.429,14,81.0,R,18.0,25,250,70,813,U,31,16.0,3
118171,0,45,0,32,1,,0.0,31,26.0,R,50.0,78,195,75,396,U,44,,0
28461,0,15,0,29,3,1.0,0.0,31,87.0,S,6.0,68,334,37,1359,U,53,20.0,2
13566,1,05,0,0,4,4.0,0.143,20,,U,10.0,68,346,91,1493,H,0,18.0,4
166866,1,15,0,36,4,6.0,0.222,14,,S,10.0,38,754,89,3921,H,42,18.0,6
174735,0,49,0,40,1,5.0,0.0,14,38.0,R,15.0,42,351,86,550,U,27,20.0,1
38261,0,08,1,13,1,5.0,0.111,27,49.0,U,20.0,66,234,54,613,H,22,17.0,1
157106,1,35,0,36,2,6.0,0.364,35,46.0,T,36.0,85,1096,83,5886,H,42,20.0,4
55454,0,47,0,23,1,,0.333,9,,R,15.0,23,184,81,393,U,45,20.0,2
2643,1,15,0,23,3,,0.556,20,58.0,S,20.0,52,422,42,2123,U,24,13.0,7
118813,0,24,1,30,2,5.0,0.25,11,67.0,C,16.0,27,510,89,942,H,6,17.0,3
128230,0,14,1,25,1,6.0,0.2,9,81.0,S,100.0,21,584,90,918,H,20,24.0,1
132251,0,45,0,38,2,,0.2,31,,R,15.0,73,199,78,503,U,43,19.0,4
19920,0,27,36,22,2,,0.182,17,42.0,C,20.0,37,319,80,718,U,0,18.0,5
100610,0,13,0,35,1,,0.25,14,49.0,S,15.0,32,701,98,1684,U,43,24.0,2
168956,0,46,0,47,1,7.0,0.0,6,79.0,R,20.0,14,244,62,1014,H,44,20.0,1
45922,0,05,0,43,1,2.0,0.0,12,59.0,U,15.0,27,298,36,1055,H,47,17.0,1
66393,1,40,0,34,2,6.0,0.111,19,42.0,T,10.0,45,369,86,605,H,40,21.0,1
101665,1,40,3,28,4,5.0,0.636,32,24.0,T,6.0,81,413,80,803,H,21,15.0,13
115215,0,38,1,23,3,1.0,0.25,12,,T,10.0,29,169,32,421,U,48,17.0,4
42462,0,43,0,42,4,1.0,0.455,29,46.0,R,6.0,65,204,82,696,H,47,17.0,6
13803,0,49,0,17,3,4.0,0.444,23,56.0,R,6.0,72,321,91,671,H,31,17.0,7
161759,0,23,1,40,4,,0.0,33,77.0,C,22.0,77,578,81,4058,U,65,15.0,4
80293,0,49,1,26,1,3.0,0.1,23,70.0,R,21.0,58,259,85,635,U,29,20.0,1
121803,0,07,0,18,1,4.0,0.333,6,64.0,U,20.0,14,345,48,587,H,9,21.0,1
43674,1,29,0,53,2,,0.0,13,,C,10.0,38,328,73,888,U,67,17.0,2
45982,1,36,0,38,2,4.0,0.222,20,,T,15.0,58,285,77,607,H,21,18.0,4
167614,1,10,0,0,2,,0.182,25,,U,10.0,62,306,25,2378,U,0,24.0,4
171731,0,02,0,28,1,3.0,0.143,10,75.0,U,15.0,23,504,85,2241,H,43,20.0,2
109194,0,36,0,17,1,5.0,0.1,27,83.0,T,15.0,69,193,77,581,H,43,26.0,2
58884,0,43,0,28,4,,0.375,12,79.0,R,5.0,27,246,84,390,U,34,21.0,4
128015,0,41,0,16,1,,0.5,5,,T,15.0,13,156,61,202,U,25,17.0,1
79123,0,30,0,29,1,5.0,0.1,19,65.0,C,15.0,48,288,77,317,H,40,26.0,3
91942,1,16,0,43,4,2.0,0.545,34,74.0,S,5.0,75,357,98,868,H,47,17.0,8
126069,1,43,0,23,4,,0.5,27,7.0,R,7.0,69,204,75,362,U,41,16.0,5
59974,0,20,0,29,1,6.0,0.333,5,69.0,S,15.0,12,198,53,452,H,37,21.0,1
128912,0,19,3,52,2,3.0,0.5,10,67.0,S,15.0,23,236,49,641,H,28,21.0,3
169058,0,16,0,43,1,5.0,0.222,13,65.0,S,20.0,29,338,71,1149,H,30,18.0,4
18750,1,36,0,26,1,,0.182,18,45.0,T,15.0,41,302,69,482,U,24,25.0,3
36227,0,24,1,50,2,4.0,0.0,27,,C,10.0,68,424,90,909,H,39,18.0,2
159750,1,27,0,24,3,6.0,0.455,27,79.0,C,10.0,71,382,70,946,H,32,16.0,6
63045,0,41,0,35,3,2.0,0.0,11,41.0,T,10.0,25,201,56,336,U,29,18.0,3
189870,0,51,0,19,1,,0.125,30,,R,10.0,97,202,58,608,U,40,18.0,2
182763,0,49,2,47,2,2.0,0.429,11,71.0,R,20.0,23,258,85,844,H,30,20.0,3
22734,0,24,7,45,4,4.0,0.0,10,65.0,C,10.0,23,483,91,900,H,38,15.0,4
5681,0,48,0,19,1,1.0,0.0,34,83.0,R,20.0,87,126,65,242,H,99,26.0,1
160128,0,26,0,26,2,2.0,0.25,18,75.0,C,10.0,53,227,59,2262,H,35,17.0,2
39083,0,23,0,41,1,6.0,0.0,11,55.0,C,20.0,29,369,76,1424,H,74,26.0,1
14716,0,01,2,24,2,1.0,0.333,21,27.0,U,11.0,60,279,29,2777,H,32,24.0,4
141850,0,42,6,45,1,7.0,0.167,10,69.0,R,20.0,25,354,80,1104,H,36,24.0,1
170854,0,11,3,39,1,,0.0,6,,S,20.0,15,295,56,1135,U,19,20.0,1
60507,0,13,0,67,2,7.0,0.1,28,66.0,S,50.0,64,914,99,2715,H,42,15.0,3
168102,0,08,0,16,1,1.0,0.091,24,71.0,U,17.0,56,134,48,456,U,26,17.0,2
32622,1,45,1,35,1,,0.0,23,17.0,R,37.0,62,201,80,533,U,52,18.0,1
77312,0,16,0,35,3,5.0,0.25,12,44.0,S,25.0,28,385,96,850,H,47,24.0,3
76526,0,45,1,38,1,,0.111,23,84.0,R,18.0,57,234,77,365,U,43,24.0,1
45047,0,10,0,37,2,1.0,0.111,24,65.0,U,15.0,66,226,31,584,U,45,19.0,2
24713,0,35,2,33,1,5.0,0.5,5,45.0,T,15.0,13,293,91,555,H,47,17.0,1
140381,0,43,0,21,2,,0.111,19,,R,15.0,47,198,75,539,U,33,19.0,2
69736,0,49,0,26,2,,0.1,36,,R,22.0,81,314,86,438,U,28,17.0,3
18019,0,39,0,24,1,1.0,0.25,6,29.0,T,20.0,15,270,80,587,H,27,25.0,1
109472,0,47,0,21,1,7.0,0.143,20,67.0,R,14.0,59,286,70,604,U,17,15.0,2
20747,0,28,0,56,3,4.0,0.0,18,73.0,C,10.0,44,252,87,974,U,71,15.0,4
104541,0,44,0,37,1,5.0,0.2,14,71.0,R,20.0,33,330,81,584,H,30,22.0,4
99647,0,12,1,35,1,4.0,0.0,11,51.0,S,25.0,25,491,96,1146,H,34,18.0,1
71404,0,42,0,26,2,6.0,0.0,16,49.0,R,25.0,37,393,79,778,U,27,19.0,3
161511,0,12,1,22,3,4.0,0.125,22,36.0,S,10.0,57,509,74,1437,H,23,16.0,4
114411,0,36,2,27,2,,0.286,11,,T,20.0,27,218,76,328,U,38,17.0,3
67808,1,10,0,27,3,2.0,0.182,35,75.0,U,5.0,86,277,65,185,U,17,17.0,5
146832,0,20,0,43,1,6.0,0.0,5,76.0,S,20.0,13,519,96,2035,H,34,,0
62758,0,51,0,38,2,3.0,0.273,32,58.0,R,20.0,74,274,82,452,U,19,21.0,4
129453,1,34,0,33,4,4.0,0.667,13,69.0,T,5.0,28,460,75,1174,U,15,19.0,8
48631,0,43,3,29,1,4.0,0.5,6,75.0,R,25.0,14,179,61,483,H,39,16.0,1
19382,0,24,0,29,3,1.0,0.25,31,71.0,C,5.0,75,243,42,587,H,28,18.0,5
68222,0,10,0,35,1,4.0,0.0,19,52.0,U,40.0,49,316,81,269,H,33,15.0,2
27287,0,38,2,21,1,4.0,0.0,17,59.0,T,25.0,42,311,15,853,H,12,19.0,2
54992,0,40,0,32,2,,0.222,23,,T,20.0,50,271,84,630,U,23,22.0,4
104004,1,53,0,37,2,3.0,0.333,30,70.0,R,10.0,65,192,89,619,H,50,19.0,3
52740,1,30,3,24,4,5.0,0.727,29,81.0,C,10.0,74,138,51,273,H,45,18.0,12
154242,0,40,0,30,1,7.0,0.25,16,36.0,T,21.0,38,404,86,864,H,45,15.0,2
172854,0,26,2,39,1,4.0,0.0,36,86.0,C,37.0,82,298,63,1181,H,42,18.0,2
