CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_RESPONSE_COUNT,RECENCY_STATUS_96NK,LIFETIME_MIN_GIFT_AMT,LIFETIME_GIFT_COUNT,MONTHS_SINCE_LAST_GIFT,LIFETIME_CARD_PROM,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_GIFT_AMT,LIFETIME_PROM,DONOR_AGE,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,URBANICITY,CARD_PROM_12,FILE_AVG_GIFT,LAST_GIFT_AMT,LIFETIME_AVG_GIFT_AMT
135571,0,12,5,S,5.0,9,18,17,13.0,11.8,39,47.0,55,18.0,S,6,9.78,13.0,9.78
125576,0,15,3,S,3.0,9,18,21,17.0,15.67,54,63.0,76,18.0,S,6,8.56,17.0,8.56
151715,0,07,3,A,3.0,3,18,8,30.0,12.67,23,73.0,32,18.0,U,5,12.67,5.0,12.67
156414,1,01,1,A,5.0,4,24,18,20.0,20.0,42,81.0,53,24.0,U,6,12.5,20.0,12.5
167396,1,13,1,F,20.0,1,19,6,20.0,20.0,15,,19,19.0,S,4,20.0,20.0,20.0
84525,0,40,3,N,15.0,3,21,11,20.0,16.67,24,48.0,27,21.0,T,6,16.67,20.0,16.67
55527,1,27,4,S,3.0,16,17,22,10.0,5.25,67,33.0,105,17.0,C,4,5.38,5.0,5.38
43015,0,45,1,A,3.0,10,18,28,20.0,20.0,63,73.0,125,18.0,R,6,6.5,20.0,6.5
50291,0,39,2,A,0.07,20,18,30,13.0,11.5,76,,121,18.0,T,6,7.27,10.0,7.27
159482,0,49,3,L,10.0,7,15,20,25.0,16.67,54,51.0,64,15.0,R,5,18.57,15.0,18.57
188131,0,35,3,E,15.0,15,19,13,30.0,20.0,29,,67,19.0,T,2,22.87,25.0,22.87
4211,1,24,5,S,5.0,13,18,26,36.0,25.2,79,57.0,81,18.0,C,6,17.92,25.0,17.92
56722,0,08,1,A,4.0,8,18,18,21.0,21.0,52,69.0,69,18.0,U,6,8.25,21.0,8.25
145702,0,19,2,F,13.0,2,15,7,15.0,14.0,18,,21,15.0,S,5,14.0,15.0,14.0
165099,0,11,1,F,15.0,1,16,5,15.0,15.0,13,,16,16.0,S,4,15.0,15.0,15.0
33295,1, .,6,S,3.0,11,20,20,11.0,7.17,54,,73,20.0,?,6,5.91,11.0,5.91
110467,0,38,1,A,5.0,20,18,32,12.0,11.0,77,7.0,130,18.0,T,5,8.3,11.0,8.3
131606,0,26,6,A,5.0,15,15,26,10.0,9.0,60,47.0,93,15.0,C,6,7.47,9.0,7.47
148981,0,24,2,N,20.0,2,16,8,20.0,20.0,19,65.0,24,16.0,C,5,20.0,20.0,20.0
153512,0,12,1,A,5.0,4,15,15,15.0,15.0,42,76.0,77,15.0,S,4,11.0,15.0,11.0
92768,0,14,2,A,5.0,7,20,23,20.0,20.0,60,75.0,100,20.0,S,6,12.29,20.0,12.29
3885,0,41,4,S,5.0,35,17,34,39.0,32.25,133,87.0,113,21.0,T,6,20.6,24.0,20.6
10606,1,12,5,A,3.0,9,17,16,15.0,11.4,55,63.0,53,17.0,S,6,9.0,12.0,9.0
158169,0,06,1,F,20.0,1,16,6,20.0,20.0,14,,16,16.0,U,5,20.0,20.0,20.0
190614,1,14,6,E,5.0,13,15,9,10.0,6.67,19,,49,15.0,S,2,6.23,7.0,6.23
96827,0,49,9,F,2.0,33,17,36,7.0,4.78,89,82.0,129,17.0,R,7,3.82,7.0,3.82
82080,0,46,2,A,10.0,2,18,9,15.0,12.5,21,49.0,29,18.0,R,4,12.5,15.0,12.5
73299,0,41,4,A,6.0,5,15,12,25.0,19.25,26,87.0,29,15.0,T,6,16.6,20.0,16.6
169231,1,27,4,S,5.0,29,18,28,15.0,14.25,74,79.0,97,21.0,C,6,9.76,10.0,9.76
109472,0,47,2,E,3.0,14,15,20,14.0,12.0,59,67.0,80,15.0,R,3,7.64,14.0,7.64
18700,0,32,3,A,5.0,14,18,28,15.0,10.67,71,68.0,130,18.0,C,4,10.5,10.0,10.5
126299,0,23,4,S,3.0,6,21,15,15.0,10.5,34,59.0,40,21.0,C,6,8.33,15.0,8.33
76479,0,44,2,A,10.0,2,18,9,20.0,15.0,21,86.0,29,18.0,R,4,15.0,20.0,15.0
158454,1,04,8,A,5.0,13,15,19,18.0,14.88,57,31.0,65,16.0,U,6,12.15,6.0,12.15
2525,0,14,4,F,3.0,5,8,10,20.0,10.5,29,41.0,20,12.0,S,9,9.8,7.0,9.8
122854,0,02,1,A,5.0,6,17,23,25.0,25.0,60,,89,17.0,U,6,16.5,25.0,16.5
87212,0,45,6,S,3.0,19,18,34,12.0,7.67,74,87.0,125,18.0,R,5,6.79,9.0,6.79
178085,1,36,1,A,3.0,14,26,32,20.0,20.0,74,53.0,121,26.0,T,5,10.43,20.0,10.43
89738,0,04,3,S,5.0,14,15,24,15.0,6.67,63,53.0,75,15.0,U,6,9.21,5.0,9.21
90057,0,19,11,S,3.0,54,21,33,8.0,6.0,79,62.0,130,21.0,S,5,5.5,6.0,5.5
162187,0,13,3,A,10.0,3,21,12,15.0,11.67,28,34.0,32,21.0,S,6,11.67,15.0,11.67
137845,1,24,5,A,3.0,8,18,17,13.0,8.4,43,51.0,53,18.0,C,6,6.75,8.0,6.75
148707,0,11,2,A,10.0,6,21,21,30.0,27.5,47,,56,21.0,S,6,20.17,30.0,20.17
5733,1,48,5,S,3.0,30,16,27,20.0,6.8,75,,104,16.0,R,8,8.57,7.0,8.57
165048,0,27,2,A,10.0,5,23,18,50.0,37.5,46,35.0,50,23.0,C,6,25.2,50.0,25.2
174375,1,18,1,F,25.0,1,20,7,25.0,25.0,15,39.0,20,20.0,S,5,25.0,25.0,25.0
135581,0,12,1,A,5.0,11,18,26,45.0,45.0,66,86.0,93,33.0,S,6,21.27,25.0,21.27
170827,1,20,3,S,3.0,13,18,23,10.0,8.33,58,77.0,81,20.0,S,6,6.38,6.0,6.38
135159,0,15,2,A,10.0,4,26,17,25.0,14.5,43,58.0,68,26.0,S,5,16.0,19.0,16.0
130479,0,09,6,S,25.0,16,19,23,51.0,40.33,53,64.0,57,19.0,U,6,42.06,25.0,42.06
90022,0,12,6,A,5.0,15,17,25,16.0,11.67,64,50.0,81,17.0,S,6,11.8,14.0,11.8
69070,0,14,2,A,2.0,4,18,16,35.0,30.0,42,36.0,62,18.0,S,6,17.5,35.0,17.5
168171,1,29,5,S,5.0,14,18,28,20.0,10.0,64,52.0,122,18.0,C,6,13.57,10.0,13.57
42443,0,43,1,S,10.0,9,18,21,30.0,25.0,56,,67,18.0,R,6,18.89,25.0,18.89
163591,1,03,2,L,10.0,7,15,26,35.0,31.0,60,75.0,79,15.0,U,6,23.14,35.0,23.14
114197,1,36,3,N,10.0,3,17,9,12.0,11.33,21,68.0,23,17.0,T,6,11.33,12.0,11.33
170363,1, .,5,A,3.0,15,17,20,20.0,18.4,53,67.0,93,19.0,?,4,12.6,10.0,12.6
177743,1,49,0,N,25.0,1,23,6,25.0,0.0,15,59.0,23,,R,4,25.0,25.0,25.0
101446,0,51,2,A,5.0,13,19,33,18.0,16.0,75,,124,19.0,R,6,12.31,16.0,12.31
21802,1,36,1,A,2.0,14,23,31,20.0,20.0,75,62.0,127,23.0,T,6,8.5,20.0,8.5
107338,0,49,4,S,2.0,17,16,24,8.0,6.5,69,59.0,108,16.0,R,5,4.5,8.0,4.5
150349,0,10,5,A,3.0,9,17,14,7.0,5.4,33,49.0,52,18.0,U,6,4.56,3.0,4.56
62400,1,18,6,S,2.0,27,15,29,8.0,3.33,68,79.0,123,15.0,S,5,3.41,3.0,3.41
145120,1,01,2,S,5.0,11,16,26,20.0,15.5,63,60.0,91,16.0,U,6,12.55,15.0,12.55
180258,0,17,5,S,5.0,13,22,23,10.0,10.0,56,50.0,77,22.0,S,6,9.23,10.0,9.23
169077,0,24,0,N,15.0,1,23,5,15.0,0.0,13,63.0,23,,C,3,15.0,15.0,15.0
75703,1,53,4,A,3.0,6,16,12,10.0,6.75,26,53.0,29,16.0,R,6,5.83,10.0,5.83
61483,0,44,3,A,3.0,5,16,13,10.0,6.67,37,58.0,45,16.0,R,6,5.6,5.0,5.6
110769,0,51,2,A,5.0,5,23,18,20.0,20.0,42,59.0,53,23.0,R,6,13.2,20.0,13.2
63951,0,40,2,A,5.0,3,20,12,15.0,15.0,33,35.0,41,20.0,T,4,11.67,15.0,11.67
70075,0,16,3,S,5.0,24,18,33,25.0,20.0,84,80.0,130,24.0,S,6,11.71,25.0,11.71
91384,0,18,3,N,5.0,3,17,9,10.0,8.33,21,38.0,24,17.0,S,6,8.33,10.0,8.33
38161,0,08,4,S,5.0,12,21,21,10.0,9.75,46,30.0,57,21.0,U,6,7.25,10.0,7.25
104096,0,35,9,S,5.0,12,15,15,38.0,19.0,38,37.0,40,15.0,T,6,16.75,20.0,16.75
103696,0,53,6,S,5.0,27,18,26,5.0,5.0,66,57.0,93,18.0,R,5,5.0,5.0,5.0
9876,0,14,2,A,0.0,15,4,23,37.0,34.5,85,68.0,75,22.0,S,6,20.13,0.0,20.13
151362,0,19,8,A,5.0,15,22,19,16.0,11.0,47,43.0,53,22.0,S,6,9.73,10.0,9.73
118787,0,27,1,F,25.0,1,21,7,25.0,25.0,17,,21,21.0,C,5,25.0,25.0,25.0
123984,0,43,5,A,5.0,7,18,15,11.0,8.6,35,,41,18.0,R,6,7.86,9.0,7.86
52787,0,24,2,A,5.0,4,16,13,18.0,15.0,31,41.0,39,16.0,C,5,10.5,18.0,10.5
28258,0,10,2,A,5.0,3,19,14,20.0,20.0,32,79.0,42,19.0,U,6,15.0,20.0,15.0
109559,0,39,4,A,10.0,4,17,10,15.0,11.75,28,,32,17.0,T,6,11.75,15.0,11.75
41943,0,05,6,S,5.0,25,16,30,11.0,9.67,75,48.0,113,16.0,U,6,6.96,11.0,6.96
101766,0,30,2,A,7.0,2,19,8,15.0,11.0,20,59.0,29,19.0,C,4,11.0,15.0,11.0
85922,1,36,1,A,5.0,17,18,30,20.0,10.0,74,57.0,130,18.0,T,4,10.76,10.0,10.76
167470,0,21,6,N,8.0,11,12,24,55.0,31.17,59,,44,12.0,S,9,22.09,25.0,22.09
30744,0,12,3,A,10.0,4,19,13,15.0,13.33,32,66.0,33,19.0,S,6,12.5,15.0,12.5
167733,0,34,3,A,3.0,6,19,16,15.0,13.33,37,,41,19.0,T,6,8.83,10.0,8.83
51730,0,39,2,A,5.0,11,23,23,25.0,22.5,64,73.0,88,23.0,T,6,15.09,25.0,15.09
99333,0,24,2,A,5.0,3,23,11,15.0,11.0,30,71.0,40,23.0,C,4,9.0,15.0,9.0
142466,1,10,9,A,10.0,16,12,23,25.0,19.78,63,59.0,76,12.0,U,6,17.88,24.0,17.88
53651,0,12,3,A,5.0,4,18,13,25.0,13.33,34,38.0,40,18.0,S,6,11.25,25.0,11.25
167017,0,27,1,A,7.0,7,18,23,21.0,21.0,57,46.0,81,18.0,C,6,15.86,21.0,15.86
87359,0,43,1,A,3.0,11,20,29,25.0,25.0,72,,120,20.0,R,6,11.18,25.0,11.18
107815,0,45,2,A,5.0,5,21,15,15.0,15.0,36,,56,21.0,R,3,10.4,15.0,10.4
110332,0,43,4,S,5.0,12,17,22,14.0,10.0,57,57.0,77,17.0,R,6,10.5,11.0,10.5
65871,0,14,1,A,10.0,8,18,22,30.0,30.0,55,45.0,68,22.0,S,6,19.0,20.0,19.0
67469,0,25,2,A,10.0,2,24,10,15.0,12.5,24,63.0,33,24.0,C,4,12.5,15.0,12.5
44965,0,36,2,A,5.0,4,18,16,20.0,20.0,40,68.0,54,18.0,T,6,13.75,20.0,13.75
108163,0,39,3,A,5.0,4,19,10,11.0,7.67,23,59.0,28,19.0,T,5,7.25,7.0,7.25
61975,0,44,3,N,5.0,3,17,9,11.0,7.67,20,,24,17.0,R,6,7.67,11.0,7.67
40956,1,37,1,E,15.0,1,15,3,15.0,15.0,9,73.0,15,15.0,T,2,15.0,15.0,15.0
105088,0,45,1,A,5.0,11,18,32,17.0,17.0,76,,115,18.0,R,6,11.27,17.0,11.27
68642,0,12,2,A,5.0,7,17,19,15.0,13.0,51,38.0,77,17.0,S,6,8.71,15.0,8.71
134371,0,02,3,A,5.0,14,25,22,16.0,11.67,55,55.0,72,25.0,U,5,10.29,13.0,10.29
170708,0,22,2,A,15.0,6,17,23,25.0,25.0,58,73.0,75,17.0,C,6,23.33,25.0,23.33
106455,0,39,3,S,5.0,9,17,22,25.0,23.33,59,77.0,76,17.0,T,6,16.67,25.0,16.67
113594,0,34,1,N,25.0,1,24,7,25.0,25.0,17,87.0,24,24.0,T,4,25.0,25.0,25.0
27982,0,35,1,N,15.0,1,24,6,15.0,15.0,16,53.0,24,24.0,T,3,15.0,15.0,15.0
8204,1,51,1,A,3.0,16,27,31,26.0,26.0,97,82.0,126,27.0,R,5,13.25,26.0,13.25
61405,0,32,2,A,5.0,3,18,12,20.0,15.5,32,36.0,45,18.0,C,6,12.0,20.0,12.0
120790,0,24,1,F,25.0,1,20,7,25.0,25.0,17,61.0,20,20.0,C,5,25.0,25.0,25.0
81861,0,27,3,S,5.0,9,18,27,22.0,20.0,65,46.0,111,18.0,C,6,14.11,22.0,14.11
137510,0,29,4,S,5.0,11,18,22,11.0,6.75,55,76.0,77,19.0,C,6,7.09,10.0,7.09
123528,0,49,2,A,5.0,6,18,20,25.0,25.0,52,48.0,81,21.0,R,6,15.17,20.0,15.17
88827,0,12,3,A,5.0,7,24,19,15.0,11.67,44,71.0,56,24.0,S,6,10.29,10.0,10.29
121212,0,18,4,A,5.0,5,21,14,15.0,12.5,34,65.0,41,21.0,S,6,11.0,15.0,11.0
50905,1,20,4,A,5.0,6,16,15,10.0,10.0,37,74.0,52,16.0,S,6,8.67,10.0,8.67
121292,1,09,2,A,10.0,2,24,9,16.0,13.0,21,,29,24.0,U,4,13.0,16.0,13.0
183670,0,43,3,A,5.0,10,15,24,15.0,14.0,56,75.0,79,15.0,R,6,11.3,14.0,11.3
171883,0,08,8,A,5.0,8,17,13,12.0,8.38,29,31.0,35,17.0,U,6,8.38,10.0,8.38
135248,1,06,2,A,3.0,11,26,28,20.0,20.0,65,80.0,113,26.0,U,5,11.82,20.0,11.82
2151,1,31,6,S,5.0,40,18,36,35.0,24.17,98,47.0,110,18.0,C,11,20.8,25.0,20.8
3706,0,36,3,A,3.0,24,4,35,10.0,10.0,94,,128,19.0,T,8,7.33,8.0,7.33
171716,0,05,1,N,5.0,2,19,8,20.0,5.0,17,47.0,21,21.0,U,6,12.5,20.0,12.5
80036,0,44,5,S,10.0,13,24,27,13.0,11.4,63,,92,24.0,R,6,11.38,11.0,11.38
42214,0,24,3,A,5.0,13,21,20,21.0,15.0,44,60.0,104,21.0,C,4,14.54,15.0,14.54
90970,0,44,2,N,5.0,3,19,8,10.0,10.0,19,80.0,24,21.0,R,5,8.33,5.0,8.33
113686,1,27,3,A,5.0,6,26,17,15.0,13.33,40,40.0,53,26.0,C,5,10.0,15.0,10.0
59025,0,51,1,N,18.0,1,21,5,18.0,18.0,13,47.0,21,21.0,R,3,18.0,18.0,18.0
175535,1,02,4,A,5.0,5,16,14,20.0,12.0,36,36.0,40,16.0,U,6,10.6,13.0,10.6
170402,1,42,5,A,3.0,10,16,19,10.0,8.6,45,54.0,53,16.0,R,6,6.8,10.0,6.8
182951,0,30,3,S,3.0,16,18,25,25.0,25.0,56,,105,18.0,C,4,12.69,25.0,12.69
166142,0,03,2,N,10.0,2,19,9,20.0,15.0,20,59.0,24,19.0,U,6,15.0,20.0,15.0
12201,0,43,4,A,5.0,8,16,19,12.0,10.5,60,65.0,93,16.0,R,6,8.25,12.0,8.25
92740,0,14,1,N,20.0,1,24,6,20.0,20.0,15,38.0,24,24.0,S,3,20.0,20.0,20.0
154483,0,33,2,A,5.0,10,21,27,15.0,14.0,65,79.0,105,21.0,C,6,12.0,15.0,12.0
64938,0,21,6,A,5.0,6,18,11,11.0,8.67,25,,29,18.0,S,6,8.67,11.0,8.67
117514,0,13,4,A,5.0,6,17,15,20.0,10.75,34,45.0,39,17.0,S,6,11.33,12.0,11.33
109436,0,40,2,A,10.0,2,16,10,15.0,12.5,26,48.0,32,16.0,T,4,12.5,15.0,12.5
40276,0,26,9,A,3.0,22,15,26,6.0,4.78,62,54.0,88,17.0,C,6,4.64,5.0,4.64
125734,0,17,6,S,3.0,15,16,21,10.0,7.83,55,44.0,68,16.0,S,5,6.73,10.0,6.73
27624,1,35,8,S,3.0,13,15,18,10.0,9.13,49,60.0,53,16.0,T,6,7.77,3.0,7.77
176032,0,16,3,A,10.0,5,26,21,16.0,15.33,48,50.0,80,26.0,S,5,13.2,15.0,13.2
99878,0,39,4,S,3.0,6,18,14,17.0,11.5,33,65.0,41,18.0,T,6,10.0,17.0,10.0
8156,0,31,0,A,5.0,5,27,18,18.0,0.0,68,,79,,C,4,13.4,18.0,13.4
171302,1,12,1,A,5.0,3,18,13,15.0,15.0,36,50.0,44,18.0,S,4,11.67,15.0,11.67
81696,0,21,7,S,1.0,41,18,32,10.0,4.71,78,67.0,124,18.0,S,4,4.35,5.0,4.35
38186,0,08,1,N,15.0,1,25,6,15.0,15.0,18,29.0,25,25.0,U,3,15.0,15.0,15.0
21859,1,46,2,A,5.0,11,26,19,15.0,12.0,39,58.0,110,26.0,R,4,9.91,15.0,9.91
124123,0,26,2,S,3.0,20,16,30,22.0,16.0,79,58.0,129,16.0,C,6,10.75,20.0,10.75
10916,0,40,3,A,25.0,9,5,23,50.0,25.0,76,67.0,79,21.0,T,7,29.44,50.0,29.44
8443,0,25,2,A,2.0,26,7,33,18.0,8.0,102,,130,24.0,C,6,7.58,13.0,7.58
71884,0,31,5,S,5.0,23,18,28,13.0,10.8,69,51.0,101,23.0,C,6,8.35,10.0,8.35
6304,1,46,5,A,5.0,18,18,24,20.0,18.0,78,85.0,79,18.0,R,6,12.06,20.0,12.06
170643,0,07,1,A,5.0,3,18,12,15.0,15.0,35,,44,18.0,U,4,10.0,15.0,10.0
23829,0,50,3,A,5.0,8,18,24,21.0,17.0,59,81.0,78,18.0,R,6,14.25,21.0,14.25
83198,0,17,3,A,5.0,5,22,14,13.0,11.33,34,50.0,44,22.0,S,6,10.4,11.0,10.4
10196,1,02,1,A,5.0,7,16,17,16.0,10.0,63,,55,16.0,U,6,11.14,10.0,11.14
30443,0,28,3,A,25.0,3,18,12,27.0,25.67,29,77.0,32,18.0,C,6,25.67,27.0,25.67
170489,1,35,2,A,20.0,2,18,9,20.0,20.0,23,,30,18.0,T,4,20.0,20.0,20.0
66577,1,16,4,A,5.0,4,18,12,15.0,10.5,27,77.0,32,18.0,S,6,10.5,12.0,10.5
49557,0,49,2,A,5.0,7,19,24,25.0,22.5,57,37.0,79,19.0,R,6,15.57,25.0,15.57
26658,0,34,2,A,5.0,7,20,24,26.0,18.0,59,56.0,91,20.0,T,6,14.57,26.0,14.57
155898,0,28,2,A,5.0,4,24,14,15.0,12.5,32,,39,24.0,C,6,9.75,15.0,9.75
90704,0,02,3,S,5.0,17,18,27,21.0,13.33,70,,101,18.0,U,6,11.18,21.0,11.18
37771,0,10,1,F,20.0,1,19,5,20.0,20.0,14,57.0,19,19.0,U,4,20.0,20.0,20.0
72585,0,45,3,N,5.0,3,15,8,10.0,7.33,20,71.0,24,15.0,R,5,7.33,10.0,7.33
68715,0,12,3,A,10.0,8,15,19,20.0,13.33,47,42.0,57,15.0,S,5,13.13,10.0,13.13
103330,1,34,2,A,3.0,6,21,19,20.0,20.0,46,52.0,75,21.0,T,6,10.33,20.0,10.33
130700,0,24,6,S,2.0,33,17,26,25.0,20.0,69,49.0,101,17.0,C,4,9.15,25.0,9.15
97063,0,41,1,A,10.0,4,25,8,20.0,20.0,19,45.0,40,25.0,T,2,16.25,20.0,16.25
127843,0,31,4,S,3.0,16,18,25,10.0,5.0,64,43.0,86,26.0,C,6,5.06,10.0,5.06
17254,0,38,5,A,5.0,7,18,16,12.0,10.4,41,69.0,52,18.0,T,6,8.86,10.0,8.86
100509,0,13,1,A,10.0,5,21,17,25.0,25.0,47,56.0,62,21.0,S,6,14.6,25.0,14.6
110858,0,43,2,A,10.0,3,23,14,25.0,22.5,33,,41,23.0,R,6,18.33,25.0,18.33
143213,0,08,1,F,20.0,1,16,6,20.0,20.0,13,72.0,16,16.0,U,5,20.0,20.0,20.0
149152,1,14,1,F,20.0,1,19,5,20.0,20.0,11,53.0,19,19.0,S,4,20.0,20.0,20.0
56774,0,16,1,F,33.0,1,16,6,33.0,33.0,14,35.0,16,16.0,S,5,33.0,33.0,33.0
162803,0,01,1,N,20.0,1,23,7,20.0,20.0,17,,23,23.0,U,3,20.0,20.0,20.0
12559,0,12,2,A,25.0,5,8,12,25.0,25.0,48,87.0,28,24.0,S,7,25.0,25.0,25.0
33971,0,49,5,A,3.0,8,18,18,11.0,10.2,44,53.0,65,18.0,R,6,8.25,11.0,8.25
181446,0,31,5,A,5.0,6,18,14,10.0,7.4,32,79.0,39,18.0,C,6,7.0,5.0,7.0
95261,0,49,5,A,2.0,7,17,14,8.0,4.0,32,,38,17.0,R,6,4.43,5.0,4.43
67066,0,36,3,A,10.0,12,18,26,30.0,25.0,67,67.0,86,18.0,T,6,19.33,30.0,19.33
165839,0,18,1,F,20.0,1,16,6,20.0,20.0,16,,16,16.0,S,5,20.0,20.0,20.0
164592,0,03,1,F,25.0,1,21,7,25.0,25.0,16,83.0,21,21.0,U,5,25.0,25.0,25.0
94239,1,04,4,A,10.0,4,15,10,10.0,10.0,25,,28,15.0,U,5,10.0,10.0,10.0
132341,0,22,1,F,15.0,1,16,5,15.0,15.0,13,84.0,16,16.0,C,4,15.0,15.0,15.0
75331,1,40,2,A,5.0,6,16,19,20.0,13.5,52,53.0,88,16.0,T,5,8.5,20.0,8.5
90419,0,14,3,A,3.0,31,25,33,15.0,11.67,79,60.0,125,25.0,S,5,6.29,10.0,6.29
120220,0,30,3,A,5.0,5,23,17,30.0,15.67,40,71.0,53,23.0,C,6,11.4,30.0,11.4
146655,0,13,3,A,5.0,3,16,10,20.0,11.33,23,40.0,32,16.0,S,6,11.33,20.0,11.33
88196,0,14,2,N,10.0,2,19,9,25.0,17.5,21,42.0,24,19.0,S,6,17.5,25.0,17.5
41588,0,18,3,A,5.0,8,18,21,20.0,13.33,51,66.0,64,18.0,S,6,10.0,20.0,10.0
24790,0,51,3,L,5.0,6,15,16,20.0,18.33,39,43.0,44,15.0,R,5,12.67,20.0,12.67
171763,0,02,5,S,5.0,13,19,25,20.0,13.4,63,70.0,93,19.0,U,6,9.65,13.0,9.65
152572,0,25,2,A,10.0,8,26,21,16.0,12.5,53,,89,26.0,C,4,12.25,15.0,12.25
175863,0,12,1,A,10.0,10,18,24,20.0,15.0,61,42.0,89,18.0,S,6,14.0,15.0,14.0
61574,0,39,4,A,5.0,7,15,14,15.0,10.75,35,,41,17.0,T,6,9.14,10.0,9.14
727,1,51,10,A,1.0,23,7,28,5.0,2.8,64,73.0,69,12.0,R,10,2.26,2.0,2.26
91649,0,18,1,A,5.0,10,18,27,17.0,17.0,64,44.0,130,18.0,S,4,10.4,17.0,10.4
109950,0,32,4,S,5.0,4,15,10,10.0,8.25,26,,32,15.0,C,4,8.25,5.0,8.25
13939,0,19,4,A,5.0,17,5,25,10.0,10.0,75,55.0,75,16.0,S,8,8.71,10.0,8.71
188413,0,20,5,S,1.5,24,6,26,10.0,3.8,73,69.0,84,16.0,S,8,3.15,10.0,3.15
86725,0,27,2,A,5.0,14,19,21,13.0,11.5,50,,67,19.0,C,5,7.5,10.0,7.5
68601,0,13,4,S,3.0,15,15,24,10.0,5.75,59,79.0,129,15.0,S,3,5.8,6.0,5.8
77379,1,38,1,A,10.0,8,18,27,20.0,20.0,65,,112,18.0,T,6,17.5,20.0,17.5
187171,1,26,1,E,15.0,1,16,2,15.0,15.0,6,,16,16.0,C,1,15.0,15.0,15.0
25106,0,49,1,A,5.0,9,26,25,15.0,15.0,62,44.0,105,26.0,R,4,10.44,15.0,10.44
123270,1,31,2,A,5.0,6,18,20,25.0,22.5,52,62.0,75,18.0,C,6,12.83,25.0,12.83
167538,1,07,3,A,5.0,4,18,14,15.0,13.67,33,65.0,41,18.0,U,5,11.5,15.0,11.5
118199,0,24,6,A,3.0,8,18,11,7.0,5.0,25,27.0,40,18.0,C,4,5.0,7.0,5.0
9515,0,46,2,A,0.0,11,5,27,15.0,12.5,82,,115,24.0,R,6,9.18,10.0,9.18
133403,0,45,3,A,5.0,4,22,14,15.0,11.0,34,,44,22.0,R,5,9.5,15.0,9.5
153626,0,02,2,S,10.0,19,18,32,21.0,17.5,82,72.0,129,18.0,U,6,14.63,20.0,14.63
18948,1,11,2,A,5.0,15,24,23,20.0,15.5,55,41.0,81,24.0,S,6,13.4,15.0,13.4
32223,0,25,7,S,3.0,30,15,32,15.0,11.14,82,,126,15.0,C,5,8.57,11.0,8.57
1322,1,05,4,A,10.0,14,7,36,15.0,13.5,94,54.0,73,24.0,U,11,12.43,14.0,12.43
74247,0,53,5,S,5.0,13,17,23,12.0,10.6,63,,85,17.0,R,6,8.15,12.0,8.15
67808,1,10,5,S,5.0,33,17,35,17.0,10.2,86,75.0,130,17.0,U,6,8.79,5.0,8.79
59598,1,36,1,A,3.0,11,18,22,100.0,10.0,57,,102,26.0,T,4,18.18,100.0,18.18
8310,0,40,1,A,5.0,8,26,20,25.0,25.0,57,17.0,104,26.0,T,4,10.0,25.0,10.0
120948,0,03,2,E,5.0,3,15,9,15.0,12.5,28,,40,15.0,U,2,10.0,15.0,10.0
138552,1,19,2,A,5.0,13,19,24,14.0,13.0,66,76.0,100,19.0,S,5,10.31,14.0,10.31
27059,0,51,7,S,2.0,63,17,32,15.0,9.29,91,,130,17.0,R,5,8.83,10.0,8.83
149046,0,24,2,A,5.0,2,18,8,15.0,10.0,20,65.0,30,18.0,C,4,10.0,15.0,10.0
171014,1,44,2,A,25.0,2,26,10,25.0,25.0,24,49.0,30,26.0,R,5,25.0,25.0,25.0
137945,0,20,4,A,10.0,6,21,17,15.0,12.75,38,59.0,44,21.0,S,6,12.67,14.0,12.67
188506,0,30,2,A,5.0,11,6,29,32.0,28.5,71,75.0,115,18.0,C,8,17.0,25.0,17.0
40223,0,26,4,A,5.0,5,19,14,16.0,9.25,33,77.0,41,19.0,C,6,8.4,11.0,8.4
140447,0,45,7,S,5.0,12,26,17,20.0,12.86,41,40.0,56,26.0,R,5,11.17,20.0,11.17
48003,1,40,1,A,3.0,18,23,28,10.0,10.0,67,,126,23.0,T,4,7.61,10.0,7.61
29434,0,51,0,A,5.0,11,18,31,35.0,0.0,76,52.0,121,,R,6,21.82,20.0,21.82
53963,0,48,3,A,5.0,5,15,13,20.0,14.0,36,35.0,45,15.0,R,6,11.4,15.0,11.4
164987,1,13,5,A,10.0,7,16,14,13.0,12.0,37,45.0,41,16.0,S,6,11.71,13.0,11.71
176092,0,27,5,A,3.0,16,22,25,12.0,10.4,63,67.0,93,22.0,C,6,8.0,10.0,8.0
190651,1,22,1,F,25.0,1,16,6,25.0,25.0,15,45.0,16,16.0,C,5,25.0,25.0,25.0
82602,0,20,6,A,5.0,8,17,15,5.0,5.0,38,,40,17.0,S,6,5.0,5.0,5.0
130160,0,10,1,N,10.0,2,19,7,20.0,10.0,18,65.0,20,20.0,U,6,15.0,20.0,15.0
159162,0,27,2,A,10.0,3,19,14,20.0,17.5,34,48.0,52,19.0,C,6,15.0,20.0,15.0
4303,0,12,1,A,25.0,5,8,17,100.0,100.0,91,80.0,53,22.0,S,6,85.0,100.0,85.0
123146,0,12,1,A,5.0,13,15,22,20.0,10.0,62,67.0,81,15.0,S,5,12.38,10.0,12.38
