CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_MIN_GIFT_AMT,SES,LIFETIME_PROM,PCT_ATTRIBUTE1,LIFETIME_AVG_GIFT_AMT,NUMBER_PROM_12,RECENT_AVG_CARD_GIFT_AMT,LAST_GIFT_AMT,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,FILE_AVG_GIFT,LIFETIME_CARD_PROM,PCT_ATTRIBUTE4,PER_CAPITA_INCOME,DONOR_GENDER,PEP_STAR,MEDIAN_HOME_VALUE
11064,1,20,5.0,2,85,0,10.32,32,10.4,10.0,S,6,10.32,22,36,14394,F,1,1075
82234,0,40,3.0,2,52,0,6.62,14,7.5,6.0,S,7,6.62,20,14,15295,F,1,974
108626,0,39,5.0,2,64,0,15.45,13,50.0,50.0,S,3,15.45,28,34,11391,F,1,639
210,0,16,5.0,2,96,1,9.81,21,10.67,10.0,S,7,9.81,33,33,13347,F,1,663
163606,0,01,25.0,1,18,0,25.0,9,25.0,25.0,N,1,25.0,7,65,18304,M,0,1125
99524,0,18,3.0,2,70,0,4.06,12,5.0,5.0,S,5,4.06,27,15,15666,U,1,988
102411,0,16,10.0,2,22,0,15.0,10,20.0,20.0,A,2,15.0,8,54,12189,F,0,556
173737,1,39,15.0,2,45,0,20.67,13,26.0,31.0,A,2,20.67,18,2,12051,M,1,1473
182003,0,20,5.0,2,61,0,13.0,12,0.0,18.0,A,1,13.0,26,40,13992,F,0,857
46905,0,51,3.0,3,38,1,7.8,12,0.0,15.0,A,3,7.8,15,39,10013,M,0,444
182673,0,45,2.0,2,74,0,7.79,13,0.0,15.0,A,2,7.79,34,43,10574,M,1,425
4645,0,32,5.0,3,99,0,12.94,33,0.0,20.0,A,2,12.94,29,17,9043,F,0,262
124904,0,43,10.0,2,30,0,12.67,10,12.0,16.0,A,2,12.67,11,26,9807,F,0,734
142479,0,07,50.0,2,16,0,50.0,10,50.0,50.0,F,1,50.0,7,39,13694,F,0,3989
9427,0,41,5.0,3,108,0,11.53,33,20.0,10.0,A,1,11.53,27,27,10267,M,1,683
156350,0,11,3.0,1,75,2,7.37,11,10.0,10.0,A,2,7.37,29,17,22713,F,1,1903
180042,0,20,3.0,2,63,0,5.79,12,8.5,8.0,S,5,5.79,29,28,16227,M,1,977
168101,0,08,5.0,3,63,0,16.14,12,15.0,21.0,A,3,16.14,25,21,9509,F,1,1736
30268,0,47,20.0,2,14,0,20.0,7,0.0,20.0,N,0,20.0,5,30,5176,F,0,339
4804,0,35,5.0,1,63,0,13.67,26,12.33,20.0,A,3,13.67,14,10,31952,M,1,2574
42348,0,30,1.0,3,65,0,2.71,11,6.5,10.0,A,2,2.71,26,43,11124,F,1,498
172492,0,35,2.0,1,47,0,5.9,6,7.0,7.0,S,5,5.9,18,0,12479,F,1,1403
48650,0,49,5.0,2,60,2,8.8,13,0.0,12.0,S,2,8.8,26,33,10398,U,1,528
109292,0,24,5.0,1,61,0,7.27,14,9.0,9.0,S,4,7.27,25,48,21219,M,1,698
20445,1,32,5.0,3,48,42,17.6,12,0.0,25.0,A,2,17.6,18,22,9728,M,1,572
129374,1,17,5.0,2,39,0,13.0,12,0.0,20.0,A,2,13.0,16,14,16155,M,0,1042
9049,1,30,5.0,3,63,2,8.82,29,0.0,12.0,A,2,8.82,16,1,8833,F,1,586
82857,1,12,5.0,1,68,3,11.43,13,10.0,10.0,A,3,11.43,30,49,15081,M,1,745
177420,0,27,5.0,2,67,1,6.0,13,10.0,7.0,A,2,6.0,30,25,10770,F,1,585
25788,0,40,5.0,2,48,0,11.8,12,17.0,17.0,A,1,11.8,18,8,14940,M,0,765
78117,0,44,5.0,2,53,0,12.0,13,20.0,25.0,A,2,12.0,20,23,13849,F,1,732
99420,0,24,25.0,1,64,0,38.33,13,50.0,50.0,A,2,38.33,23,49,43661,F,0,2041
134304,0, .,2.0,?,54,0,9.9,13,22.5,20.0,A,2,9.9,24,0,15183,F,1,1114
149015,0,03,5.0,1,50,0,17.94,15,13.33,17.0,S,9,17.94,19,44,33603,F,1,5000
8951,0,27,3.0,2,100,0,5.75,38,0.0,5.0,A,0,5.75,32,14,14705,F,1,2150
83368,0,40,2.0,2,39,0,4.91,7,11.0,3.0,A,3,4.91,13,25,21801,F,0,965
82307,0,37,10.0,2,34,0,15.0,7,20.0,20.0,A,2,15.0,15,36,15303,U,0,746
187598,0,21,10.0,3,16,0,15.0,6,20.0,20.0,E,1,15.0,6,0,0,F,0,0
162820,1,03,10.0,1,32,0,17.5,13,25.0,25.0,A,1,17.5,12,23,27608,M,0,3365
171159,0,40,3.0,2,24,0,11.6,15,12.0,10.0,N,5,11.6,10,42,16050,F,1,1707
163860,0,03,25.0,1,16,0,25.0,11,25.0,25.0,F,1,25.0,7,34,21265,U,0,2701
132210,0,44,5.0,2,53,0,13.29,14,20.0,20.0,A,2,13.29,20,36,13131,M,1,745
130585,0,15,10.0,1,64,0,22.14,13,0.0,30.0,A,1,22.14,26,67,19344,F,0,1491
1635,0,14,5.0,1,72,0,7.75,11,0.0,15.0,A,1,7.75,26,11,48827,M,1,3453
84379,0,48,0.5,2,63,0,2.33,10,10.0,10.0,A,1,2.33,27,57,9020,M,1,480
116372,0,12,3.0,1,34,0,5.17,12,5.17,5.0,S,9,5.17,15,17,16066,F,1,859
166324,1,01,5.0,1,67,1,11.86,13,0.0,17.0,A,1,11.86,25,28,24240,U,1,3357
176252,1,12,3.0,1,73,2,10.36,13,13.6,15.0,S,8,10.36,28,44,15858,M,1,716
36907,0,27,20.0,2,17,2,20.0,8,20.0,20.0,N,1,20.0,7,32,15389,F,0,755
52990,1,40,3.0,2,69,0,5.0,12,8.5,10.0,A,2,5.0,24,34,14428,M,1,927
9258,0,25,0.0,2,95,0,22.0,31,25.0,25.0,S,3,22.0,24,31,12146,F,1,515
155524,0,27,10.0,2,34,1,14.0,11,17.0,17.0,A,2,14.0,13,19,15816,M,0,1380
62362,0,11,5.0,1,44,0,13.67,13,20.0,20.0,S,3,13.67,18,9,18368,M,1,1082
180833,0,39,5.0,2,81,0,11.3,13,20.0,20.0,A,3,11.3,34,37,10602,M,1,795
48134,0,24,10.0,1,35,0,15.0,12,16.0,18.0,A,3,15.0,15,36,27422,M,0,968
63186,0,43,3.0,2,63,0,7.45,13,0.0,12.0,A,2,7.45,27,34,10414,F,1,395
171655,1,21,3.0,3,41,0,12.67,9,10.0,10.0,A,2,12.67,18,0,15611,F,0,1409
175115,0,49,15.0,2,14,0,15.0,9,15.0,15.0,N,1,15.0,5,28,28393,F,0,1127
23292,0,38,5.0,2,25,0,6.57,14,6.33,7.0,A,6,6.57,10,29,12073,F,1,601
132741,0,46,15.0,2,52,0,28.75,13,45.0,45.0,A,1,28.75,19,26,11707,F,0,686
4594,0,29,6.0,2,103,0,17.86,37,22.5,15.0,S,3,17.86,21,70,21586,M,1,2676
108166,0,39,2.0,2,32,0,3.62,11,3.83,5.0,S,9,3.62,14,13,11175,F,1,638
124974,0,52,5.0,3,32,0,8.33,11,5.0,5.0,A,2,8.33,10,31,6634,F,0,268
155248,0,27,5.0,2,58,0,9.63,14,5.0,15.0,A,2,9.63,22,49,24079,U,1,1805
40421,1,24,3.0,1,59,0,6.27,14,5.0,24.0,S,8,6.27,22,52,17548,M,1,1270
179176,0,11,2.0,1,62,0,7.55,14,17.0,17.0,S,2,7.55,25,21,18642,M,1,1351
99273,0,11,10.0,1,33,0,13.0,8,20.0,20.0,A,3,13.0,14,10,33387,M,0,2941
18066,0,47,5.0,2,73,0,9.17,14,13.0,14.0,S,5,9.17,30,26,11970,M,1,580
20910,0,39,1.0,2,68,42,7.33,14,10.0,10.0,A,2,7.33,26,11,10319,M,0,631
156266,1,42,5.0,1,57,0,13.57,12,0.0,18.0,A,1,13.57,22,34,21648,F,0,3921
109567,0,41,5.0,3,55,0,9.83,13,20.0,20.0,A,1,9.83,21,35,9361,M,1,591
36516,0,08,3.0,3,24,1,6.75,13,3.0,10.0,A,3,6.75,10,37,14564,F,0,1040
79743,0,49,3.0,2,61,0,9.33,13,15.0,15.0,A,2,9.33,25,29,8948,F,1,411
115900,0,18,5.0,2,64,0,14.5,12,0.0,20.0,A,0,14.5,26,15,12266,F,0,616
182908,0,44,3.0,2,49,0,5.45,8,8.0,10.0,S,3,5.45,18,30,14937,F,1,782
61614,0,35,10.0,1,41,0,17.14,13,20.0,20.0,A,3,17.14,17,14,16178,M,1,997
189508,1, .,2.0,?,70,0,4.67,12,4.67,6.0,S,7,4.67,27,0,9856,M,1,680
147576,0,01,20.0,1,14,0,20.0,12,0.0,20.0,F,1,20.0,6,55,23292,F,0,3500
99216,0,37,5.0,2,64,0,22.44,13,0.0,50.0,A,1,22.44,26,61,11263,F,1,384
170817,1,12,15.0,1,29,1,20.25,14,20.0,25.0,A,4,20.25,13,21,15286,M,0,1504
149848,0,12,5.0,1,32,0,10.67,12,0.0,20.0,A,2,10.67,13,10,17180,U,0,1818
103225,0,44,4.0,2,33,0,6.13,14,6.2,7.0,S,7,6.13,14,7,11362,F,1,503
23417,0,51,20.0,3,43,0,31.25,15,0.0,50.0,A,2,31.25,17,40,10769,F,0,365
46844,1,51,5.0,3,54,0,7.0,8,10.0,10.0,S,3,7.0,23,36,9654,M,1,453
190090,0,37,10.0,2,11,0,12.8,4,13.33,15.0,E,4,12.8,6,59,15364,U,1,667
15797,0,30,6.0,3,89,0,24.27,13,35.0,30.0,S,3,24.27,33,43,7600,M,1,466
38678,0,11,3.0,1,84,1,8.08,11,20.5,12.0,S,4,8.08,32,8,16350,F,1,1025
104000,0,51,3.0,3,53,0,7.33,11,0.0,12.0,A,5,7.33,22,35,8936,F,1,317
120122,0,45,2.0,2,72,0,7.71,13,9.0,11.0,S,5,7.71,32,48,9506,M,1,257
96505,0,46,3.0,2,70,0,13.59,14,16.0,17.0,S,6,13.59,29,43,17458,M,1,1276
173571,1,38,5.0,2,34,2,17.5,18,20.0,30.0,A,2,17.5,13,19,17578,M,0,2575
34617,0,20,10.0,2,63,1,10.2,15,10.0,10.0,A,4,10.2,24,43,13435,M,0,820
176174,0,18,3.0,2,71,0,8.09,13,8.0,10.0,S,4,8.09,26,43,13620,F,1,700
29308,0,47,5.0,2,77,0,11.72,12,0.0,17.0,A,4,11.72,34,38,9414,M,1,451
189723,1,11,25.0,1,13,0,26.67,2,25.0,25.0,E,2,26.67,7,9,16123,F,1,952
122856,0,02,3.0,1,66,0,10.27,14,17.0,18.0,A,2,10.27,26,39,31619,F,1,1027
78401,0,08,5.0,3,83,0,11.47,13,23.0,25.0,A,2,11.47,32,25,7788,M,1,385
76613,0,27,25.0,2,13,0,25.0,12,25.0,25.0,F,1,25.0,6,32,12351,M,0,496
34808,0,33,3.0,3,24,0,4.67,13,5.0,6.0,A,5,4.67,10,72,14193,F,1,507
119744,0,24,5.0,1,56,0,8.39,11,9.0,9.0,S,5,8.39,22,15,12884,F,1,641
139626,1,03,5.0,1,79,0,10.21,15,10.0,12.0,S,8,10.21,33,34,27625,M,1,1590
4657,0,02,3.0,1,70,0,9.08,13,12.0,15.0,A,2,9.08,17,41,30399,M,0,4578
3496,1,24,10.0,1,56,2,12.0,26,12.5,15.0,A,2,12.0,17,8,18272,M,0,688
23300,0,39,10.0,2,62,0,12.4,13,15.0,15.0,A,2,12.4,23,25,12692,F,1,517
146036,0,08,10.0,3,35,0,10.67,12,10.5,10.0,A,5,10.67,15,43,9251,F,1,1893
129726,0,11,3.0,1,61,0,6.73,14,9.0,10.0,S,5,6.73,24,19,16354,F,1,1148
145452,0,02,5.0,1,35,0,9.0,12,8.5,15.0,A,4,9.0,14,36,21880,F,1,3141
181676,0,27,13.0,2,24,0,16.5,11,13.0,20.0,A,2,16.5,9,32,12360,F,0,878
133285,1,45,25.0,2,14,0,25.0,12,25.0,25.0,F,1,25.0,6,42,10962,F,0,466
13890,0,46,3.0,2,82,0,6.23,28,11.0,15.0,S,3,6.23,28,33,14047,M,1,754
52095,0,46,5.0,2,33,0,6.0,12,5.5,5.0,A,6,6.0,13,31,13833,U,0,838
101972,1,39,20.0,2,13,0,20.0,10,20.0,20.0,F,1,20.0,5,8,12280,F,0,844
48742,0,24,5.0,1,18,4,7.33,12,8.0,6.0,N,2,7.33,7,47,20310,M,0,879
36228,0,27,4.0,2,70,1,13.89,13,0.0,25.0,A,2,13.89,28,33,14046,F,1,667
69916,0,49,5.0,2,23,0,15.0,13,5.0,25.0,A,2,15.0,10,20,10703,F,0,438
46541,0,34,15.0,1,12,0,15.0,9,15.0,15.0,F,1,15.0,5,55,31606,F,0,1930
59984,1,11,3.0,1,26,1,11.67,11,0.0,17.0,A,2,11.67,12,36,35560,F,0,1101
123380,0,40,5.0,2,68,0,10.5,13,15.0,25.0,A,2,10.5,28,14,12923,F,1,514
127061,0,35,10.0,1,24,4,12.5,10,10.0,15.0,A,2,12.5,9,9,17993,F,0,992
183393,0,36,5.0,2,36,0,10.67,13,15.0,15.0,S,3,10.67,16,27,8264,F,1,442
2314,0,03,3.0,1,83,0,8.87,26,9.0,10.0,A,6,8.87,29,41,18359,F,1,3500
26157,0,18,5.0,2,56,1,11.3,13,20.0,20.0,S,3,11.3,22,21,15483,M,1,703
92455,0,24,2.0,1,69,0,6.29,11,10.5,15.0,A,4,6.29,32,31,19232,F,1,1280
1034,1,23,3.0,1,96,0,12.32,25,12.0,15.0,A,7,12.32,35,63,17990,M,0,1416
121426,0,03,3.0,1,63,0,4.33,12,3.0,10.0,A,4,4.33,28,27,22882,M,1,1108
129306,0,03,3.0,1,65,4,8.23,13,0.0,10.0,S,2,8.23,29,7,19888,M,1,1526
52787,0,24,5.0,1,31,2,10.5,13,15.0,18.0,A,2,10.5,13,50,28424,F,0,1476
78805,0,11,25.0,1,12,0,25.0,9,0.0,25.0,F,0,25.0,4,33,18807,M,0,848
175951,1,20,5.0,2,44,0,10.4,12,0.0,15.0,A,2,10.4,16,35,13789,F,0,584
186540,1,35,3.0,1,58,0,6.73,18,7.5,7.0,S,11,6.73,22,22,20399,F,1,923
185990,0,24,5.0,1,28,19,8.75,20,10.0,10.0,N,3,8.75,10,31,11938,F,0,689
115262,0,43,5.0,2,42,0,8.0,12,10.0,10.0,A,2,8.0,17,36,8875,F,0,325
26408,0,12,10.0,1,17,1,12.5,11,10.0,15.0,N,1,12.5,7,26,18069,F,0,835
532,0,42,10.0,1,36,3,15.71,11,20.0,20.0,N,1,15.71,16,33,19249,U,0,1039
19920,0,27,11.0,2,37,36,14.75,13,14.5,20.0,S,5,14.75,17,0,10828,F,1,718
5864,0,34,20.0,1,70,0,61.67,33,50.0,50.0,A,2,61.67,17,43,13757,F,0,672
75416,0,37,3.0,2,65,0,7.08,13,9.0,10.0,A,3,7.08,30,50,11768,M,0,381
155602,1,24,5.0,1,56,0,20.14,12,25.0,25.0,A,1,20.14,21,40,21462,M,0,1426
126921,0,39,5.0,2,32,2,9.0,11,0.0,15.0,A,1,9.0,11,4,12489,F,0,626
106685,0,45,3.0,2,62,0,5.24,11,7.0,10.0,A,2,5.24,25,25,14159,F,1,440
133606,0,26,20.0,2,14,0,20.0,10,0.0,20.0,F,1,20.0,6,77,0,F,0,0
67039,0,16,10.0,2,28,0,10.75,12,11.0,11.0,A,4,10.75,12,26,14876,M,0,628
170564,0,05,10.0,2,22,0,15.0,10,0.0,20.0,A,2,15.0,9,13,15443,F,0,1145
137964,0,23,2.0,1,75,0,7.0,13,13.5,17.0,A,2,7.0,30,54,17352,F,1,912
113564,0,25,5.0,2,67,2,9.92,13,15.5,16.0,S,2,9.92,26,52,22314,M,1,3258
74955,1,41,4.0,3,77,0,12.61,10,15.0,10.0,A,4,12.61,30,38,10461,F,1,334
12716,0,20,5.0,2,100,4,26.98,20,91.0,56.0,S,5,26.98,33,37,15227,F,1,803
30861,0,34,5.0,1,35,0,7.57,13,9.0,5.0,A,4,7.57,15,49,18017,M,0,943
106209,0,41,4.0,3,34,0,5.6,12,5.71,6.0,S,8,5.6,15,41,9427,M,1,288
79974,0,49,3.0,2,58,0,6.0,12,0.0,5.0,S,3,6.0,24,11,12777,F,1,747
72913,0,51,5.0,3,30,0,9.0,13,5.0,10.0,A,5,9.0,13,22,8064,M,0,361
34121,0,27,3.0,2,73,12,6.89,13,8.33,10.0,A,3,6.89,27,16,12467,M,1,848
132711,0,46,3.0,2,44,2,7.5,13,11.33,10.0,S,5,7.5,18,38,13359,F,1,856
81676,0,26,3.0,2,63,2,7.52,13,12.5,10.0,S,5,7.52,24,59,31019,F,1,1590
89033,0,19,5.0,2,37,3,32.43,14,35.0,40.0,A,5,32.43,14,32,13317,M,0,671
63155,0,36,2.0,2,66,2,3.65,15,0.0,10.0,S,4,3.65,27,42,12456,F,1,466
25661,0,11,10.0,1,25,0,16.0,11,16.0,22.0,A,2,16.0,10,47,16604,M,0,700
25090,0,35,5.0,1,29,0,5.56,13,5.33,5.0,S,8,5.56,12,21,14940,F,1,981
176245,0,35,3.0,1,57,0,9.38,11,12.33,12.0,A,3,9.38,23,17,16719,F,1,963
169259,0,26,3.0,2,69,0,10.05,14,20.0,20.0,A,1,10.05,25,32,11731,F,1,1219
143357,0,02,5.0,1,38,0,12.67,15,15.0,17.0,S,4,12.67,16,36,35465,M,1,5386
126909,0,38,8.0,2,15,1,14.0,13,20.0,20.0,N,2,14.0,6,16,10263,F,0,615
69327,0,38,5.0,2,23,0,7.5,12,6.67,10.0,A,3,7.5,10,16,20819,F,1,978
164400,0,24,23.0,1,14,0,23.0,12,0.0,23.0,F,1,23.0,6,36,16679,F,0,1770
124810,0, .,3.0,?,66,0,10.11,13,15.0,15.0,S,4,10.11,27,0,9675,M,1,763
130369,1,12,5.0,1,67,0,18.18,12,38.33,50.0,A,3,18.18,26,41,21385,F,1,1017
52088,0,51,5.0,3,36,0,9.17,12,10.0,10.0,A,5,9.17,14,35,6122,F,0,241
114314,0,45,3.0,2,44,0,9.23,6,7.5,10.0,A,3,9.23,17,41,9655,F,1,301
38414,0,19,5.0,2,55,0,7.67,11,8.0,8.0,S,4,7.67,21,25,11261,F,1,775
105857,0,31,15.0,3,35,0,24.63,12,22.4,29.0,A,6,24.63,16,19,10587,F,1,391
67808,1,10,5.0,4,86,0,8.79,14,8.0,5.0,S,5,8.79,35,17,10788,F,1,185
152380,1,40,15.0,2,71,6,22.2,13,0.0,35.0,S,3,22.2,31,40,16375,M,1,2325
137845,1,24,3.0,1,43,11,6.75,13,9.0,8.0,A,5,6.75,17,34,13487,M,1,676
108254,0,15,2.0,1,30,1,4.14,14,4.4,3.0,S,6,4.14,13,12,5961,M,1,402
176284,0,27,3.0,2,36,0,8.83,6,12.0,14.0,A,3,8.83,15,16,11827,F,0,502
4140,0,49,10.0,2,88,0,22.7,32,21.5,20.0,A,4,22.7,25,38,11519,M,1,397
64501,0,43,6.0,2,18,1,10.5,13,0.0,6.0,N,1,10.5,6,49,11838,F,0,264
181943,0,21,5.0,3,30,4,18.75,13,23.33,50.0,A,4,18.75,13,19,8319,F,0,600
83181,1,45,3.0,2,36,0,12.73,12,18.0,15.0,S,7,12.73,15,28,10792,F,1,487
52030,0,38,20.0,2,22,0,20.0,10,20.0,20.0,A,2,20.0,9,35,15350,F,0,866
48293,0,22,10.0,1,56,0,25.88,13,0.0,50.0,A,1,25.88,22,14,18538,M,1,778
161560,0,39,5.0,2,28,0,6.75,14,5.67,7.0,A,4,6.75,11,47,9882,F,0,684
190727,1, .,3.0,?,59,0,6.93,9,8.0,11.0,A,3,6.93,25,99,11094,F,1,655
1722,1,24,5.0,1,103,0,13.38,24,12.5,20.0,A,7,13.38,37,0,20187,M,1,1668
60090,0,26,10.0,2,37,0,10.63,13,11.0,15.0,A,5,10.63,16,54,11978,M,1,699
15573,0,43,1.25,2,68,0,4.85,13,9.0,10.0,S,3,4.85,27,33,10183,F,1,471
103613,1,43,3.0,2,32,0,9.25,10,15.0,15.0,A,2,9.25,14,60,7925,F,0,275
189554,0,40,5.0,2,39,0,8.91,13,10.8,12.0,A,7,8.91,15,29,10366,M,1,610
143565,1,05,5.0,2,47,0,11.4,11,0.0,17.0,A,2,11.4,18,35,12732,F,0,1387
64153,0,39,2.0,2,81,0,8.29,12,13.0,14.0,A,3,8.29,32,13,15040,F,1,689
8730,0,30,3.0,3,147,0,8.83,26,12.0,10.0,S,8,8.83,55,59,19415,F,1,1100
151973,0,14,25.0,1,14,1,25.0,11,25.0,25.0,F,1,25.0,6,36,14082,M,0,1720
180501,0,40,10.0,2,54,1,15.25,14,16.0,21.0,A,4,15.25,21,41,10499,M,1,755
96763,1,27,5.0,2,75,0,10.75,13,15.0,20.0,S,4,10.75,30,66,6671,F,1,427
41221,0,10,3.0,4,31,0,8.38,7,15.0,15.0,A,1,8.38,12,46,9839,M,1,545
49762,0,43,3.0,2,35,4,7.13,13,8.0,9.0,S,6,7.13,14,24,11628,F,1,484
98964,0,43,2.0,2,68,0,7.17,11,0.0,10.0,A,2,7.17,28,29,11773,F,1,380
133101,0,35,10.0,1,27,0,13.0,10,0.0,16.0,A,1,13.0,10,54,18589,M,0,774
49146,0,51,5.0,3,61,0,8.93,11,15.0,15.0,S,2,8.93,25,35,9076,F,1,379
27781,0,40,10.0,2,24,0,10.0,10,10.0,10.0,A,3,10.0,10,24,15767,U,0,942
38561,0,03,1.0,1,60,0,11.44,7,20.0,20.0,A,2,11.44,25,57,19640,F,0,1107
188731,0,15,10.0,1,66,0,16.09,14,25.0,15.0,A,3,16.09,32,50,20213,F,0,2161
34188,0,39,20.0,2,13,5,20.0,10,20.0,20.0,F,1,20.0,5,19,28097,F,0,678
18345,0,47,2.0,2,64,0,5.08,12,25.0,15.0,A,2,5.08,27,32,9448,F,1,469
85567,0,45,10.0,2,32,0,15.0,12,15.0,20.0,A,2,15.0,15,43,9169,F,0,377
191528,1, .,3.0,?,35,0,8.5,12,0.0,16.0,A,2,8.5,15,19,16756,F,0,814
143236,0,03,10.0,1,38,0,11.8,13,12.0,12.0,S,3,11.8,16,47,18589,F,1,3216
151043,0,17,15.0,2,59,0,24.17,13,25.0,25.0,A,1,24.17,23,23,16018,M,0,1504
50892,0,13,20.0,1,13,0,20.0,10,20.0,20.0,F,1,20.0,5,44,17862,F,0,775
58566,1,40,5.0,2,26,5,12.33,13,12.0,20.0,A,2,12.33,10,41,13407,M,0,633
137945,0,20,10.0,2,38,2,12.67,12,14.5,14.0,A,4,12.67,17,47,16308,M,0,1028
21802,1,36,2.0,2,75,0,8.5,12,20.0,20.0,A,1,8.5,31,37,11293,F,1,586
115346,1,51,5.0,3,40,0,9.4,11,15.0,15.0,A,2,9.4,17,33,8947,F,1,251
121652,0,24,5.0,1,34,2,9.0,12,10.0,10.0,A,4,9.0,13,9,29083,F,1,1576
52398,1,43,5.0,2,73,0,11.14,13,13.25,13.0,A,6,11.14,29,31,9690,F,1,418
156473,1,07,3.0,2,59,0,5.71,13,7.0,3.0,S,7,5.71,23,34,11583,F,1,2130
115442,0,48,20.0,2,14,0,20.0,12,0.0,20.0,F,1,20.0,6,59,5799,M,0,167
18222,0,40,7.5,2,63,1,12.92,9,0.0,13.0,A,1,12.92,22,33,10936,F,1,515
9947,1,18,0.0,2,64,0,6.62,18,0.0,0.0,A,3,6.62,22,16,12976,M,1,793
130433,0,21,10.0,3,25,0,11.25,14,11.67,15.0,A,4,11.25,11,36,11660,F,0,682
14898,1,13,3.0,1,71,0,9.86,10,11.0,12.0,A,3,9.86,22,47,79386,M,1,3939
97328,0,40,3.0,2,74,0,4.72,13,4.5,5.0,S,6,4.72,29,33,13772,M,1,557
148092,0,13,15.0,1,35,0,17.33,10,17.33,20.0,A,3,17.33,15,42,22795,M,1,3266
101201,1,45,5.0,2,84,1,6.3,15,8.0,6.0,S,5,6.3,32,39,10058,F,1,336
85462,0,48,15.0,2,16,0,15.0,7,15.0,15.0,N,1,15.0,6,49,9952,F,0,524
88273,0,34,50.0,1,21,4,50.0,12,50.0,50.0,N,1,50.0,9,19,32084,F,0,1073
41677,0,31,2.0,3,54,3,4.71,13,7.0,5.0,S,4,4.71,23,45,11711,F,1,571
140381,0,43,5.0,2,47,0,9.13,13,10.0,15.0,S,2,9.13,19,33,7328,F,1,539
176386,0,25,5.0,2,59,2,9.45,14,15.0,14.0,A,3,9.45,23,21,17236,F,0,865
166375,1,11,3.0,1,66,0,7.0,13,0.0,12.0,A,3,7.0,28,29,32474,F,0,3373
145325,0,03,20.0,1,13,0,20.0,10,20.0,20.0,F,1,20.0,5,48,25636,F,0,4730
40234,0,33,3.0,3,53,0,6.71,10,7.67,8.0,A,4,6.71,21,53,11484,F,1,699
172202,0,21,10.0,3,26,0,13.75,14,13.33,15.0,A,4,13.75,11,33,10360,M,0,668
166396,0,03,15.0,1,14,0,15.0,8,15.0,15.0,F,1,15.0,6,43,14238,F,0,2135
187571,1,43,15.0,2,16,0,19.67,6,19.67,25.0,E,3,19.67,6,25,10873,U,1,561
190597,1,27,5.0,2,78,1,7.04,13,10.0,10.0,S,4,7.04,31,37,15847,F,1,737
83668,0,01,5.0,1,50,0,15.1,10,0.0,15.0,A,2,15.1,21,32,27389,M,0,1403
48037,0,34,15.0,1,21,3,20.0,13,20.0,25.0,N,2,20.0,8,11,16980,M,0,935
22438,1,47,5.0,2,62,0,8.62,13,10.0,10.0,S,3,8.62,25,39,8292,F,1,323
47616,0,47,3.0,2,32,0,5.67,13,5.33,9.0,A,4,5.67,14,48,9486,F,0,414
165819,0,22,15.0,1,14,0,15.0,9,15.0,15.0,N,1,15.0,5,35,27397,M,0,2567
51485,0,24,1.0,1,50,0,5.4,12,10.0,5.0,A,3,5.4,21,57,38023,M,1,1571
52310,0, .,5.0,?,29,0,7.43,14,7.25,9.0,S,6,7.43,12,0,15487,F,1,765
2252,0,15,1.0,1,52,1,7.3,25,8.67,13.0,S,8,7.3,19,22,17310,M,1,758
179377,1, .,5.0,?,70,0,7.5,14,7.5,10.0,S,4,7.5,31,0,14123,U,1,1617
25027,1,43,3.0,2,77,0,5.07,11,5.0,5.0,S,10,5.07,32,36,11149,M,1,482
63739,0,43,5.0,2,61,0,11.16,12,11.0,11.0,S,6,11.16,26,32,11096,F,1,354
55038,0,47,3.0,2,68,0,7.78,15,11.33,5.0,A,5,7.78,27,34,9416,F,1,399
97512,0,30,3.0,3,77,1,30.4,13,0.0,40.0,A,1,30.4,30,32,10814,F,1,352
125401,0,30,5.0,3,41,0,12.75,12,0.0,20.0,A,2,12.75,17,44,8673,M,0,414
34437,0,47,3.0,2,53,0,7.88,13,11.0,13.0,S,5,7.88,22,45,10305,M,1,542
159367,0,13,15.0,1,15,0,15.0,10,0.0,15.0,F,1,15.0,6,36,29925,M,0,4322
5074,1,16,15.0,2,120,2,22.88,25,26.0,26.0,A,1,22.88,31,36,12998,M,1,1089
6885,0,17,10.0,2,78,2,17.92,29,18.33,20.0,A,5,17.92,18,16,13575,F,1,748
160209,0,28,10.0,2,27,1,14.0,11,15.0,20.0,A,3,14.0,12,48,18735,F,0,2589
69890,1,48,3.0,2,53,0,9.55,13,11.0,11.0,A,4,9.55,22,74,12619,M,1,400
183178,1, .,3.0,?,44,0,6.0,16,6.0,5.0,A,5,6.0,17,0,16037,F,0,1178
174206,0,01,5.0,1,33,3,17.0,9,12.0,40.0,A,2,17.0,12,32,21365,M,0,4867
191672,0,31,3.0,3,68,0,6.91,15,6.67,5.0,A,5,6.91,29,33,8843,F,0,366
123419,0,30,25.0,3,17,0,25.0,11,25.0,25.0,F,1,25.0,7,0,5791,F,0,275
82770,0,08,5.0,3,45,0,11.2,12,17.0,18.0,A,2,11.2,19,42,15989,M,0,524
62506,0,43,10.0,2,17,0,12.5,11,10.0,15.0,N,2,12.5,7,30,11739,M,0,409
