CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_GIFT_AMOUNT,PCT_ATTRIBUTE4,FREQUENCY_STATUS_97NK,INCOME_GROUP,FILE_CARD_GIFT,MEDIAN_HOUSEHOLD_INCOME,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_GIFT,WEALTH_RATING,PCT_OWNER_OCCUPIED,URBANICITY,RECENT_AVG_CARD_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_FIRST_GIFT,LIFETIME_GIFT_RANGE,RECENCY_STATUS_96NK,MOR_HIT_RATE
76578,1,27,224.0,4,4,5.0,12,379,0.455,18,8.0,81,C,10.0,5,119,8.0,S,0
6102,0,40,129.0,26,2,1.0,7,357,0.364,22,4.0,90,T,7.0,4,52,7.0,S,31
102971,0,27,92.0,12,2,2.0,9,184,0.3,18,3.0,71,C,10.67,3,105,7.0,A,4
187450,0,44,28.0,23,4,,3,449,1.0,15,,78,R,5.67,3,29,5.0,E,0
149199,1,02,46.0,41,3,,2,481,0.111,22,,75,U,10.0,1,41,5.0,S,0
145403,1,17,241.0,5,4,5.0,22,294,0.636,18,2.0,26,S,5.29,7,130,8.0,S,2
176038,0,17,95.0,27,2,4.0,5,271,0.0,22,,45,S,0.0,0,123,15.0,S,17
11770,0,01,30.0,46,3,7.0,1,281,0.2,18,,22,U,5.0,1,25,5.0,N,0
171661,0,42,90.0,24,4,7.0,5,448,0.273,16,7.0,85,R,10.67,3,45,6.0,A,1
44394,0,41,65.0,45,2,5.0,1,231,0.111,18,,80,T,20.0,1,40,15.0,A,0
110068,0,36,167.0,47,3,7.0,11,180,0.444,18,4.0,73,T,15.0,4,122,13.0,S,0
25574,0,11,96.0,36,2,4.0,4,313,0.182,23,8.0,59,S,15.0,2,56,5.0,A,12
165054,0,24,57.0,16,2,,2,242,0.0,18,5.0,5,C,0.0,0,63,12.0,A,0
41357,0,21,55.0,16,2,4.0,2,283,0.125,16,4.0,87,S,15.0,1,83,10.0,A,0
182324,1,42,26.0,31,1,7.0,2,542,0.333,22,,88,R,13.0,2,29,6.0,A,0
49655,0,47,155.0,41,3,,6,115,0.222,19,1.0,72,R,15.0,2,130,20.0,A,0
42342,0,37,111.0,66,3,3.0,14,187,0.286,14,,82,T,8.0,2,124,9.0,S,8
63615,0,39,50.0,34,2,,3,354,0.125,17,,69,T,10.0,1,53,10.0,A,0
18454,0,46,123.0,42,3,4.0,10,261,0.125,15,6.0,78,R,10.0,1,128,13.0,S,0
18262,0,24,110.0,52,4,1.0,10,452,0.636,18,,84,C,6.29,7,55,5.0,S,19
170553,0,02,30.0,44,2,6.0,2,488,0.5,16,,84,U,15.0,2,21,0.0,N,0
122766,0,35,52.0,18,1,,0,396,0.0,18,,81,T,0.0,0,42,12.0,A,0
135887,0,18,60.0,27,1,,2,372,0.1,20,,85,S,20.0,1,41,10.0,A,0
101058,1,35,107.0,20,4,6.0,8,547,0.2,17,9.0,91,T,10.0,2,92,5.0,S,0
119799,0,40,15.0,13,1,5.0,0,392,0.0,16,,81,T,0.0,0,16,0.0,F,3
160431,0,42,222.0,53,1,,4,382,0.091,17,4.0,78,R,50.0,1,104,40.0,A,0
178505,0,12,164.0,25,1,7.0,6,501,0.143,18,9.0,83,S,12.0,1,122,15.0,A,0
123984,0,43,55.0,39,3,,2,236,0.1,18,,88,R,9.0,1,41,6.0,A,0
62568,0,39,47.0,33,1,4.0,4,262,0.125,21,4.0,68,T,20.0,1,50,13.0,A,0
66455,0,44,40.0,34,1,5.0,1,436,0.0,25,,91,R,0.0,0,41,10.0,A,11
61405,0,32,36.0,62,1,5.0,1,223,0.0,18,0.0,84,C,0.0,0,45,15.0,A,0
139654,0,12,86.0,34,4,,5,656,0.556,23,,96,S,11.2,5,33,9.0,A,0
178498,1,20,142.0,57,1,6.0,9,275,0.2,24,5.0,44,S,20.0,2,112,15.0,A,0
124485,0,47,20.0,26,1,5.0,1,209,0.333,20,,69,R,20.0,1,20,0.0,F,0
52998,0,40,90.0,29,1,5.0,7,382,0.0,17,8.0,89,T,0.0,0,122,17.0,A,7
161501,0,14,57.0,33,2,5.0,3,533,0.286,18,8.0,92,S,13.0,2,45,11.0,A,0
104176,0,24,228.0,42,1,1.0,16,327,0.222,17,7.0,67,C,10.0,2,125,13.0,A,7
44814,0,41,52.0,11,1,,1,212,0.0,20,0.0,88,T,0.0,0,54,11.0,A,0
83463,0,13,135.0,27,2,7.0,3,641,0.091,17,9.0,72,S,25.0,1,53,15.0,A,0
105347,1,36,101.0,49,2,4.0,4,191,0.1,16,4.0,68,T,10.0,1,74,10.0,A,5
26665,1,41,118.0,54,1,,8,268,0.444,21,,67,T,11.25,4,113,21.0,A,0
190581,0,02,70.0,7,1,5.0,2,609,0.0,18,8.0,71,U,0.0,0,67,25.0,A,0
689,0,50,197.0,37,1,7.0,17,182,0.6,5,2.0,78,R,4.33,6,69,8.0,A,0
47922,0,49,76.0,32,4,,7,272,0.4,17,6.0,87,R,10.5,4,52,9.0,S,0
111906,0,51,127.0,34,1,,4,161,0.1,27,2.0,70,R,40.0,1,124,37.0,A,0
93617,0,03,104.0,37,2,4.0,8,310,0.273,16,4.0,29,U,10.0,3,85,10.0,A,1
77751,0,20,200.0,50,3,1.0,2,359,0.182,17,8.0,59,S,36.5,2,44,40.0,A,0
59645,1,20,45.0,37,4,5.0,6,255,0.364,17,5.0,60,S,4.5,4,45,4.0,A,1
179751,0,32,76.0,17,1,2.0,2,211,0.1,17,2.0,53,C,13.0,1,74,9.0,A,11
66556,0,10,138.0,26,2,,11,318,0.4,16,4.0,85,U,13.0,2,103,10.0,S,0
24302,0,47,342.0,33,3,1.0,14,203,0.091,24,2.0,77,R,11.0,1,129,16.0,S,0
96131,0,41,47.0,34,3,1.0,5,71,0.25,18,0.0,35,T,6.0,2,57,7.0,A,1
147960,0,04,233.0,31,1,1.0,9,154,0.0,19,0.0,7,U,0.0,0,126,15.0,A,14
182112,0,31,44.0,9,3,3.0,1,186,0.125,18,,33,C,7.0,1,32,5.0,A,1
88399,0,35,60.0,41,4,2.0,4,428,0.444,16,7.0,91,T,8.75,4,44,5.0,A,0
110799,0,41,134.0,21,1,1.0,7,157,0.0,26,2.0,43,T,0.0,0,112,17.0,A,0
105954,0,17,191.0,38,1,2.0,10,283,0.182,24,6.0,50,S,17.5,2,125,15.0,A,15
16480,0,32,164.0,65,1,3.0,10,202,0.091,24,1.0,36,C,15.0,1,123,10.0,A,11
156576,0,07,133.0,18,2,7.0,4,393,0.2,21,6.0,39,U,26.5,2,80,12.0,A,0
130335,0,08,143.0,40,2,4.0,7,259,0.182,22,3.0,85,U,16.5,2,127,16.0,A,3
2519,1,18,85.0,9,4,4.0,5,328,0.556,6,,63,S,11.0,5,33,10.0,A,0
8639,0,31,189.0,0,1,4.0,4,371,0.0,14,,54,C,0.0,0,67,20.0,A,0
178432,1,11,139.0,17,1,1.0,7,456,0.1,18,8.0,67,S,11.0,1,103,11.0,A,0
32210,0,26,248.0,34,1,,3,353,0.0,26,8.0,77,C,0.0,0,69,45.0,A,0
28811,0,50,41.0,19,2,4.0,1,224,0.2,20,,66,R,25.0,1,32,20.0,A,0
160986,0,40,114.0,4,1,4.0,3,506,0.0,19,2.0,79,T,0.0,0,86,14.0,A,0
129268,1,12,215.0,21,1,,20,394,0.455,20,7.0,84,S,8.2,5,128,9.0,A,0
28676,0,18,60.0,12,2,2.0,2,383,0.167,21,,64,S,20.0,1,63,15.0,A,17
172617,0,46,180.0,43,2,,4,303,0.222,16,1.0,79,R,17.5,2,86,20.0,A,0
32380,1,29,81.0,87,3,2.0,14,266,0.556,21,,71,C,5.0,5,105,5.0,S,1
136718,1,03,23.0,33,2,5.0,1,419,0.25,16,,67,U,8.0,1,24,7.0,N,3
72471,0,30,76.0,23,4,5.0,3,233,0.375,18,,80,C,10.0,3,32,6.0,A,0
165857,1,28,68.0,37,3,1.0,8,409,0.375,17,,88,C,3.0,3,68,4.0,S,0
47508,0,35,60.0,22,1,4.0,2,449,0.286,23,,91,T,30.0,2,28,0.0,A,1
181884,0,39,78.0,20,2,4.0,4,375,0.222,20,3.0,86,T,15.0,2,56,6.0,A,33
80094,0,18,119.0,30,1,5.0,8,445,0.125,18,5.0,95,S,9.0,1,89,7.0,A,6
427,1,28,105.0,57,3,,5,256,0.273,18,,75,C,10.0,3,80,10.0,A,0
45033,0,05,78.0,46,3,2.0,4,302,0.3,21,6.0,87,U,9.0,3,44,8.0,A,22
184550,0,27,65.0,17,1,5.0,3,511,0.2,17,,78,C,20.0,2,44,15.0,A,0
81630,1,31,74.0,43,3,,12,78,0.4,18,0.0,14,C,4.75,4,123,5.0,S,0
170817,1,12,81.0,21,2,5.0,2,476,0.222,16,,88,S,20.0,2,32,10.0,A,0
51751,0,28,62.0,44,4,3.0,5,319,0.125,17,6.0,83,C,7.0,1,76,5.0,A,17
101136,0,49,32.0,35,1,6.0,0,285,0.0,18,,75,R,0.0,0,43,2.0,A,3
55389,0,28,78.0,28,3,4.0,6,251,0.222,16,0.0,77,C,5.0,2,116,6.0,A,16
137429,1,29,25.0,83,1,4.0,1,387,0.25,24,,97,C,25.0,1,24,0.0,N,11
115091,0,41,223.0,58,2,2.0,6,187,0.455,19,3.0,81,T,37.4,5,51,40.0,A,0
158436,0,02,57.0,59,3,5.0,3,433,0.429,16,,92,U,13.33,3,29,7.0,A,31
112247,1,28,70.0,70,1,6.0,0,257,0.0,18,7.0,71,C,0.0,0,52,5.0,A,0
168788,0,08,34.0,24,1,7.0,1,252,0.0,26,,41,U,0.0,0,56,10.0,A,0
50360,0,51,70.0,35,3,5.0,2,182,0.143,16,3.0,87,R,5.0,1,121,4.0,A,0
101302,0,51,121.0,41,1,3.0,6,374,0.222,24,2.0,90,R,15.0,2,87,10.0,A,0
111673,0,30,72.0,30,3,2.0,3,214,0.25,17,,56,C,10.0,2,53,15.0,A,0
81006,1,47,145.0,40,3,,18,149,0.182,15,0.0,55,R,7.5,2,122,7.0,S,0
84114,0,11,336.0,8,3,,10,297,0.273,16,9.0,71,S,29.0,3,125,27.0,S,0
168119,0,15,25.0,0,1,,1,446,0.333,19,,81,S,25.0,1,19,0.0,F,0
92355,1,23,64.0,65,2,6.0,4,414,0.182,18,,84,C,8.5,2,45,10.0,A,1
76770,0,27,36.0,36,2,7.0,3,269,0.429,22,,73,C,12.0,3,29,6.0,A,0
178512,0,12,82.0,26,3,,3,334,0.375,17,,56,S,20.67,3,33,11.0,A,0
147747,1,13,161.0,50,2,5.0,11,348,0.2,20,4.0,65,S,13.0,2,127,9.0,S,0
189666,1,13,15.0,66,1,,1,518,1.0,17,,93,S,15.0,1,17,0.0,E,0
42419,1,53,130.0,51,1,4.0,7,194,0.0,18,1.0,94,R,0.0,0,130,18.0,A,1
184377,0,44,76.0,28,4,5.0,5,334,0.364,17,,84,R,8.75,4,41,5.0,A,0
18502,0,47,124.0,38,1,3.0,9,238,0.0,18,,79,R,0.0,0,110,7.0,A,0
169179,0, .,110.0,0,2,2.0,3,264,0.1,15,1.0,54,?,30.0,1,112,25.0,A,1
49743,1,36,48.0,31,2,2.0,2,217,0.286,15,,68,T,21.0,2,29,26.0,A,0
90938,1,36,69.0,48,1,,5,271,0.25,24,8.0,96,T,20.0,2,76,15.0,A,0
141297,0,12,60.0,15,2,5.0,2,499,0.111,18,8.0,93,S,10.0,1,44,10.0,A,0
97199,0,34,15.0,35,1,5.0,1,313,0.5,17,,73,T,15.0,1,17,0.0,F,5
152283,1,29,30.0,84,1,,1,313,0.0,19,5.0,97,C,0.0,0,44,10.0,A,0
63542,1,39,131.0,41,3,4.0,6,332,0.222,17,6.0,80,T,22.5,2,93,20.0,A,0
162762,0,20,52.0,29,1,4.0,3,421,0.167,18,7.0,80,S,10.0,1,68,10.0,A,2
105295,0,45,48.0,47,4,3.0,3,189,0.5,17,,79,R,9.0,3,30,6.0,A,0
73263,0,44,70.0,0,1,4.0,5,422,0.2,18,7.0,84,R,15.0,1,105,5.0,A,2
76781,0,28,81.0,32,4,,6,334,0.375,15,,85,C,10.33,3,69,11.0,A,0
177867,1,45,85.0,40,3,1.0,11,223,0.571,16,3.0,62,R,4.25,4,97,3.0,S,1
4427,0, .,240.0,0,2,,10,687,0.3,21,4.0,97,?,10.67,3,93,10.0,S,0
2020,1,14,294.0,28,3,6.0,18,735,0.2,11,9.0,94,S,9.0,2,129,9.0,S,0
58290,0,48,97.0,41,1,5.0,8,214,0.1,26,5.0,76,R,10.0,1,127,15.0,A,4
51979,0,49,123.0,29,1,5.0,2,266,0.0,27,4.0,82,R,0.0,0,75,15.0,A,2
43137,0,23,73.0,70,2,,3,413,0.0,16,9.0,69,C,0.0,0,72,22.0,A,0
121986,1,09,20.0,42,3,2.0,1,452,0.25,19,,69,U,5.0,1,24,5.0,N,1
94366,0,08,172.0,0,1,5.0,4,370,0.182,18,5.0,71,U,31.0,2,62,23.0,A,0
95802,0,16,108.0,50,3,2.0,2,318,0.0,15,3.0,77,S,0.0,0,45,32.0,A,2
125412,0,20,22.0,38,3,3.0,2,376,0.5,15,,65,S,6.0,2,24,5.0,N,3
115378,0,43,224.0,37,1,,13,158,0.0,19,1.0,83,R,0.0,0,129,20.0,A,0
181070,0,40,40.0,19,1,3.0,0,375,0.0,18,,75,T,0.0,0,32,10.0,A,0
82317,0,45,21.0,40,1,4.0,1,228,0.5,19,,80,R,21.0,1,19,0.0,F,1
27439,0,49,15.0,19,1,5.0,1,320,0.333,21,,82,R,15.0,1,21,0.0,F,0
103082,0,42,187.0,26,1,,7,348,0.182,21,4.0,79,R,25.0,2,114,25.0,A,0
180124,0,13,82.0,67,2,5.0,2,378,0.0,17,9.0,66,S,0.0,0,77,18.0,A,0
29364,0,47,365.0,40,4,2.0,6,199,0.333,18,2.0,86,R,45.0,3,131,45.0,A,0
175617,0,21,142.0,49,2,4.0,13,242,0.222,20,4.0,68,S,10.0,2,127,5.0,S,9
182356,1,30,79.0,24,4,3.0,4,305,0.5,18,,65,C,10.25,4,29,14.0,A,22
144694,0,34,145.0,47,1,7.0,14,778,0.4,25,9.0,79,T,8.75,4,104,10.0,A,3
70493,1,53,204.0,41,2,,8,119,0.111,24,0.0,88,R,25.0,1,112,22.0,S,0
181085,0,40,111.0,9,1,5.0,2,398,0.1,16,8.0,77,T,15.0,1,79,20.0,A,0
109709,0,40,101.0,34,2,5.0,10,388,0.286,15,8.0,84,T,13.0,2,130,9.0,A,3
36480,0,08,75.0,56,2,1.0,10,172,0.375,21,1.0,73,U,10.67,3,105,10.0,S,2
33731,0,13,449.0,18,3,1.0,7,846,0.182,15,0.0,96,S,34.0,2,97,16.0,A,0
188279,1,16,156.0,46,1,3.0,8,259,0.0,6,3.0,94,S,0.0,0,92,8.0,A,0
168711,0,30,126.0,61,2,4.0,6,196,0.182,24,0.0,48,C,9.0,2,93,7.0,A,10
171508,0,30,25.0,26,1,1.0,1,219,0.5,17,,37,C,25.0,1,17,0.0,F,0
68019,0,08,75.0,24,1,1.0,2,263,0.111,16,0.0,68,U,20.0,1,77,17.0,A,17
156505,0,22,70.0,34,1,6.0,1,576,0.091,16,8.0,63,C,15.0,1,44,15.0,A,2
116492,0,14,25.0,22,1,,1,770,0.0,26,,99,S,0.0,0,41,15.0,A,0
50680,0,46,32.0,29,3,5.0,0,254,0.0,18,,83,R,0.0,0,31,5.0,A,0
146472,0,08,20.0,25,1,2.0,1,380,0.25,23,,54,U,20.0,1,23,0.0,N,1
120045,0,53,20.0,56,1,,1,151,0.5,16,,75,R,20.0,1,16,0.0,F,0
69188,0,31,106.0,27,2,2.0,5,95,0.091,19,0.0,18,C,15.0,1,77,12.0,A,0
149760,0,09,140.0,47,4,,10,355,0.545,18,2.0,61,U,7.0,6,53,6.0,S,0
84997,0,45,87.0,50,2,4.0,7,358,0.375,24,3.0,92,R,11.67,3,100,9.0,S,2
153849,0,24,59.0,11,1,,3,632,0.0,26,,91,C,0.0,0,123,10.0,A,0
164330,0,17,218.0,24,2,,11,285,0.4,17,4.0,73,S,15.25,4,68,14.0,S,0
168517,0,34,281.0,0,3,6.0,16,523,0.3,16,8.0,66,T,11.33,3,104,12.0,S,5
21078,0,38,130.0,16,1,3.0,6,227,0.125,17,4.0,82,T,25.0,1,103,20.0,A,23
187558,0,39,30.0,3,1,,1,330,0.0,18,,76,T,0.0,0,39,20.0,E,0
93684,1,05,71.0,44,3,4.0,4,385,0.25,15,5.0,94,U,11.0,2,104,7.0,A,0
127479,0,15,18.0,38,1,1.0,1,258,0.5,18,,19,S,18.0,1,18,0.0,F,22
81468,0,37,249.0,41,2,1.0,8,272,0.0,15,6.0,80,T,0.0,0,126,25.0,A,16
142895,0,09,15.0,25,1,,1,219,0.333,22,,6,U,15.0,1,22,0.0,N,0
136022,0,21,30.0,51,1,,1,266,0.0,18,,86,S,0.0,0,42,10.0,A,0
191746,0,11,15.0,58,1,1.0,0,203,0.0,23,,74,S,0.0,0,23,0.0,N,0
70373,0,51,156.0,23,2,2.0,7,206,0.111,18,4.0,80,R,20.0,1,91,10.0,S,0
129577,0,16,49.0,52,3,2.0,1,303,0.167,16,,82,S,12.0,1,31,5.0,A,1
12511,0,23,125.0,65,4,5.0,16,385,0.364,18,9.0,89,C,4.25,4,120,9.0,S,2
4881,1,22,120.0,31,3,1.0,8,100,0.545,16,7.0,15,C,9.83,6,45,6.0,S,0
115728,0,14,50.0,0,1,,4,453,0.333,24,,73,S,15.0,3,41,10.0,A,0
185703,0,11,146.0,83,1,,12,177,0.167,4,2.0,96,S,12.0,1,126,12.0,A,0
126515,0,42,119.0,21,2,5.0,7,353,0.125,19,,72,R,12.0,1,91,7.0,S,11
64188,0,33,55.0,13,2,2.0,1,215,0.167,16,,55,C,25.0,1,31,20.0,A,0
27256,0,40,235.0,22,3,4.0,13,493,0.667,22,8.0,89,T,9.0,6,89,23.0,S,18
150933,0,13,88.0,50,4,4.0,9,431,0.222,18,8.0,81,S,3.0,2,125,8.0,S,0
176680,1,24,95.0,29,3,5.0,7,222,0.333,18,7.0,41,C,7.5,2,92,5.0,S,5
3700,0,51,107.0,34,1,3.0,3,260,0.1,15,5.0,83,R,15.0,1,100,10.0,A,0
50423,0,42,54.0,7,1,3.0,2,400,0.167,19,6.0,87,R,12.0,1,77,10.0,A,0
98055,0,53,112.0,30,4,2.0,11,194,0.455,17,1.0,77,R,7.0,5,65,7.0,S,0
28150,0,13,196.0,59,1,5.0,7,1008,0.0,26,9.0,90,S,0.0,0,123,21.0,A,4
59985,0,13,41.0,24,2,3.0,1,558,0.143,16,,95,S,16.0,1,44,11.0,A,0
156158,0,37,25.0,69,2,4.0,2,218,0.4,17,,85,T,12.5,2,24,5.0,N,0
96437,0,40,175.0,83,4,1.0,18,173,0.273,17,2.0,46,T,6.67,3,129,7.0,A,0
69855,1,36,44.0,39,4,5.0,7,331,0.6,18,,71,T,4.0,6,41,4.0,A,10
39826,0,13,227.0,77,2,7.0,9,471,0.25,17,9.0,60,S,25.0,2,113,21.0,L,0
17633,0,14,115.0,18,1,5.0,1,658,0.0,27,9.0,85,S,0.0,0,57,15.0,A,3
15823,0,39,221.0,19,1,2.0,5,285,0.0,16,4.0,83,T,0.0,0,122,35.0,A,0
1400,0,11,157.0,21,3,7.0,18,759,0.545,24,6.0,79,S,7.0,6,131,15.0,S,18
159891,0,24,89.0,53,2,,6,388,0.1,24,4.0,68,C,11.0,1,116,8.0,A,0
1548,0,35,75.0,0,1,7.0,0,776,0.0,26,9.0,93,T,0.0,0,49,0.0,A,1
7017,0,37,303.0,48,2,1.0,17,147,0.25,19,4.0,50,T,10.0,2,93,9.0,S,16
72048,1,49,97.0,34,4,2.0,6,311,0.667,17,,89,R,9.17,6,32,12.0,S,0
70835,1,51,55.0,36,4,5.0,5,207,0.444,18,1.0,88,R,7.25,4,89,8.0,A,4
43663,1,33,115.0,48,4,1.0,7,265,0.5,15,2.0,90,C,7.5,4,69,7.0,A,0
88047,0,14,88.0,46,1,,2,406,0.0,18,9.0,88,S,0.0,0,89,11.0,A,0
38642,1,18,15.0,15,1,6.0,1,350,0.333,20,,67,S,15.0,1,20,0.0,F,5
144726,0,13,123.0,55,1,6.0,4,756,0.1,26,9.0,83,S,20.0,1,68,15.0,A,0
164592,0,03,25.0,22,1,5.0,1,416,0.333,21,,39,U,25.0,1,21,0.0,F,2
64062,0,49,128.0,19,3,2.0,11,356,0.333,16,6.0,89,R,10.0,3,77,7.0,S,12
157687,1,35,67.0,3,1,6.0,4,1106,0.111,18,,94,T,15.0,1,78,10.0,A,7
151695,1,35,25.0,23,1,7.0,1,518,0.5,18,,83,T,25.0,1,18,0.0,F,0
145701,0,08,25.0,25,1,5.0,1,394,0.333,20,,44,U,25.0,1,20,0.0,F,1
100298,0,08,108.0,30,4,4.0,9,189,0.333,19,,69,U,10.67,3,128,8.0,S,1
70492,0,53,50.0,50,1,4.0,2,142,0.25,20,,85,R,17.5,2,29,5.0,A,21
186061,0,35,98.0,22,3,5.0,6,556,0.167,10,8.0,88,T,10.0,1,125,5.0,A,9
78145,0,22,79.0,8,1,1.0,5,403,0.182,18,7.0,31,C,9.5,2,53,20.0,A,0
177894,0,36,20.0,27,2,3.0,1,298,0.25,18,,69,T,5.0,1,23,10.0,N,11
162865,0,02,20.0,42,1,,1,508,0.333,21,,70,U,20.0,1,21,0.0,F,0
79395,1,40,152.0,59,3,,12,278,0.222,15,4.0,66,T,13.0,2,123,11.0,S,0
191297,1, .,279.0,29,3,4.0,20,169,0.444,15,1.0,73,?,9.25,4,126,9.0,S,0
70454,0,28,90.0,43,2,3.0,9,260,0.5,21,,90,C,12.0,3,129,9.0,S,0
95582,1,26,30.0,47,1,,2,279,0.333,24,,39,C,15.0,2,29,0.0,A,0
119830,1,48,207.0,27,1,1.0,13,251,0.167,16,3.0,77,R,10.0,1,128,17.0,A,3
78172,1,24,15.0,17,1,7.0,1,558,0.5,17,,94,C,15.0,1,17,0.0,F,8
127795,1,28,105.0,54,1,5.0,4,319,0.0,26,6.0,78,C,0.0,0,122,10.0,A,1
23065,1,12,77.0,22,1,7.0,3,408,0.0,25,8.0,88,S,0.0,0,111,15.0,A,0
188494,0,29,107.0,89,2,5.0,3,337,0.091,6,5.0,93,C,21.0,1,47,16.0,A,0
168692,0,13,85.0,62,1,5.0,4,590,0.111,15,7.0,95,S,21.0,1,52,11.0,A,0
180005,0,07,90.0,43,2,6.0,1,171,0.0,18,4.0,51,U,0.0,0,81,10.0,A,0
16973,1,40,243.0,6,3,,15,303,0.364,17,8.0,84,T,7.75,4,128,4.0,S,0
187707,1,29,73.0,86,1,,2,252,0.25,18,7.0,96,C,13.0,1,54,5.0,E,0
185663,1,43,91.0,36,3,,12,255,0.556,4,1.0,83,R,4.2,5,128,7.0,S,0
50122,1,35,74.0,35,2,,4,318,0.125,17,9.0,86,T,10.0,1,88,10.0,A,0
73528,0,24,120.0,31,1,1.0,7,398,0.111,18,6.0,78,C,15.0,1,115,10.0,A,16
119227,0,49,25.0,23,2,5.0,0,282,0.0,18,,82,R,0.0,0,20,15.0,N,0
175068,0,31,15.0,0,1,3.0,1,202,0.333,21,,28,C,15.0,1,21,0.0,F,0
19598,0,12,76.0,30,4,6.0,6,422,0.3,15,,92,S,8.33,3,50,10.0,A,0
112781,0,41,24.0,34,4,,8,131,0.5,15,,62,T,1.33,3,67,4.0,S,0
132303,0,34,25.0,43,2,5.0,2,360,0.333,16,,70,T,10.0,2,32,10.0,A,0
133101,0,35,26.0,54,1,5.0,1,413,0.0,18,,90,T,0.0,0,40,6.0,A,9
5636,0,30,347.25,49,2,2.0,10,308,0.111,15,2.0,67,C,20.0,1,119,15.0,A,0
18910,0,49,37.0,24,1,4.0,2,291,0.0,26,,83,R,0.0,0,91,14.0,A,0
60452,0,21,58.0,32,4,2.0,5,244,0.222,15,,73,S,5.0,2,76,3.0,A,20
54671,0,40,34.0,32,4,,4,269,0.5,16,9.0,64,T,5.0,2,66,2.0,S,0
60005,0,08,118.0,60,2,4.0,12,171,0.2,19,0.0,67,U,8.5,2,119,7.0,S,3
182754,1,49,30.0,34,1,3.0,2,250,0.0,18,0.0,77,R,0.0,0,44,10.0,A,0
141483,0,03,165.0,34,3,,8,449,0.2,18,9.0,66,U,25.0,2,69,27.0,S,0
71078,1,38,112.0,17,4,1.0,2,261,0.091,18,,59,T,12.0,1,41,6.0,A,1
171205,1,46,164.0,0,1,,14,205,0.4,11,0.0,77,R,9.75,4,91,9.0,A,0
109531,0,40,74.0,15,2,4.0,3,439,0.0,18,,91,T,0.0,0,84,20.0,A,1
29288,0,43,28.0,25,1,,3,271,0.286,15,,85,R,12.5,2,40,17.0,A,0
158952,0,06,15.0,19,1,4.0,1,396,0.5,17,,56,U,15.0,1,17,0.0,F,1
12171,1,16,111.0,33,4,5.0,8,272,0.5,5,,71,S,5.75,4,97,4.0,A,2
47280,0,32,111.0,33,2,1.0,8,143,0.111,17,1.0,75,C,10.0,1,128,9.0,S,17
60313,1,16,369.0,48,3,4.0,12,270,0.182,15,3.0,70,S,10.0,2,116,15.0,S,1
120490,0,35,257.0,19,3,,8,324,0.273,15,7.0,80,T,14.67,3,67,13.0,S,0
65816,0,16,62.0,25,1,2.0,3,482,0.0,20,8.0,97,S,0.0,0,129,10.0,A,4
20031,1,40,50.0,6,1,4.0,1,334,0.5,17,,89,T,50.0,1,17,0.0,F,0
12973,0,11,169.0,8,1,,9,721,0.0,11,6.0,72,S,0.0,0,105,10.0,A,0
183725,0,43,20.0,25,1,5.0,1,261,0.333,19,,86,R,20.0,1,19,0.0,F,0
77700,0,44,35.0,23,3,2.0,4,377,0.5,21,,83,R,7.0,4,33,7.0,S,0
164520,0,27,44.0,19,2,5.0,3,309,0.429,17,,35,C,14.67,3,33,11.0,A,4
167505,0,35,92.0,13,1,6.0,4,231,0.125,19,9.0,1,T,12.0,1,110,15.0,A,3
28124,0,31,25.0,27,1,5.0,1,161,0.333,21,,39,C,25.0,1,21,0.0,N,0
76479,0,44,30.0,40,1,5.0,2,318,0.333,18,,51,R,15.0,2,29,10.0,A,6
153450,1,09,245.0,17,2,,6,256,0.1,18,1.0,28,U,25.0,1,84,45.0,S,0
14666,0,36,272.0,34,1,,10,266,0.2,20,4.0,82,T,10.0,2,93,17.0,A,0
9851,0,25,82.0,26,3,2.0,2,209,0.4,4,,44,C,20.0,2,26,22.0,N,36
78965,0,18,30.0,0,1,5.0,2,419,0.333,22,,97,S,15.0,2,31,0.0,A,9
97537,1,41,29.0,27,4,2.0,4,200,0.375,15,,71,T,3.67,3,40,3.0,A,0
131537,1,27,76.0,38,4,,4,215,0.444,16,,86,C,9.5,4,35,8.0,A,0
44605,0,30,87.0,31,1,2.0,4,194,0.111,21,1.0,64,C,25.0,1,76,20.0,A,7
143817,0,02,20.0,45,1,4.0,1,438,0.5,16,,79,U,20.0,1,16,0.0,F,15
38278,0,10,108.0,42,1,4.0,11,391,0.25,24,2.0,93,U,10.0,2,124,7.0,A,2
62626,0,36,149.0,37,3,,6,238,0.222,18,4.0,66,T,12.0,2,67,11.0,S,0
144692,0,35,166.0,24,2,6.0,6,845,0.125,21,9.0,77,T,25.0,1,92,20.0,A,0
89642,1,24,52.0,55,1,,4,452,0.0,25,7.0,87,C,0.0,0,87,12.0,A,0
159310,0,35,85.0,67,1,7.0,3,945,0.25,17,9.0,77,T,17.5,2,64,20.0,A,2
69506,1,18,169.0,22,1,6.0,7,451,0.182,25,8.0,88,S,16.0,2,125,15.0,A,0
122001,1,12,26.0,10,1,6.0,2,425,0.286,22,,70,S,13.0,2,33,6.0,A,7
113556,0,17,57.0,9,3,5.0,3,316,0.2,23,,44,S,10.0,2,40,6.0,S,1
