CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_CARD_RESPONSE_COUNT,RECENT_RESPONSE_PROP,MONTHS_SINCE_FIRST_GIFT,LIFETIME_CARD_PROM,IN_HOUSE,HOME_OWNER,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,PCT_ATTRIBUTE4,LIFETIME_GIFT_COUNT,RECENT_AVG_CARD_GIFT_AMT,LIFETIME_GIFT_RANGE,PUBLISHED_PHONE,LIFETIME_AVG_GIFT_AMT,PEP_STAR,LIFETIME_MAX_GIFT_AMT,LIFETIME_GIFT_AMOUNT
77441,1,39,1,0.25,23,8,0,U,316,2,24,3,11.0,6.0,1,7.67,0,11.0,23.0
67333,1,12,2,0.2,23,9,0,H,580,2,0,3,7.0,5.0,0,8.33,0,11.0,25.0
181581,0,35,1,0.1,24,7,0,H,408,1,28,1,25.0,0.0,1,25.0,0,25.0,25.0
73623,0,17,0,0.077,112,21,0,U,282,1,9,13,0.0,10.0,0,11.85,1,15.0,154.0
176138,1,25,1,0.143,104,27,0,H,0,3,14,16,10.0,15.0,0,8.31,1,18.0,133.0
35355,1,35,5,0.368,90,27,0,H,422,7,31,22,5.0,5.0,0,4.59,1,7.0,101.0
187362,0,27,3,0.5,28,5,0,U,309,3,33,3,11.67,10.0,0,11.67,1,15.0,35.0
148051,0,13,1,0.2,18,6,0,H,811,1,34,2,10.0,10.0,0,15.0,0,20.0,30.0
24871,1,40,2,0.214,30,9,0,H,366,3,26,3,10.0,10.0,1,9.67,0,15.0,29.0
156288,0,40,0,0.083,110,26,0,H,200,1,23,7,0.0,10.0,0,17.71,1,20.0,124.0
8708,1, .,3,0.2,134,31,1,U,143,4,0,28,10.0,10.0,0,10.5,1,20.0,294.0
163913,0,02,2,0.158,41,14,0,H,612,3,25,5,8.5,10.0,1,9.4,0,15.0,47.0
105942,0,24,1,0.143,36,9,0,U,307,2,28,3,15.0,10.0,1,18.33,0,25.0,55.0
3109,1,22,0,0.059,129,35,1,H,434,1,44,37,0.0,38.0,1,21.27,1,38.0,787.0
61808,1,40,0,0.167,20,5,0,H,385,1,26,1,0.0,0.0,1,20.0,0,20.0,20.0
155898,0,28,1,0.1,39,14,0,U,193,2,59,4,15.0,10.0,0,9.75,0,15.0,39.0
73371,1,30,0,0.077,126,25,0,U,256,1,48,24,0.0,7.0,0,5.13,1,10.0,123.0
126446,0,24,1,0.143,113,29,0,H,447,3,35,20,10.0,10.0,1,8.45,1,13.0,169.0
59911,0,25,6,0.571,128,40,0,U,133,12,41,60,10.83,12.0,0,9.38,1,15.0,563.0
163911,0,02,3,0.429,27,11,0,U,736,6,30,7,10.67,8.0,0,9.71,1,12.0,68.0
27310,1,39,1,0.167,28,8,0,H,457,2,31,2,5.0,10.0,1,10.0,0,15.0,20.0
80900,0,36,0,0.059,77,19,0,H,194,1,84,5,0.0,22.0,1,11.8,0,27.0,59.0
133486,0,39,3,0.238,120,30,0,H,265,5,20,19,7.33,5.0,0,5.53,1,8.0,105.0
15659,0,30,0,0.333,20,6,0,H,168,2,64,2,0.0,6.0,1,13.0,0,16.0,26.0
92768,0,14,1,0.133,100,23,0,H,608,2,24,7,20.0,15.0,1,12.29,0,20.0,86.0
160284,0,28,0,0.105,67,18,0,H,271,2,43,6,0.0,10.0,1,8.5,0,15.0,51.0
155114,1,17,4,0.238,80,20,0,U,251,5,0,9,10.5,7.0,0,9.11,1,12.0,82.0
167916,1,09,2,0.105,36,11,0,U,71,2,46,2,15.0,0.0,0,15.0,0,15.0,30.0
89923,0,12,2,0.19,36,14,0,H,485,4,34,4,10.0,6.0,0,11.5,1,16.0,46.0
152294,0,29,2,0.15,78,24,0,U,313,3,84,9,10.0,12.0,1,12.33,0,17.0,111.0
129912,1,01,2,0.154,29,10,0,H,382,2,23,3,15.0,20.0,0,13.33,0,25.0,40.0
94506,0,10,0,0.111,38,11,0,U,94,2,48,3,0.0,10.0,1,9.0,0,15.0,27.0
170536,0,41,2,0.158,33,13,0,H,248,3,0,4,14.0,9.0,0,11.25,1,15.0,45.0
160782,0,27,0,0.05,45,16,0,H,503,1,12,4,0.0,20.0,0,11.25,0,25.0,45.0
118493,0,48,6,0.318,130,34,0,U,171,7,60,39,21.67,20.0,0,17.62,1,25.0,687.0
135245,0,06,1,0.095,57,21,0,H,308,2,30,8,15.0,13.0,0,11.5,1,18.0,92.0
8981,0,36,3,0.25,115,27,1,H,225,5,19,18,5.67,9.0,0,6.61,1,10.0,119.0
96711,0,35,1,0.357,64,15,0,H,867,5,33,7,9.0,7.0,1,6.14,0,10.0,43.0
67159,0,21,2,0.143,28,11,0,U,231,2,40,2,21.0,6.0,0,21.0,0,24.0,42.0
126273,0,39,0,0.045,99,28,0,H,335,1,10,14,0.0,20.0,1,13.57,0,25.0,190.0
100298,0,08,3,0.278,128,30,0,H,189,5,30,13,10.67,8.0,0,8.31,1,13.0,108.0
149725,0,03,5,0.381,41,16,0,U,435,8,42,11,13.2,8.0,0,11.73,0,14.0,129.0
189943,1, .,3,0.211,129,29,0,U,385,4,64,25,84.67,248.0,1,12.76,1,250.0,319.0
117516,0,13,2,0.095,57,19,0,U,796,2,19,6,34.0,45.0,0,20.0,0,50.0,120.0
31959,1,34,0,0.0,19,4,0,H,572,0,42,1,0.0,0.0,1,25.0,0,25.0,25.0
87259,1,22,1,0.118,129,28,0,H,302,2,23,10,20.0,15.0,1,9.7,1,20.0,97.0
35009,0,39,1,0.182,24,9,0,U,192,2,40,2,10.0,6.0,1,13.0,0,16.0,26.0
180141,0,18,3,0.167,33,12,0,U,339,3,9,3,26.67,40.0,1,26.67,0,50.0,80.0
35660,0,12,2,0.182,53,18,0,U,644,4,25,7,10.0,15.0,0,11.0,0,20.0,77.0
138944,1,23,3,0.316,36,14,0,U,298,6,58,7,7.33,5.0,1,7.57,0,10.0,53.0
171139,0,44,1,0.1,113,27,0,H,393,2,45,9,15.0,17.0,0,10.0,0,20.0,90.0
187764,1, .,1,0.25,53,8,0,U,634,2,0,3,25.0,5.0,1,23.33,0,25.0,70.0
51382,1,39,0,0.056,65,18,0,H,311,1,23,6,0.0,15.0,1,10.67,0,20.0,64.0
139411,0,14,1,0.111,41,11,0,U,605,2,13,3,15.0,10.0,0,10.0,0,15.0,30.0
2211,0,46,2,0.333,21,12,0,U,244,2,45,3,21.5,3.0,0,21.0,0,23.0,63.0
119278,0,12,1,0.111,33,12,0,H,377,2,43,2,20.0,5.0,1,22.5,0,25.0,45.0
43095,0,27,1,0.091,76,24,0,U,442,2,31,7,45.0,27.0,0,35.29,0,47.0,247.0
115528,0,35,0,0.0,63,16,0,H,425,0,0,4,0.0,5.0,1,13.75,0,15.0,55.0
70492,0,53,2,0.188,29,12,0,H,142,3,50,3,17.5,5.0,1,16.67,0,20.0,50.0
62463,0,40,3,0.182,43,16,0,H,326,4,39,8,12.0,10.0,1,11.0,0,15.0,88.0
11065,0,43,3,0.211,89,25,1,H,193,4,27,19,7.67,6.0,0,5.74,1,10.0,109.0
124935,1,49,4,0.421,115,32,0,U,324,8,26,21,26.25,25.0,0,19.52,1,30.0,410.0
141308,1,16,2,0.1,65,21,0,H,288,2,31,13,8.0,9.0,0,4.69,1,11.0,61.0
5742,1, .,1,0.136,45,18,1,H,575,3,0,7,200.0,175.0,1,103.57,1,200.0,725.0
69172,0,30,0,0.25,19,4,0,U,306,1,21,1,0.0,0.0,0,15.0,0,15.0,15.0
108573,0,32,0,0.25,19,4,0,U,148,1,15,1,0.0,0.0,0,20.0,0,20.0,20.0
5051,0, .,1,0.136,125,33,1,U,267,3,0,16,26.0,16.0,0,15.94,0,26.0,255.0
16962,0,40,5,0.227,86,24,0,H,369,5,6,15,8.2,8.0,0,5.93,1,10.0,89.0
174976,1,46,0,0.071,65,14,0,U,244,1,56,4,0.0,5.0,0,12.25,0,15.0,49.0
148092,0,13,3,0.136,42,15,0,H,543,3,42,6,17.33,5.0,1,17.33,1,20.0,104.0
60176,0,40,6,0.412,40,15,0,H,435,7,40,10,6.0,4.0,1,5.4,1,7.0,54.0
158958,0,19,1,0.083,30,7,0,U,393,1,30,2,15.0,10.0,0,10.0,0,15.0,20.0
8008,0, .,1,0.105,113,29,1,U,444,2,0,25,15.0,12.0,1,11.44,1,18.0,286.0
109176,0,49,2,0.25,29,9,0,U,236,3,36,4,5.0,5.0,0,6.25,1,10.0,25.0
28533,0,17,1,0.2,16,5,0,H,326,1,15,1,15.0,0.0,0,15.0,0,15.0,15.0
86846,0,45,1,0.056,81,23,0,U,178,1,38,6,22.0,15.0,1,17.83,1,25.0,107.0
49356,0,41,0,0.118,124,28,0,H,192,2,35,19,0.0,9.0,1,6.16,1,12.0,117.0
74548,0,49,2,0.211,45,14,0,H,233,4,19,6,16.5,15.0,0,14.5,0,20.0,87.0
69411,0,11,1,0.154,28,9,0,H,583,2,28,2,20.0,5.0,0,17.5,0,20.0,35.0
191164,0, .,4,0.263,81,25,0,U,281,5,0,17,11.5,9.0,1,8.41,1,12.0,143.0
69558,0,49,1,0.1,23,6,0,H,318,1,21,1,20.0,0.0,0,20.0,0,20.0,20.0
10454,0,01,0,0.1,65,21,1,H,440,2,32,17,0.0,23.0,1,9.18,0,25.0,156.0
13116,0,28,2,0.158,101,28,1,U,239,3,59,19,9.5,15.0,1,7.32,1,18.0,139.0
170198,0,23,0,0.091,126,34,0,H,349,2,50,15,0.0,10.0,1,10.0,1,15.0,150.0
82669,0,14,1,0.056,44,14,0,U,645,1,31,3,25.0,15.0,0,15.67,0,25.0,47.0
162547,0,15,5,0.316,81,24,0,H,333,6,30,12,9.0,13.0,0,10.08,1,17.0,121.0
19864,1,27,3,0.3,40,14,0,H,343,6,7,7,5.0,4.0,1,5.29,0,7.0,37.0
162321,0,13,4,0.235,81,23,0,U,1500,4,47,12,9.0,19.0,0,6.17,1,20.0,74.0
55534,0,27,1,0.136,126,34,0,H,198,3,50,13,10.0,10.0,1,14.77,1,20.0,192.0
125986,1,39,4,0.227,53,20,0,U,246,5,31,8,13.75,5.0,1,13.38,1,15.0,107.0
42238,0,50,2,0.188,111,25,0,U,217,3,46,20,7.0,51.0,0,22.8,1,55.0,456.0
39816,0,20,0,0.083,83,8,0,U,324,1,43,4,0.0,25.0,0,14.75,0,30.0,59.0
46595,0,23,0,0.048,63,19,0,U,487,1,75,4,0.0,10.0,1,23.75,0,30.0,95.0
103543,1,53,2,0.25,130,24,0,H,162,4,49,28,7.5,7.0,1,9.21,1,12.0,258.0
2231,1,36,7,0.45,38,18,0,H,217,9,50,10,11.71,14.0,1,11.4,1,17.0,114.0
73685,1,16,1,0.222,130,32,0,U,255,4,25,19,10.0,7.0,0,8.58,1,12.0,163.0
74732,1,45,2,0.143,122,30,0,U,214,3,28,12,15.0,20.0,0,15.92,1,25.0,191.0
25626,0,32,3,0.273,25,10,0,U,192,3,5,3,25.0,0.0,0,25.0,0,25.0,75.0
35723,0,39,2,0.158,33,13,0,H,374,3,15,4,12.5,10.0,1,15.5,0,20.0,62.0
102814,0,36,3,0.158,80,24,0,H,384,3,32,16,7.67,5.0,1,8.75,1,10.0,140.0
65518,0,38,4,0.3,53,20,0,H,216,6,52,12,12.25,20.0,0,11.75,1,25.0,141.0
88145,0,20,1,0.15,86,22,0,H,317,3,44,7,15.0,10.0,0,11.43,0,15.0,80.0
135481,1,12,5,0.35,125,29,0,H,395,7,43,15,5.4,6.0,1,4.35,1,7.0,65.25
30268,0,47,0,0.0,22,5,0,U,122,0,30,1,0.0,0.0,0,20.0,0,20.0,20.0
174803,1,35,3,0.294,129,30,0,U,366,5,39,19,11.33,12.0,0,7.89,1,15.0,150.0
114374,0,40,0,0.1,109,30,0,H,346,2,38,11,0.0,20.0,1,16.36,1,25.0,180.0
70144,1,21,0,0.143,115,29,0,U,459,3,28,12,0.0,16.0,1,13.58,1,21.0,163.0
59626,0,41,3,0.182,113,28,0,H,261,4,12,11,17.33,17.0,1,11.0,1,20.0,121.0
191550,0, .,2,0.15,92,27,1,U,419,3,67,15,18.5,20.0,0,11.67,1,25.0,175.0
74305,0,46,1,0.095,75,21,0,H,258,2,39,7,20.0,15.0,1,11.57,1,20.0,81.0
173191,0,38,0,0.143,93,26,0,U,235,3,47,12,0.0,7.0,1,8.33,1,12.0,100.0
148850,0,24,0,0.154,32,8,0,H,593,2,12,2,0.0,7.0,0,16.5,0,20.0,33.0
158935,1,30,1,0.158,88,24,0,H,170,3,20,13,5.0,7.0,1,7.23,1,12.0,94.0
97705,0,24,2,0.15,87,23,0,U,513,3,22,18,10.0,8.0,0,8.67,1,13.0,156.0
140547,1,49,1,0.2,17,5,0,U,259,1,25,1,20.0,0.0,0,20.0,0,20.0,20.0
68344,0,10,3,0.19,56,21,0,U,200,4,0,12,15.0,10.0,1,14.08,1,20.0,169.0
59076,0,51,1,0.125,128,27,0,U,162,2,21,15,10.0,9.0,0,5.8,1,12.0,87.0
152590,0,24,0,0.5,15,4,0,U,445,1,40,1,0.0,0.0,0,20.0,0,20.0,20.0
112920,0,27,2,0.136,45,17,0,H,281,3,26,6,20.0,15.0,0,18.33,0,25.0,110.0
115900,0,18,0,0.0,113,26,0,H,437,0,15,6,0.0,15.0,1,14.5,0,20.0,87.0
30169,0,34,4,0.222,115,33,0,U,445,4,17,17,12.5,9.0,1,10.53,1,14.0,179.0
187503,0,18,3,0.571,32,6,0,U,258,4,18,4,8.67,6.0,0,9.0,0,11.0,36.0
34763,0,41,1,0.158,119,24,0,U,137,3,66,11,15.0,12.0,1,7.18,0,15.0,79.0
47055,0,36,1,0.2,16,5,0,U,241,1,41,1,15.0,0.0,1,15.0,0,15.0,15.0
83042,1,39,1,0.19,57,18,0,U,344,4,8,7,25.0,15.0,0,17.86,1,25.0,125.0
8912,1,16,1,0.083,57,8,1,H,316,1,42,7,20.0,10.0,0,16.86,0,20.0,118.0
65946,0,34,1,0.125,44,12,0,H,393,2,26,3,20.0,15.0,1,11.67,0,20.0,35.0
11209,0, .,3,0.182,126,34,1,U,0,4,0,30,20.33,22.0,0,10.43,1,25.0,313.0
154732,0,28,3,0.286,28,11,0,H,353,4,40,5,13.67,14.0,0,13.4,1,20.0,67.0
15695,0,43,0,0.154,28,10,0,H,255,2,35,2,0.0,11.0,0,15.5,0,21.0,31.0
66157,0,42,1,0.095,88,24,0,U,549,2,51,6,75.0,60.0,1,40.83,0,75.0,245.0
100581,0,05,3,0.188,68,19,0,H,157,3,17,20,9.0,6.0,0,8.35,1,11.0,167.0
154151,0,38,3,0.158,40,14,0,H,113,3,17,4,12.0,13.0,0,9.75,1,16.0,39.0
20015,1,27,0,0.053,63,20,0,U,463,1,13,8,0.0,19.0,1,13.38,0,21.0,107.0
22007,0,43,1,0.059,86,19,0,H,223,1,34,7,15.0,10.0,0,13.57,0,20.0,95.0
186130,0,16,2,0.15,129,35,1,H,317,3,47,28,15.0,9.0,1,10.5,1,15.0,294.0
69421,0,11,1,0.227,113,33,0,H,587,5,27,23,21.0,20.0,0,13.43,1,25.0,309.0
151934,0,25,3,0.167,33,13,0,U,303,3,27,3,32.33,22.0,0,32.33,0,42.0,97.0
149859,0,02,0,0.077,89,18,0,H,513,1,16,4,0.0,20.0,1,17.5,0,30.0,70.0
37921,0,10,0,0.083,86,18,0,H,218,1,49,4,0.0,10.0,0,16.5,0,20.0,66.0
154130,0,49,0,0.1,124,29,0,U,244,2,42,15,0.0,11.0,0,8.33,1,14.0,125.0
131260,0,22,1,0.05,112,28,0,U,193,1,21,12,23.0,20.0,1,15.08,1,25.0,181.0
76316,1,43,2,0.167,40,14,0,H,261,3,29,5,11.0,8.0,1,9.8,0,13.0,49.0
151995,1,11,2,0.095,57,20,0,H,413,2,61,5,29.5,22.0,0,22.8,0,32.0,114.0
145098,0,03,2,0.095,113,29,0,U,365,2,50,12,15.0,14.93,0,8.42,1,15.0,101.07
48295,0,42,3,0.25,80,23,0,H,334,5,19,13,7.33,3.0,0,6.15,0,8.0,80.0
182636,0,49,0,0.063,91,20,0,U,226,1,23,13,0.0,22.0,0,11.15,1,25.0,145.0
67228,0,18,2,0.1,81,24,0,H,449,2,49,7,17.5,13.0,0,12.57,0,18.0,88.0
122635,0,41,4,0.273,53,19,0,H,234,6,26,12,9.75,8.0,0,7.33,1,11.0,88.0
66068,0,39,1,0.048,38,15,0,H,349,1,20,3,30.0,10.0,0,23.33,0,30.0,70.0
19817,0,35,1,0.133,105,23,0,H,544,2,19,14,12.0,12.0,1,6.43,1,14.0,90.0
122131,1,14,4,0.227,126,31,0,H,597,5,13,12,29.0,25.0,0,19.25,1,35.0,231.0
123940,0,51,1,0.333,20,6,0,U,219,2,31,3,10.0,5.0,0,6.67,0,10.0,20.0
58792,0,43,1,0.182,24,9,0,U,237,2,43,2,10.0,10.0,1,15.0,0,20.0,30.0
149498,1,13,1,0.095,64,21,0,H,1289,2,46,6,30.0,15.0,0,21.67,0,30.0,130.0
142728,0,07,1,0.167,21,5,0,U,207,1,41,1,20.0,0.0,0,20.0,0,20.0,20.0
143936,1,03,1,0.143,28,11,0,H,805,2,53,2,25.0,15.0,0,32.5,0,40.0,65.0
88690,0,13,2,0.111,40,14,0,U,398,2,55,3,20.0,20.0,1,15.0,0,25.0,45.0
109717,0,32,3,0.263,52,14,0,H,141,5,57,7,7.0,5.0,1,6.14,0,8.0,43.0
175803,0,11,3,0.15,97,26,0,H,422,3,35,12,12.0,22.0,0,11.83,1,25.0,142.0
42154,0,40,3,0.176,34,12,0,H,544,3,36,3,14.67,8.0,0,14.67,0,18.0,44.0
15225,0,40,1,0.071,113,24,0,U,367,1,27,6,15.0,10.0,1,9.17,0,15.0,55.0
95802,0,16,0,0.235,45,13,0,H,318,4,50,7,0.0,32.0,1,15.43,0,35.0,108.0
118083,1,48,0,0.105,51,15,0,U,223,2,61,4,0.0,15.0,0,13.75,0,20.0,55.0
23606,0,18,1,0.2,16,6,0,U,327,1,9,1,20.0,0.0,1,20.0,0,20.0,20.0
64501,0,43,0,0.143,20,6,0,U,258,1,49,2,0.0,9.0,0,10.5,0,15.0,21.0
137998,1,16,1,0.136,113,31,0,H,251,3,11,11,20.0,17.0,1,17.09,1,20.0,188.0
32986,0,14,2,0.25,21,7,0,H,605,2,20,2,15.0,0.0,1,15.0,0,15.0,30.0
80966,0,51,4,0.227,87,23,0,U,218,5,41,14,6.75,8.0,0,5.57,1,10.0,78.0
124521,0,27,0,0.095,86,24,0,H,425,2,16,11,0.0,21.0,1,12.36,1,26.0,136.0
98962,1,49,0,0.154,54,12,0,U,229,2,33,3,0.0,15.0,1,11.67,0,20.0,35.0
60172,0,21,1,0.143,32,9,0,H,266,2,28,2,15.0,2.0,1,14.0,0,15.0,28.0
88797,0,12,0,0.053,120,29,0,U,454,1,43,8,0.0,15.0,0,26.25,1,35.0,210.0
66244,1,21,2,0.167,33,12,0,U,237,3,18,3,10.0,5.0,0,11.67,0,15.0,35.0
144252,0,03,2,0.25,29,10,0,H,476,3,46,3,12.5,15.0,1,13.33,0,20.0,40.0
162525,1,17,1,0.095,41,15,0,U,603,2,34,4,23.0,8.0,0,18.75,0,23.0,75.0
24299,0,47,1,0.15,53,18,0,U,294,3,33,5,20.0,15.0,1,17.0,0,25.0,85.0
144109,0,01,2,0.227,103,29,0,U,462,5,49,19,8.0,14.0,0,9.42,1,15.0,179.0
112461,1,51,1,0.133,130,26,0,H,178,2,41,17,10.0,5.0,0,9.41,1,10.0,160.0
43104,1,23,2,0.182,130,33,0,U,498,4,21,22,8.0,8.0,1,5.84,1,10.0,128.5
144020,0,10,1,0.063,52,13,0,H,200,1,24,3,15.0,10.0,1,10.33,0,15.0,31.0
127153,0,13,0,0.1,40,13,0,H,532,2,53,3,0.0,3.0,1,16.67,0,18.0,50.0
3513,0,22,0,0.143,20,8,1,H,341,1,31,2,0.0,0.0,1,25.0,0,25.0,50.0
115935,1,27,1,0.105,67,18,0,U,404,2,5,5,15.0,10.0,0,10.4,0,15.0,52.0
71950,0,49,1,0.133,129,28,0,U,249,2,30,14,5.0,15.0,1,12.29,1,20.0,172.0
118286,0,36,2,0.15,52,16,0,U,231,3,38,6,10.5,10.0,1,10.17,0,15.0,61.0
125273,0,22,1,0.053,45,16,0,H,359,1,45,4,27.0,7.0,1,23.0,0,27.0,92.0
34737,0,21,1,0.188,44,13,0,U,354,3,0,4,10.0,10.0,0,10.0,0,15.0,40.0
187911,0,34,1,0.25,75,10,0,U,365,2,19,4,15.0,10.0,1,11.0,0,15.0,44.0
27280,1,25,3,0.412,32,12,0,U,232,7,9,9,6.0,3.0,0,5.0,0,6.0,45.0
104848,1,15,4,0.357,80,20,0,H,285,5,36,17,7.5,6.0,1,5.24,1,9.0,89.0
61232,1,12,1,0.067,124,28,0,H,425,1,22,20,10.0,15.93,1,9.25,1,16.0,185.07
185774,1, .,2,0.273,187,38,1,H,278,6,0,44,19.0,25.0,0,15.48,0,30.0,681.0
71255,1,34,2,0.111,89,23,0,H,231,2,15,12,13.5,20.0,1,12.17,1,25.0,146.0
147634,0,20,1,0.188,57,14,0,U,313,3,52,5,10.0,2.0,0,10.4,0,12.0,52.0
1480,0,09,1,0.211,57,28,0,U,421,4,48,10,35.0,5.0,0,33.0,1,35.0,330.0
104334,0,25,0,0.2,16,6,0,U,342,1,0,1,0.0,0.0,1,20.0,0,20.0,20.0
126572,0,52,2,0.143,125,31,0,U,136,3,30,23,11.5,11.0,0,9.48,1,13.0,218.0
141024,0,17,3,0.263,53,17,0,H,375,5,37,9,8.33,5.0,0,7.67,1,10.0,69.0
36460,1,03,2,0.278,33,13,0,H,238,5,70,5,25.0,20.0,1,24.0,1,35.0,120.0
110979,0,36,0,0.095,119,28,0,U,0,2,42,10,0.0,13.0,0,12.4,1,18.0,124.0
110707,0,51,1,0.143,20,6,0,U,160,1,34,1,20.0,0.0,1,20.0,0,20.0,20.0
48006,1,43,2,0.286,28,11,0,U,237,4,34,5,6.0,8.0,1,6.6,1,10.0,33.0
44395,0,41,2,0.182,63,21,0,H,231,4,45,12,11.5,9.0,0,8.92,1,14.0,107.0
44406,1,28,3,0.227,122,27,0,H,292,5,59,16,5.0,8.0,1,4.63,1,10.0,74.0
84483,0,30,2,0.294,32,12,0,U,283,5,33,5,32.0,29.0,0,18.2,0,34.0,91.0
101271,0,42,2,0.263,110,28,0,U,228,5,40,22,5.0,3.0,1,3.73,1,5.0,82.0
157574,0,24,2,0.182,131,34,0,H,609,4,40,21,15.0,20.0,0,11.0,0,25.0,231.0
164105,0,27,2,0.263,55,18,0,U,347,5,15,12,7.0,3.0,0,5.92,1,8.0,71.0
158082,0,06,3,0.182,68,23,0,U,458,4,20,11,22.67,21.0,0,16.82,1,26.0,185.0
186579,1,40,3,0.286,105,21,1,U,559,4,20,19,7.33,9.0,1,6.16,1,9.0,117.0
124143,1,24,3,0.286,112,30,0,U,538,6,25,22,6.33,4.0,0,5.18,1,7.0,114.0
167764,0,02,5,0.5,104,29,0,H,430,10,36,26,12.4,11.0,1,9.77,1,15.0,254.0
34328,0,24,1,0.15,104,26,0,U,312,3,22,15,13.0,10.0,0,6.8,1,13.0,102.0
81073,1,27,2,0.25,41,13,0,H,243,5,35,6,10.0,3.0,1,9.17,1,10.0,55.0
27034,0,43,4,0.263,33,13,0,U,259,5,21,5,10.0,0.0,1,10.0,1,10.0,50.0
171700,0,11,1,0.053,93,23,0,H,466,1,13,8,25.0,20.0,1,15.5,0,25.0,124.0
185821,0,39,1,0.1,44,15,0,U,129,2,25,5,30.0,25.0,0,17.2,0,30.0,86.0
20979,0,30,1,0.091,89,24,0,H,211,2,18,12,20.0,22.0,0,13.42,1,25.0,161.0
160729,0,44,2,0.5,23,8,0,U,346,5,29,5,3.0,7.0,0,5.2,0,10.0,26.0
87553,0,48,4,0.333,29,10,0,U,174,4,60,5,7.0,3.0,1,6.8,1,8.0,34.0
56321,0,13,2,0.095,65,20,0,H,697,2,39,5,20.0,10.0,1,17.2,0,20.0,86.0
170231,1,40,4,0.25,130,35,0,H,213,5,39,36,14.5,20.0,0,12.83,1,25.0,462.0
66160,0,48,2,0.133,129,25,0,U,344,2,19,19,22.5,23.0,0,6.84,1,25.0,130.0
167838,1,28,3,0.286,127,33,0,H,353,6,42,32,11.67,12.0,1,8.88,1,15.0,284.0
123696,0,40,1,0.143,21,6,0,H,375,1,42,1,20.0,0.0,0,20.0,0,20.0,20.0
164592,0,03,1,0.143,21,7,0,H,416,1,22,1,25.0,0.0,1,25.0,0,25.0,25.0
60571,1,40,3,0.364,29,10,0,U,354,4,34,4,10.67,10.0,0,10.5,1,15.0,42.0
147690,0,31,1,0.167,19,6,0,U,214,1,31,1,15.0,0.0,0,15.0,0,15.0,15.0
116986,0,02,2,0.167,57,16,0,H,245,3,31,5,15.0,12.0,1,12.6,0,17.0,63.0
134487,0,04,0,0.056,53,14,0,H,305,1,30,3,0.0,15.0,0,11.67,0,20.0,35.0
4503,0,17,0,0.105,104,28,1,H,289,2,23,13,0.0,15.0,1,13.46,0,20.0,175.0
163675,1,06,2,0.091,87,24,0,U,423,2,23,8,15.0,10.0,1,10.88,0,15.0,87.0
138748,0,39,0,0.056,110,27,0,H,288,1,18,6,0.0,40.0,0,28.33,0,50.0,170.0
189365,0,36,0,0.25,15,6,0,U,166,1,29,2,0.0,15.0,0,17.5,0,25.0,35.0
107993,0,51,2,0.118,33,12,0,H,206,2,34,2,22.5,5.0,1,22.5,0,25.0,45.0
105439,0,45,2,0.222,89,23,0,U,234,4,39,14,7.5,9.0,1,5.36,1,10.0,75.0
90070,0,20,0,0.056,122,30,0,H,335,1,24,21,0.0,12.0,0,11.71,1,17.0,246.0
48054,0,42,2,0.105,53,15,0,H,334,2,19,5,12.5,10.0,1,9.0,0,15.0,45.0
160425,1,36,4,0.6,87,16,0,H,265,6,46,13,12.0,8.0,0,9.92,0,13.0,129.0
88848,0,23,0,0.056,104,27,0,H,391,1,54,7,0.0,25.0,0,18.57,0,35.0,130.0
129136,1,31,1,0.1,24,7,0,U,140,1,0,1,25.0,0.0,0,25.0,0,25.0,25.0
60684,1,35,1,0.1,86,23,0,H,610,2,25,8,13.0,15.0,1,13.0,0,20.0,104.0
69410,0,11,1,0.2,16,6,0,H,583,1,28,1,25.0,0.0,1,25.0,0,25.0,25.0
91804,0,12,0,0.231,30,9,0,U,541,3,28,4,0.0,6.0,0,9.0,0,11.0,36.0
29345,1, .,1,0.1,101,25,0,H,325,2,0,12,10.0,9.0,1,7.25,0,12.0,87.0
134852,1,44,1,0.2,18,6,0,U,289,1,33,1,50.0,0.0,0,50.0,0,50.0,50.0
86965,0,30,2,0.2,127,31,0,H,200,4,43,16,12.5,15.0,1,13.5,1,25.0,216.0
170860,0,13,2,0.143,29,11,0,U,569,2,39,3,25.0,10.0,0,23.33,0,30.0,70.0
176968,0,45,7,0.412,41,15,0,H,525,7,57,8,5.0,0.0,1,5.0,1,5.0,40.0
58150,0,51,2,0.357,33,10,0,U,149,5,35,5,4.0,7.0,0,5.2,1,10.0,26.0
187259,1,13,1,0.5,16,3,0,U,435,1,62,1,15.0,0.0,0,15.0,0,15.0,15.0
39657,0,16,0,0.105,53,16,0,U,235,2,39,4,0.0,5.0,0,12.5,0,15.0,50.0
5230,0, .,2,0.095,40,16,1,U,259,2,0,7,15.0,5.0,1,11.43,0,15.0,80.0
30978,0,44,1,0.143,21,5,0,H,316,1,12,1,15.0,0.0,0,15.0,0,15.0,15.0
16669,0,42,0,0.154,28,9,0,U,221,2,0,2,0.0,0.0,0,15.0,0,15.0,30.0
22989,1,39,1,0.235,34,12,0,H,301,4,5,5,10.0,3.0,1,11.4,0,13.0,57.0
145905,1,11,3,0.25,33,13,0,H,346,4,37,4,30.0,40.0,1,25.0,1,50.0,100.0
